date,time_et_or_event,equity
session_open,float,30000.0
2026-01-02,07:54:00,29500.13
2026-01-02,11:13:00,29763.12
2026-01-02,11:31:00,30365.2
2026-01-05,11:15:00,30145.29
2026-01-05,11:37:00,30449.47
2026-01-05,11:56:00,30069.42
2026-01-06,09:25:00,30546.08
2026-01-06,11:37:00,30420.92
2026-01-06,11:52:00,30420.92
2026-01-06,11:58:00,30508.8
2026-01-06,15:54:00,30008.85
2026-01-06,19:33:00,30079.9
2026-01-07,09:24:00,30274.2
2026-01-07,13:15:00,29774.21
2026-01-07,14:01:00,29274.24
2026-01-07,15:41:00,29386.73
2026-01-08,09:24:00,29683.2
2026-01-08,09:25:00,30384.71
2026-01-08,11:37:00,30886.03
2026-01-08,18:06:00,33066.71
2026-01-08,19:55:00,32876.44
2026-01-09,06:53:00,32974.83
2026-01-09,07:50:00,34273.67
2026-01-09,10:53:00,34387.44
2026-01-09,12:49:00,34526.77
2026-01-09,13:55:00,34658.14
2026-01-09,14:12:00,34789.51
2026-01-09,14:18:00,34289.53
2026-01-09,15:47:00,34163.82
2026-01-09,15:54:00,34301.85
2026-01-09,17:47:00,34177.69
2026-01-09,19:21:00,34434.66
2026-01-09,19:51:00,33934.66
2026-01-09,19:53:00,34202.87
2026-01-12,09:02:00,34469.24
2026-01-12,09:20:00,35385.57
2026-01-12,09:28:00,36121.19
2026-01-12,09:32:00,35621.22
2026-01-12,11:48:00,36144.42
2026-01-12,12:52:00,36673.47
2026-01-12,13:31:00,36988.44
2026-01-12,15:42:00,37239.92
2026-01-12,18:33:00,37974.55
2026-01-12,19:06:00,38410.39
2026-01-12,19:10:00,38105.34
2026-01-13,09:24:00,37636.77
2026-01-13,10:10:00,38161.06
2026-01-13,10:19:00,37661.39
2026-01-13,15:08:00,38260.52
2026-01-13,16:19:00,37761.07
2026-01-14,05:49:00,37636.07
2026-01-14,07:53:00,37919.57
2026-01-14,10:14:00,37419.58
2026-01-14,11:12:00,37864.0
2026-01-14,12:13:00,37589.33
2026-01-14,16:49:00,37917.45
2026-01-14,17:13:00,38115.36
2026-01-14,17:28:00,38799.01
2026-01-14,19:42:00,39259.61
2026-01-15,09:32:00,38759.65
2026-01-15,10:32:00,39183.68
2026-01-15,10:32:00,39538.95
2026-01-15,11:42:00,39719.17
2026-01-15,11:56:00,39219.22
