symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes
JLHL,2026-04-16,8,7,18:15:00,6.43,6.7515,6.4139,18:27:00,6.34,time_stop,-0.09,7776,-699.84,0.0161,12.0
KIDZ,2026-04-16,15,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,31,7,09:31:00,1.525,1.6013,1.4763,09:42:00,1.52,time_stop,-0.005,20533,-102.66,0.0487,11.0
KIDZ,2026-04-16,74,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,78,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,92,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,93,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,145,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,149,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,163,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,164,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,217,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,221,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,235,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,236,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,290,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,294,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,308,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,309,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,363,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,367,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,381,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,382,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,426,8,17:48:00,1.69,1.7745,1.6802,18:02:00,1.66,time_stop,-0.03,29585,-887.55,0.01,14.0
KIDZ,2026-04-16,438,7,05:28:00,1.52,1.596,1.5162,05:29:00,1.5162,stop_hit,-0.0038,32894,-125.0,0.01,1.0
KIDZ,2026-04-16,442,9,06:35:00,1.4712,1.5448,1.4663,06:46:00,1.51,time_stop,0.0388,33985,1318.62,0.01,11.0
KIDZ,2026-04-16,456,7,09:16:00,1.49,1.5645,1.4763,09:27:00,1.48,time_stop,-0.01,33557,-335.57,0.0137,11.0
KIDZ,2026-04-16,457,7,09:31:00,1.5181,1.594,1.4863,09:42:00,1.55,time_stop,0.0319,31421,1002.33,0.0318,11.0
KIDZ,2026-04-16,501,8,17:48:00,1.69,1.7745,1.6802,18:02:00,1.66,time_stop,-0.03,29585,-887.55,0.01,14.0
WNW,2026-04-16,20,7,16:45:00,5.51,5.7855,5.4863,04:00:00,5.4863,stop_hit,-0.0237,9074,-215.51,0.0237,-765.0
WNW,2026-04-16,43,7,18:36:00,5.26,5.523,5.2369,18:47:00,5.38,time_stop,0.12,9505,1140.6,0.0231,11.0
WNW,2026-04-16,51,8,19:28:00,5.33,5.5965,5.2469,19:39:00,5.27,time_stop,-0.06,9380,-562.8,0.0831,11.0
WNW,2026-04-16,52,7,19:35:00,5.3,5.565,5.2568,19:37:00,5.2568,stop_hit,-0.0432,9433,-407.27,0.0432,2.0
WNW,2026-04-16,56,10,19:27:00,5.26,5.523,5.2469,19:38:00,5.26,time_stop,0.0,9505,0.0,0.0131,11.0
WNW,2026-04-16,59,7,19:53:00,5.2407,5.5027,5.2369,19:59:00,5.2369,stop_hit,-0.0038,9540,-36.49,0.01,6.0
WSHP,2026-04-16,8,7,19:58:00,16.33,17.1465,16.2094,19:59:00,16.2094,stop_hit,-0.1206,3061,-369.23,0.1206,1.0
