date,symbol,box_score,range_high_5d,range_low_5d,range_pct,range_position_pct,high_tests,low_tests,adr_util_today,vwap_dist_pct,sma_slope_pct,avg_daily_vol_5d,price,num_trades,total_pnl,best_trade_pnl,worst_trade_pnl,win_rate,avg_hold_minutes,exit_reasons,skip_reason
2026-01-06,PINS,6.76,27.21,25.72,5.79,88.6,2,3,0.545,0.2,-0.58,8621754,27.04,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,JD,6.7,30.0,28.51,5.23,91.3,2,2,0.638,0.03,-0.55,7663810,29.87,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,LUV,6.69,43.2,40.85,5.75,75.3,2,4,0.512,0.38,3.7,4339427,42.62,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,MRVL,6.68,94.2,84.94,10.9,94.4,2,2,0.426,0.62,-2.35,8714450,93.68,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,BAC,6.65,57.55,54.88,4.87,74.5,2,3,0.553,0.25,1.07,16742321,56.87,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,BILL,6.64,55.46,50.26,10.35,76.2,4,2,0.513,0.44,0.96,1213267,54.22,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,DKNG,6.29,36.98,34.36,7.63,93.5,2,3,0.719,0.36,0.7,5437025,36.81,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,AAL,6.17,16.16,15.1,7.02,71.7,2,3,0.645,0.72,1.89,46786366,15.86,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-06,VZ,5.58,40.96,39.83,2.84,39.8,3,2,0.75,0.08,-0.31,18661297,40.28,2,46.56,28.56,18.0,1.0,238.5,tiered_vwap_partial|time_stop,
2026-01-07,RBLX,7.8,82.38,74.95,9.91,19.8,3,2,0.451,0.22,-4.51,5467510,76.42,2,17.24,16.4,0.84,1.0,97.5,tiered_vwap_partial|time_stop,
2026-01-07,KMI,7.39,28.0,26.59,5.3,29.1,3,2,0.389,0.22,0.0,10078435,27.0,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,KO,7.36,70.16,67.27,4.3,12.5,2,3,0.756,0.2,-0.7,10072209,67.63,2,93.71,80.73,12.98,1.0,110.0,tiered_vwap_partial|time_stop,
2026-01-07,OWL,6.93,16.16,14.9,8.46,81.0,3,2,0.365,0.46,-0.37,9796106,15.92,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,DAL,6.85,73.16,68.5,6.8,86.3,3,2,0.519,0.15,1.44,3782572,72.52,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,PFE,6.68,26.01,24.83,4.75,82.2,2,3,0.474,0.36,-0.44,34076209,25.8,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,AI,6.62,14.21,13.38,6.2,49.4,2,2,0.504,0.5,-2.14,3933022,13.79,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,LUV,6.54,43.2,40.85,5.75,84.3,3,3,0.65,0.21,3.44,4694459,42.83,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,T,6.49,24.97,23.87,4.61,47.3,3,2,0.645,0.09,-0.8,25501362,24.39,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,GM,6.44,83.38,79.56,4.8,62.6,3,2,0.641,0.27,2.13,4097503,81.95,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,TFC,6.4,51.27,48.83,5.0,76.6,3,3,0.699,0.27,1.47,3664950,50.7,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,LYFT,6.34,20.15,19.01,6.0,83.3,3,3,0.641,0.5,-3.6,6143930,19.96,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,KEY,6.27,21.74,20.49,6.1,70.4,3,2,0.728,0.37,2.72,11625113,21.37,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,USB,6.19,56.2,52.99,6.06,74.8,3,2,0.766,0.42,1.79,5696199,55.39,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,BAC,6.14,57.55,54.88,4.87,49.8,2,2,0.789,0.41,1.04,19791814,56.21,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-07,DOCU,5.95,69.85,64.05,9.06,51.0,2,3,0.782,0.74,-0.72,1800354,67.01,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,PCG,8.29,16.38,15.43,6.16,11.6,3,2,0.511,0.04,1.33,16286798,15.54,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,MRVL,8.26,94.2,82.88,13.66,7.6,2,2,0.535,0.31,-2.39,10281523,83.74,1,7.53,7.53,7.53,1.0,109.0,time_stop,
2026-01-08,CSCO,7.96,76.95,73.55,4.62,12.6,2,2,0.496,0.23,-1.05,9233859,73.98,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,LYFT,7.19,20.15,19.01,6.0,14.9,3,3,0.662,0.85,-3.49,6711563,19.18,2,125.44,76.44,49.0,1.0,85.5,tiered_vwap_partial|time_stop,
2026-01-08,WBD,6.77,28.92,28.05,3.1,50.6,3,2,0.196,0.11,2.08,17364592,28.49,2,204.64,134.64,70.0,1.0,168.0,tiered_vwap_partial|time_stop,
2026-01-08,PYPL,6.69,60.14,57.65,4.32,28.5,3,3,0.525,0.48,-1.09,9342870,58.36,2,21.64,14.08,7.56,1.0,138.0,tiered_vwap_partial|time_stop,
2026-01-08,TEVA,6.59,32.91,30.47,8.01,78.3,3,2,0.648,0.15,2.88,10133740,32.38,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,PFE,6.3,26.01,24.83,4.75,49.2,2,2,0.69,0.29,-0.4,35069157,25.41,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,TFC,6.25,51.52,48.83,5.51,79.9,4,2,0.734,0.37,1.5,4210897,50.98,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,LUV,6.11,43.38,40.85,6.19,90.9,3,2,0.764,0.52,3.27,4822954,43.15,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,DOCU,5.88,69.88,64.05,9.1,72.0,2,3,0.792,0.82,-0.66,1987206,68.25,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-08,T,5.83,24.81,23.87,3.94,36.2,2,3,0.699,0.47,-0.73,28143569,24.21,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,MRVL,8.59,94.2,82.19,14.61,6.7,2,2,0.365,0.39,-2.32,10147815,83.0,2,186.14,127.4,58.74,1.0,175.0,tiered_vwap_partial|time_stop,
2026-01-09,HPE,8.14,24.41,21.76,12.18,7.5,2,2,0.493,0.59,-1.15,15330650,21.96,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,KMI,7.43,28.0,26.59,5.3,58.9,2,2,0.276,0.03,-0.13,11443165,27.42,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,LYFT,6.98,20.15,18.97,6.22,13.6,3,4,0.779,0.99,-3.16,7077934,19.13,2,174.29,125.84,48.45,1.0,197.5,tiered_vwap_partial|time_stop,
2026-01-09,JD,6.96,30.0,28.64,4.75,80.9,4,3,0.377,0.25,-0.25,6970096,29.74,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,OWL,6.86,16.16,15.2,6.32,71.9,5,3,0.389,0.48,-0.81,9722544,15.89,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,OXY,6.72,43.86,40.38,8.62,96.3,2,2,0.533,0.28,0.04,10271472,43.73,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,U,6.5,46.8,43.75,6.97,63.3,3,3,0.677,0.2,-1.16,3936411,45.68,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,F,6.49,14.5,13.2,9.85,83.1,2,2,0.721,0.09,1.43,59596361,14.28,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,T,6.46,24.75,23.87,3.69,38.6,3,4,0.476,0.08,-0.66,28895031,24.21,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,KEY,6.35,21.75,20.97,3.72,76.9,5,2,0.537,0.08,2.11,12129266,21.57,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,PFE,6.29,26.01,24.95,4.25,55.7,2,4,0.515,0.5,-0.39,34871282,25.54,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,BAC,6.24,57.55,55.44,3.81,37.4,2,3,0.554,0.23,1.11,23119810,56.23,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,WBD,5.93,29.04,28.05,3.53,54.5,3,3,0.621,0.32,1.26,19012118,28.59,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-09,MARA,5.84,10.73,9.82,9.27,38.5,3,2,0.646,1.16,-4.13,28906870,10.17,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,LYFT,8.68,20.15,18.97,6.22,11.0,2,4,0.325,0.06,-2.55,7036983,19.1,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,PYPL,8.04,60.14,56.76,5.95,8.9,2,2,0.705,0.06,-1.29,9533713,57.06,1,-32.8,-32.8,-32.8,0.0,179.0,time_stop,
2026-01-12,DKNG,7.08,36.98,33.97,8.86,28.6,3,2,0.426,0.58,0.24,7527911,34.83,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,PCG,6.88,16.27,15.43,5.44,50.0,2,2,0.467,0.25,1.26,14413183,15.85,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,OWL,6.83,16.15,15.2,6.25,49.5,4,2,0.511,0.2,-0.86,8942388,15.67,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,PINS,6.36,27.68,26.51,4.41,51.3,3,3,0.541,0.43,-0.08,7137946,27.11,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,WBD,6.19,29.04,28.05,3.53,43.4,2,4,0.557,0.15,0.36,18088905,28.48,2,82.68,62.88,19.8,1.0,174.0,tiered_vwap_partial|time_stop,
2026-01-12,TFC,6.08,51.52,49.8,3.45,28.5,4,2,0.676,0.43,1.11,5049748,50.29,0,0.0,0.0,0.0,0.0,0.0,,
2026-01-12,CSCO,6.0,75.73,72.8,4.02,31.1,2,2,0.777,0.44,-1.55,9423249,73.71,0,0.0,0.0,0.0,0.0,0.0,,
