date,time_et_or_event,equity
session_open,float,10000.0
2026-01-02,07:54:00,9500.13
2026-01-02,11:13:00,9710.52
2026-01-02,11:31:00,10192.18
2026-01-05,11:15:00,10016.26
2026-01-05,11:37:00,10320.44
2026-01-05,11:56:00,9940.39
2026-01-06,09:25:00,10328.31
2026-01-06,11:37:00,10289.66
2026-01-06,11:52:00,10289.66
2026-01-06,11:58:00,10377.54
2026-01-06,15:54:00,9877.59
2026-01-06,19:33:00,9934.43
2026-01-07,09:24:00,10089.87
2026-01-07,13:15:00,9622.28
2026-01-07,14:01:00,9122.31
2026-01-07,15:41:00,9212.31
2026-01-08,09:24:00,9508.78
2026-01-08,09:25:00,10092.17
2026-01-08,11:37:00,10593.49
2026-01-08,18:06:00,12338.04
2026-01-08,19:55:00,12185.82
2026-01-09,06:53:00,12238.37
2026-01-09,07:50:00,13537.21
2026-01-09,10:53:00,13628.22
2026-01-09,12:49:00,13739.69
2026-01-09,13:55:00,13844.79
2026-01-09,14:12:00,13865.53
2026-01-09,14:18:00,13365.55
2026-01-09,15:47:00,13264.98
2026-01-09,15:54:00,13375.41
2026-01-09,17:47:00,13276.09
2026-01-09,19:21:00,13529.05
2026-01-09,19:53:00,13743.62
2026-01-12,09:02:00,13956.72
2026-01-12,09:20:00,14772.3
2026-01-12,09:28:00,15507.92
2026-01-12,09:32:00,15007.95
2026-01-12,11:48:00,15426.51
2026-01-12,12:52:00,15849.76
2026-01-12,13:31:00,16101.74
2026-01-12,15:42:00,16353.22
2026-01-12,19:10:00,16109.18
2026-01-13,09:24:00,15734.31
2026-01-13,10:10:00,16258.6
2026-01-13,10:19:00,15758.93
2026-01-13,15:08:00,16238.23
2026-01-13,16:19:00,15738.78
2026-01-14,05:49:00,15638.78
2026-01-14,07:53:00,15922.28
2026-01-14,10:14:00,15422.29
2026-01-14,11:12:00,15866.71
2026-01-14,12:13:00,15646.97
2026-01-14,16:49:00,15909.47
2026-01-14,17:13:00,16067.8
2026-01-14,17:28:00,16614.7
2026-01-14,19:42:00,17075.3
2026-01-15,09:32:00,16575.34
2026-01-15,10:32:00,16999.37
2026-01-15,10:32:00,17007.18
2026-01-15,11:42:00,17151.32
2026-01-15,11:56:00,16651.37
2026-01-15,11:58:00,16651.37
2026-01-15,16:44:00,17526.54
2026-01-15,16:54:00,18309.33
2026-01-15,19:22:00,18475.36
2026-01-15,19:57:00,18583.17
2026-01-16,06:07:00,19038.86
2026-01-16,06:17:00,20629.09
2026-01-16,08:00:00,22471.56
2026-01-16,08:49:00,22828.7
2026-01-16,08:50:00,22728.7
2026-01-16,08:53:00,22355.99
2026-01-16,09:02:00,22073.43
2026-01-16,09:16:00,22207.37
2026-01-16,09:44:00,23299.42
2026-01-16,10:57:00,23214.92
2026-01-16,17:43:00,23717.82
2026-01-16,19:41:00,23262.73
2026-01-16,19:49:00,23163.03
2026-01-16,19:58:00,23039.73
2026-01-20,05:49:00,23404.47
2026-01-20,07:41:00,23092.18
2026-01-20,09:00:00,22592.19
2026-01-20,13:57:00,22816.45
2026-01-20,18:43:00,22316.52
2026-01-20,19:28:00,22902.85
2026-01-20,19:40:00,22517.19
2026-01-21,08:13:00,41243.99
2026-01-21,09:20:00,41294.11
2026-01-21,09:36:00,40794.14
2026-01-21,11:00:00,41313.56
2026-01-21,11:04:00,41642.89
2026-01-21,11:57:00,41642.89
2026-01-21,11:58:00,41142.9
2026-01-21,14:28:00,41277.75
2026-01-21,14:52:00,41757.6
2026-01-21,16:10:00,42153.6
2026-01-21,16:22:00,42339.8
2026-01-21,17:34:00,42974.74
2026-01-21,17:43:00,42810.1
2026-01-21,18:49:00,43661.01
2026-01-21,19:58:00,43514.45
2026-01-22,11:17:00,44572.15
2026-01-22,11:30:00,45537.56
2026-01-22,16:48:00,45814.29
2026-01-22,19:25:00,45552.24
2026-01-22,19:44:00,45870.4
2026-01-23,09:51:00,46178.21
2026-01-23,10:36:00,46718.4
2026-01-23,11:51:00,46289.94
2026-01-23,17:45:00,46375.07
2026-01-26,06:14:00,46781.18
2026-01-26,06:57:00,46939.5
2026-01-26,09:02:00,47743.31
2026-01-26,18:17:00,48056.42
2026-01-26,19:50:00,47697.87
2026-01-27,08:21:00,47197.92
2026-01-27,08:32:00,60712.1
2026-01-27,11:10:00,60990.07
2026-01-27,15:12:00,60490.09
2026-01-27,17:10:00,61652.38
2026-01-27,18:01:00,61418.04
2026-01-28,05:33:00,61325.4
2026-01-28,06:04:00,61050.93
2026-01-28,07:48:00,61670.19
2026-01-28,08:02:00,66575.84
2026-01-28,12:52:00,66075.86
2026-01-28,13:40:00,66367.51
2026-01-28,16:38:00,65867.58
2026-01-28,16:48:00,66208.96
2026-01-28,18:36:00,65709.02
2026-01-28,19:34:00,65423.05
2026-01-29,11:06:00,65322.82
2026-01-29,11:26:00,65582.67
2026-01-30,06:33:00,66010.83
2026-01-30,06:58:00,65726.98
2026-01-30,07:16:00,65227.06
2026-01-30,17:11:00,65731.76
2026-01-30,17:56:00,65488.6
2026-01-30,19:35:00,64988.6
2026-02-02,13:43:00,64808.34
2026-02-02,13:54:00,65168.09
2026-02-02,14:27:00,64847.65
2026-02-02,14:38:00,65165.82
2026-02-02,14:53:00,65468.53
2026-02-02,14:57:00,66097.09
2026-02-02,15:11:00,67665.11
2026-02-02,17:24:00,67932.13
2026-02-02,18:10:00,67678.29
2026-02-02,18:28:00,67178.42
2026-02-02,19:17:00,67662.38
2026-02-02,19:28:00,67259.34
2026-02-02,19:58:00,66853.23
2026-02-03,11:56:00,66388.98
2026-02-03,12:31:00,66604.96
2026-02-03,15:50:00,67026.98
2026-02-03,19:45:00,66784.88
2026-02-03,19:55:00,66855.8
2026-02-04,05:50:00,66756.39
2026-02-04,09:06:00,66572.55
2026-02-04,09:31:00,66227.79
2026-02-04,12:14:00,66065.29
2026-02-05,10:46:00,65565.48
2026-02-05,17:00:00,66169.06
2026-02-05,17:06:00,66068.97
2026-02-05,17:52:00,66459.67
2026-02-05,18:27:00,66553.1
2026-02-06,10:26:00,66053.27
2026-02-06,18:01:00,66751.17
2026-02-09,09:08:00,67191.09
2026-02-09,09:12:00,67520.89
2026-02-09,09:17:00,67020.91
2026-02-09,09:51:00,67217.54
2026-02-09,11:58:00,67000.3
2026-02-10,06:03:00,67512.03
2026-02-10,09:00:00,67609.74
2026-02-10,09:14:00,68003.09
2026-02-10,11:24:00,67802.35
2026-02-10,12:08:00,67957.09
2026-02-10,12:57:00,67857.37
2026-02-10,13:04:00,67892.75
2026-02-10,15:36:00,68051.25
2026-02-10,19:26:00,67661.94
2026-02-11,09:17:00,67310.32
2026-02-11,11:14:00,68114.23
2026-02-12,07:33:00,68533.78
2026-02-12,09:24:00,68298.41
2026-02-12,09:32:00,68197.83
2026-02-12,10:54:00,69444.73
2026-02-12,11:57:00,71119.56
2026-02-13,09:52:00,70619.6
2026-02-13,10:08:00,70901.41
2026-02-13,10:58:00,70901.41
2026-02-13,11:09:00,71227.43
2026-02-13,11:55:00,70973.67
2026-02-17,19:28:00,70514.99
