strategy,symbol,session_date,direction,entry_ts,exit_ts,entry_price,exit_price,stop_price,target_price,qty,risk_dollars,pnl,r_multiple,exit_reason,anchor_type,anchor_date
AVWAP-Breakout,TSLA,2020-01-06,long,2020-01-06T12:16:00,2020-01-06T12:30:00,443.59,445.0499999999999,442.86,445.0499999999999,562,1000.0,820.5199999999566,0.8205199999999565,target,gap_day,2020-01-03
AVWAP-Breakout,AMD,2020-01-06,long,2020-01-06T13:07:00,2020-01-06T13:55:00,48.32,48.205000000000005,48.205000000000005,48.54999999999999,862,1000.0,-99.12999999999559,-0.0991299999999956,stop,gap_day,2020-01-03
AVWAP-Breakout,MU,2020-01-06,long,2020-01-06T10:27:00,2020-01-06T11:03:00,53.94,53.78,53.78,54.25999999999999,1254,1000.0,-200.63999999999572,-0.2006399999999957,stop,gap_day,2020-01-03
AVWAP-Breakout,SNAP,2020-01-06,long,2020-01-06T10:05:00,2020-01-06T15:55:00,16.59,16.765,16.48,16.81,971,1000.0,169.9250000000007,0.1699250000000007,session_close,gap_day,2020-01-03
AVWAP-Breakout,DAL,2020-01-06,long,2020-01-06T14:11:00,2020-01-06T14:17:00,57.55,57.73750000000001,57.440000000000005,57.76999999999998,283,1000.0,53.06250000000402,0.05306250000000402,trail_stop,gap_day,2020-01-03
AVWAP-Breakout,AMD,2020-01-07,long,2020-01-07T12:43:00,2020-01-07T12:45:00,48.53,48.445,48.445,48.7,1839,1000.0,-156.31500000000156,-0.15631500000000156,stop,gap_day,2020-01-03
AVWAP-Breakout,DAL,2020-01-07,long,2020-01-07T10:17:00,2020-01-07T10:29:00,57.74,57.84750000000001,57.67,57.88,130,1000.0,13.975000000001145,0.013975000000001146,trail_stop,gap_day,2020-01-06
AVWAP-Breakout,AMD,2020-01-08,long,2020-01-08T13:01:00,2020-01-08T13:02:00,47.875,47.78,47.78,48.065,934,1000.0,-88.72999999999894,-0.08872999999999893,stop,gap_day,2020-01-03
AVWAP-Breakout,MU,2020-01-08,long,2020-01-08T14:18:00,2020-01-08T14:32:00,57.6,57.485,57.485,57.830000000000005,462,1000.0,-53.13000000000092,-0.05313000000000092,stop,gap_day,2020-01-07
AVWAP-Breakout,SNAP,2020-01-08,long,2020-01-08T11:35:00,2020-01-08T12:21:00,16.85,16.79,16.79,16.970000000000006,309,1000.0,-18.540000000000703,-0.018540000000000702,stop,gap_day,2020-01-03
AVWAP-Breakout,DAL,2020-01-08,long,2020-01-08T11:09:00,2020-01-08T11:29:00,58.46,58.68,58.35,58.68,151,1000.0,33.21999999999983,0.033219999999999826,target,gap_day,2020-01-06
AVWAP-Breakout,AAL,2020-01-08,long,2020-01-08T11:17:00,2020-01-08T12:12:00,27.53,27.890000000000008,27.349999999999998,27.890000000000008,1795,1000.0,646.2000000000118,0.6462000000000118,target,gap_day,2020-01-03
AVWAP-Breakout,TSLA,2020-01-09,long,2020-01-09T11:15:00,2020-01-09T11:16:00,489.08,487.92,487.92,491.3999999999999,862,1000.0,-999.9199999999726,-0.9999199999999726,stop,gap_day,2020-01-07
AVWAP-Breakout,AMD,2020-01-09,long,2020-01-09T14:40:00,2020-01-09T14:46:00,49.08,48.96,48.96,49.31999999999999,2236,1000.0,-268.31999999999425,-0.26831999999999423,stop,gap_day,2020-01-03
AVWAP-Breakout,MU,2020-01-09,long,2020-01-09T13:13:00,2020-01-09T14:03:00,56.88,57.004999999999995,56.790000000000006,57.059999999999995,275,1000.0,34.374999999998046,0.034374999999998046,trail_stop,gap_day,2020-01-03
AVWAP-Breakout,DAL,2020-01-09,long,2020-01-09T14:40:00,2020-01-09T15:17:00,58.89,58.800000000000004,58.800000000000004,59.06999999999999,122,1000.0,-10.97999999999955,-0.01097999999999955,stop,gap_day,2020-01-03
AVWAP-Breakout,AAL,2020-01-09,long,2020-01-09T12:48:00,2020-01-09T14:07:00,27.8,27.919999999999998,27.72,27.960000000000004,224,1000.0,26.879999999999427,0.02687999999999943,trail_stop,gap_day,2020-01-03
AVWAP-Breakout,TSLA,2020-01-10,long,2020-01-10T10:41:00,2020-01-10T10:48:00,480.68,482.1000000000001,479.96999999999997,482.1000000000001,589,1000.0,836.3800000000429,0.8363800000000429,target,gap_day,2020-01-07
AVWAP-Breakout,AMD,2020-01-10,long,2020-01-10T09:54:00,2020-01-10T10:13:00,48.585,48.400000000000006,48.400000000000006,48.95499999999999,5405,1000.0,-999.9249999999739,-0.999924999999974,stop,gap_day,2020-01-03
