symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes
LLYX,2026-04-30,67,9,08:52:00,16.38,0.0,16.2925,08:57:00,16.2925,stop_hit,-0.0875,3052,-267.15,0.0875,5.0
LLYX,2026-04-30,101,10,18:26:00,17.43,0.0,17.3465,18:54:00,17.3465,stop_hit,-0.0835,2868,-239.41,0.0835,28.0
BMNU,2026-05-01,20,10,15:24:00,2.04,0.0,2.0199,16:54:00,2.0199,stop_hit,-0.0201,24509,-491.71,0.0201,90.0
FATN,2026-05-01,26,9,09:02:00,3.005,0.0,2.9825,09:04:00,3.0188,trailing_stop,0.0138,16638,228.98,0.0225,2.0
FATN,2026-05-01,61,10,15:30:00,3.23,0.0,3.1821,15:36:00,3.1821,stop_hit,-0.0479,15479,-741.06,0.0479,6.0
FATN,2026-05-01,68,9,16:34:00,3.04,0.0,3.014,16:39:00,3.067,trailing_stop,0.027,16447,444.45,0.026,5.0
FATN,2026-05-01,70,10,17:11:00,3.05,0.0,3.0163,17:37:00,3.0163,stop_hit,-0.0337,16393,-551.78,0.0337,26.0
LABT,2026-05-01,28,9,05:42:00,2.67,0.0,2.6434,05:45:00,2.6867,trailing_stop,0.0167,18726,312.49,0.0266,3.0
LABT,2026-05-01,63,9,16:41:00,3.28,0.0,3.2519,16:43:00,3.3059,trailing_stop,0.0259,15243,395.17,0.0281,2.0
FATN,2026-05-04,14,10,07:10:00,3.09,0.0,3.0723,07:13:00,3.0723,stop_hit,-0.0177,16181,-286.4,0.0177,3.0
FATN,2026-05-04,20,10,08:32:00,3.08,0.0,3.0723,08:34:00,3.0723,stop_hit,-0.0077,16233,-124.99,0.01,2.0
FATN,2026-05-04,39,9,12:34:00,3.19,0.0,3.1222,12:41:00,3.1222,stop_hit,-0.0678,14743,-999.94,0.0678,7.0
FATN,2026-05-04,49,10,13:58:00,3.17,0.0,3.1421,14:01:00,3.1861,trailing_stop,0.0161,15772,253.34,0.0279,3.0
FATN,2026-05-04,51,10,14:15:00,3.21,0.0,3.1371,14:17:00,3.21,session_end,0.0,13724,0.0,0.0729,2.0
