symbol,date,wave_id,score,entry_time_et,entry_price,target,stop,exit_time_et,exit_price,exit_reason,pnl_per_share,shares,pnl,risk_per_share,duration_minutes
IPW,2026-02-02,22,7,14:49:00,4.0959,4.115,4.0798,14:53:00,4.115,target_hit,0.0191,12207,233.15,0.0161,4.0
IPW,2026-02-02,25,7,15:10:00,4.16,4.21,4.094,15:11:00,4.21,target_hit,0.05,7580,379.0,0.066,1.0
IPW,2026-02-02,35,8,17:22:00,3.79,3.89,3.7805,17:35:00,3.81,time_stop,0.02,13192,263.84,0.01,13.0
SWVL,2026-02-02,13,7,14:37:00,2.16,2.2,2.1248,14:38:00,2.2,target_hit,0.04,14194,567.76,0.0352,1.0
FATN,2026-02-03,15,7,15:49:00,2.9,2.935,2.8628,15:50:00,2.8628,stop_hit,-0.0372,13449,-499.97,0.0372,1.0
FIEE,2026-02-03,17,7,12:30:00,4.5,6.23,4.4888,12:31:00,4.4888,stop_hit,-0.0112,11111,-125.0,0.0112,1.0
UPC,2026-02-03,5,7,11:22:00,4.75,4.81,4.5885,11:33:00,4.675,time_stop,-0.075,3095,-232.13,0.1615,11.0
TLF,2026-02-04,4,7,05:49:00,3.42,3.43,3.4115,05:50:00,3.4115,stop_hit,-0.0085,14619,-124.99,0.01,1.0
TLF,2026-02-04,20,10,09:02:00,3.3069,3.43,3.2917,09:06:00,3.2917,stop_hit,-0.0152,15119,-229.05,0.0152,4.0
TLF,2026-02-04,26,8,09:30:00,3.26,3.31,3.2319,09:31:00,3.2319,stop_hit,-0.0281,15337,-430.97,0.0281,1.0
TLF,2026-02-04,38,7,12:05:00,3.2,3.25,3.187,12:14:00,3.187,stop_hit,-0.013,15625,-202.93,0.013,9.0
LBTYB,2026-02-05,6,7,10:45:00,11.57,12.02,11.1521,10:46:00,11.1521,stop_hit,-0.4179,1196,-499.87,0.4179,1.0
RNAZ,2026-02-05,5,7,16:54:00,9.8,10.59,9.6857,17:05:00,9.75,time_stop,-0.05,4375,-218.75,0.1143,11.0
RNAZ,2026-02-05,7,7,17:05:00,9.75,10.005,9.7256,17:06:00,9.7256,stop_hit,-0.0244,5128,-124.99,0.0244,1.0
RNAZ,2026-02-05,9,10,17:36:00,9.68,10.005,9.5161,17:47:00,9.67,time_stop,-0.01,5165,-51.65,0.1639,11.0
RNAZ,2026-02-05,15,7,18:22:00,9.76,10.14,9.7256,18:33:00,9.8,time_stop,0.04,5122,204.88,0.0344,11.0
FLYE,2026-02-06,33,7,17:53:00,3.33,3.48,3.3218,18:04:00,3.34,time_stop,0.01,15015,150.15,0.01,11.0
ELTK,2026-02-09,4,7,09:50:00,8.93,9.0,8.8778,09:51:00,9.0,target_hit,0.07,5599,391.93,0.0522,1.0
ICU,2026-02-09,4,7,09:11:00,2.365,2.39,2.3541,09:12:00,2.3541,stop_hit,-0.0109,21141,-230.44,0.0109,1.0
LIMN,2026-02-09,7,8,09:07:00,2.0185,2.11,2.0,09:18:00,2.02,time_stop,0.0015,24770,37.16,0.0185,11.0
LIMN,2026-02-09,8,10,09:14:00,2.05,2.1,2.0135,09:17:00,2.0135,stop_hit,-0.0365,24390,-891.36,0.0365,3.0
OKLL,2026-02-09,7,8,11:52:00,15.315,15.49,15.2318,11:58:00,15.2318,stop_hit,-0.0832,3264,-271.48,0.0832,6.0
SMX,2026-02-10,8,8,08:59:00,13.55,13.75,13.5161,09:10:00,13.55,time_stop,0.0,3690,0.0,0.0339,11.0
SPOG,2026-02-10,26,7,11:23:00,7.8498,7.895,7.8104,11:24:00,7.8104,stop_hit,-0.0394,6369,-250.78,0.0394,1.0
SPOG,2026-02-10,31,7,12:06:00,7.78,7.9299,7.7606,12:10:00,7.7606,stop_hit,-0.0194,6426,-124.99,0.0194,4.0
SPOG,2026-02-10,37,8,12:55:00,7.7,7.79,7.6808,12:57:00,7.6808,stop_hit,-0.0192,6493,-124.99,0.0192,2.0
SPOG,2026-02-10,39,10,13:03:00,7.687,7.79,7.6808,13:06:00,7.6808,stop_hit,-0.0062,6504,-40.65,0.01,3.0
SPOG,2026-02-10,55,8,15:25:00,7.7729,7.9,7.7207,15:36:00,7.7703,time_stop,-0.0026,6432,-16.72,0.0522,11.0
SPOG,2026-02-10,75,8,18:52:00,7.8586,7.8593,7.7821,19:08:00,7.8,time_stop,-0.0586,6362,-372.81,0.0765,16.0
DFSC,2026-02-11,6,8,11:12:00,2.165,2.27,2.1247,11:16:00,2.1247,stop_hit,-0.0403,23094,-931.27,0.0403,4.0
FEED,2026-02-12,15,8,09:20:00,2.94,2.98,2.9227,09:24:00,2.9227,stop_hit,-0.0173,17006,-294.63,0.0173,4.0
PLYX,2026-02-12,7,7,11:54:00,3.0021,3.06,2.9925,11:55:00,3.06,target_hit,0.0579,16655,964.32,0.01,1.0
VTAK,2026-02-12,5,7,09:31:00,1.71,1.76,1.7057,09:32:00,1.7057,stop_hit,-0.0043,29239,-125.0,0.01,1.0
VTAK,2026-02-12,11,7,10:48:00,1.62,1.76,1.601,10:59:00,1.6298,time_stop,0.0098,26298,257.72,0.019,11.0
BATL,2026-02-13,8,7,09:05:00,2.75,2.8,2.7032,09:17:00,2.72,time_stop,-0.03,10689,-320.67,0.0468,12.0
BATL,2026-02-13,9,7,09:12:00,2.72,2.77,2.7132,09:24:00,2.72,time_stop,0.0,18382,0.0,0.01,12.0
FGNX,2026-02-13,4,8,10:06:00,8.4056,8.42,8.2793,10:07:00,8.42,target_hit,0.0144,5948,85.65,0.1263,1.0
FGNX,2026-02-13,19,7,11:49:00,8.83,8.9,8.7576,11:53:00,8.9,target_hit,0.07,5662,396.34,0.0724,4.0
SIF,2026-02-13,6,9,11:03:00,10.19,10.32,10.0598,11:09:00,10.32,target_hit,0.13,4906,637.78,0.1302,6.0
SIF,2026-02-13,8,10,11:22:00,10.245,10.32,10.1296,11:25:00,10.32,target_hit,0.075,4880,366.0,0.1154,3.0
UONE,2026-02-13,5,10,11:36:00,13.0933,13.4588,12.3391,11:43:00,12.3391,stop_hit,-0.7542,2651,-1999.45,0.7542,7.0
OBAI,2026-02-17,36,7,19:21:00,3.34,3.37,3.3017,19:22:00,3.37,target_hit,0.03,13063,391.89,0.0383,1.0
PSIG,2026-02-18,6,7,10:30:00,5.76,5.9899,5.6957,10:53:00,5.62,time_stop,-0.14,7779,-1089.06,0.0643,23.0
SNSE,2026-02-18,12,9,19:03:00,24.4,24.5,24.1894,19:04:00,24.5,target_hit,0.1,2049,204.9,0.2106,1.0
FIGG,2026-02-20,4,10,11:27:00,2.0697,2.11,2.0449,11:30:00,2.0449,stop_hit,-0.0248,24158,-599.72,0.0248,3.0
GITS,2026-02-23,6,7,08:23:00,2.2,2.78,2.155,08:24:00,2.78,target_hit,0.58,11110,6443.8,0.045,1.0
GITS,2026-02-23,16,7,11:05:00,2.33,2.34,2.3042,11:06:00,2.3042,stop_hit,-0.0258,19398,-499.98,0.0258,1.0
LUNL,2026-02-23,6,8,10:47:00,13.64,13.86,13.547,10:52:00,13.547,stop_hit,-0.093,3665,-340.67,0.093,5.0
MSGM,2026-02-23,7,8,10:56:00,3.745,3.825,3.6608,10:58:00,3.6608,stop_hit,-0.0842,11880,-1000.0,0.0842,2.0
FIGG,2026-02-24,6,7,11:00:00,2.03,2.035,2.015,11:02:00,2.035,target_hit,0.005,24630,123.15,0.015,2.0
FIGG,2026-02-24,10,7,11:25:00,2.005,2.0599,2.005,11:35:00,2.0599,target_hit,0.0549,24937,1369.04,0.01,10.0
FIGG,2026-02-24,12,8,11:35:00,2.055,2.0599,2.0349,11:36:00,2.0599,target_hit,0.0049,24330,119.22,0.0201,1.0
HSPT,2026-02-24,5,8,10:37:00,11.9314,12.4999,11.7156,10:39:00,11.7156,stop_hit,-0.2158,4190,-904.04,0.2158,2.0
IONL,2026-02-25,11,7,11:47:00,16.1622,16.48,16.1018,11:58:00,16.2597,time_stop,0.0975,3093,301.57,0.0604,11.0
RDTL,2026-02-25,11,7,11:42:00,18.19,18.6192,18.1246,11:44:00,18.1246,stop_hit,-0.0654,2748,-179.79,0.0654,2.0
RGTX,2026-02-25,4,7,10:56:00,6.19,6.2999,6.1646,11:07:00,6.22,time_stop,0.03,8077,242.31,0.0255,11.0
CRMG,2026-02-26,13,8,11:39:00,7.13,7.34,7.1022,11:40:00,7.1022,stop_hit,-0.0278,7012,-194.93,0.0278,1.0
CRMG,2026-02-26,14,7,11:49:00,7.1,7.34,7.0723,11:58:00,7.13,session_end,0.03,7042,211.26,0.0277,9.0
CDIO,2026-02-27,9,7,09:04:00,6.42,7.91,6.394,09:15:00,6.41,time_stop,-0.01,7788,-77.88,0.026,11.0
CDIO,2026-02-27,13,7,09:31:00,6.31,6.49,6.2743,09:32:00,6.2743,stop_hit,-0.0357,7923,-283.05,0.0357,1.0
SLE,2026-02-27,14,7,11:38:00,4.15,4.2,4.0698,11:40:00,4.0698,stop_hit,-0.0802,6234,-499.97,0.0802,2.0
XYZG,2026-02-27,24,7,11:05:00,12.71,13.31,12.6683,11:06:00,12.6683,stop_hit,-0.0418,3933,-164.2,0.0418,1.0
CRCG,2026-03-04,12,8,08:38:00,3.57,3.78,3.5611,08:49:00,3.6,time_stop,0.03,14005,420.15,0.01,11.0
