date,duration_minutes,entry_price,entry_time_et,exit_price,exit_reason,exit_time_et,pnl,pnl_per_share,risk_per_share,score,shares,skipped_reason,stop,symbol,target,wave_id
2026-04-16,1.0,1.52,05:28:00,1.5162,stop_hit,05:29:00,-125.0,-0.0038,0.01,7,32894,duplicate_symbol,1.5162,KIDZ,0.0,290
2026-04-16,1.0,1.52,05:28:00,1.5162,stop_hit,05:29:00,-125.0,-0.0038,0.01,7,32894,duplicate_symbol,1.5162,KIDZ,0.0,363
2026-04-16,1.0,1.52,05:28:00,1.5162,stop_hit,05:29:00,-125.0,-0.0038,0.01,7,32894,duplicate_symbol,1.5162,KIDZ,0.0,438
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,78
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,149
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,221
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,294
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,367
2026-04-16,4.0,1.4712,06:35:00,1.4976,trailing_stop,06:39:00,895.93,0.0264,0.01,9,33985,duplicate_symbol,1.4663,KIDZ,0.0,442
2026-04-16,6.0,1.49,09:16:00,1.5131,trailing_stop,09:22:00,776.84,0.0232,0.0137,7,33557,duplicate_symbol,1.4763,KIDZ,0.0,163
2026-04-16,6.0,1.49,09:16:00,1.5131,trailing_stop,09:22:00,776.84,0.0232,0.0137,7,33557,duplicate_symbol,1.4763,KIDZ,0.0,235
2026-04-16,6.0,1.49,09:16:00,1.5131,trailing_stop,09:22:00,776.84,0.0232,0.0137,7,33557,duplicate_symbol,1.4763,KIDZ,0.0,308
2026-04-16,6.0,1.49,09:16:00,1.5131,trailing_stop,09:22:00,776.84,0.0232,0.0137,7,33557,duplicate_symbol,1.4763,KIDZ,0.0,381
2026-04-16,6.0,1.49,09:16:00,1.5131,trailing_stop,09:22:00,776.84,0.0232,0.0137,7,33557,duplicate_symbol,1.4763,KIDZ,0.0,456
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,93
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,164
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,236
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,309
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,382
2026-04-16,12.0,1.5181,09:31:00,1.5693,trailing_stop,09:43:00,1652.09,0.0512,0.0318,7,32914,duplicate_symbol,1.4863,KIDZ,0.0,457
2026-04-16,14.0,1.69,17:48:00,1.6802,stop_hit,18:02:00,-290.26,-0.0098,0.01,8,29585,duplicate_symbol,1.6802,KIDZ,0.0,501
2026-04-16,25.0,5.33,19:28:00,5.2469,stop_hit,19:53:00,-779.95,-0.0831,0.0831,8,9380,duplicate_symbol,5.2469,WNW,0.0,51
2026-04-21,1.0,1.57,09:43:00,1.5561,stop_hit,09:44:00,-442.67,-0.0139,0.0139,7,31847,duplicate_symbol,1.5561,KIDZ,0.0,16
2026-04-21,4.0,5.07,13:11:00,5.1337,trailing_stop,13:15:00,628.02,0.0637,0.0326,7,9861,duplicate_symbol,5.0374,SPRC,0.0,14
2026-04-21,6.0,16.79,13:25:00,16.7131,stop_hit,13:31:00,-228.89,-0.0769,0.0769,7,2977,duplicate_symbol,16.7131,UNHG,0.0,38
2026-04-24,2.0,4.08,14:08:00,4.0449,stop_hit,14:10:00,-430.57,-0.0351,0.0351,7,12254,duplicate_symbol,4.0449,ARTL,0.0,44
2026-04-24,75.0,4.05,14:27:00,4.0199,stop_hit,15:42:00,-371.28,-0.0301,0.0301,8,12345,duplicate_symbol,4.0199,ARTL,0.0,46
2026-04-24,16.0,7.08,14:27:00,7.1262,trailing_stop,14:43:00,326.18,0.0462,0.0476,10,7062,duplicate_symbol,7.0324,MIGI,0.0,40
2026-04-28,17.0,14.25,18:08:00,14.1446,stop_hit,18:25:00,-369.92,-0.1054,0.1054,7,3508,duplicate_symbol,14.1446,EDSA,0.0,63
2026-04-29,40.0,4.22,04:45:00,4.2547,trailing_stop,05:25:00,411.57,0.0347,0.0205,9,11848,duplicate_symbol,4.1995,CRWG,0.0,4
2026-04-29,2.0,5.88,05:54:00,5.8653,stop_hit,05:56:00,-124.99,-0.0147,0.0147,7,8503,duplicate_symbol,5.8653,SKYQ,0.0,14
2026-04-29,1.0,5.82,06:13:00,5.9749,trailing_stop,06:14:00,1330.48,0.1549,0.0103,7,8591,duplicate_symbol,5.8097,SKYQ,0.0,17
2026-04-29,5.0,5.83,06:22:00,5.8741,trailing_stop,06:27:00,377.85,0.0441,0.0119,7,8576,duplicate_symbol,5.8181,SKYQ,0.0,18
2026-04-29,1.0,5.87,06:38:00,5.9294,trailing_stop,06:39:00,505.66,0.0594,0.0613,8,8517,duplicate_symbol,5.8087,SKYQ,0.0,20
2026-04-29,1.0,6.31,17:25:00,6.3471,trailing_stop,17:26:00,294.14,0.0371,0.0257,9,7923,duplicate_symbol,6.2843,SKYQ,0.0,56
2026-04-29,35.0,6.48,19:08:00,6.374,stop_hit,19:43:00,-817.7,-0.106,0.106,7,7716,duplicate_symbol,6.374,SKYQ,0.0,69
2026-04-30,9.0,5.93,04:58:00,6.0577,trailing_stop,05:07:00,1076.22,0.1277,0.0647,8,8431,duplicate_symbol,5.8653,HCAI,0.0,45
2026-04-30,2.0,6.5,06:25:00,7.0973,trailing_stop,06:27:00,1334.86,0.5973,0.3255,8,6144,duplicate_symbol,6.1745,HCAI,0.0,51
2026-04-30,2.0,16.3897,08:28:00,16.2692,stop_hit,08:30:00,-367.45,-0.1205,0.1205,7,3050,duplicate_symbol,16.2692,LLYX,0.0,62
2026-04-30,24.0,16.45,08:33:00,16.2892,stop_hit,08:57:00,-488.75,-0.1608,0.1608,10,3039,duplicate_symbol,16.2892,LLYX,0.0,63
2026-04-30,2.0,16.36,08:43:00,16.4236,trailing_stop,08:45:00,194.4,0.0636,0.0908,9,3056,duplicate_symbol,16.2692,LLYX,0.0,21
2026-04-30,2.0,16.36,08:43:00,16.4236,trailing_stop,08:45:00,194.4,0.0636,0.0908,9,3056,duplicate_symbol,16.2692,LLYX,0.0,65
2026-04-30,5.0,16.38,08:52:00,16.2925,stop_hit,08:57:00,-267.15,-0.0875,0.0875,9,3052,duplicate_symbol,16.2925,LLYX,0.0,23
2026-04-30,5.0,16.38,08:52:00,16.2925,stop_hit,08:57:00,-267.15,-0.0875,0.0875,9,3052,duplicate_symbol,16.2925,LLYX,0.0,67
2026-05-01,56.0,2.0399,15:58:00,2.0199,stop_hit,16:54:00,-489.3,-0.02,0.02,7,24511,duplicate_symbol,2.0199,BMNU,0.0,23
2026-05-01,2.0,3.28,16:41:00,3.3059,trailing_stop,16:43:00,395.17,0.0259,0.0281,9,15243,duplicate_symbol,3.2519,LABT,0.0,63
2026-05-04,3.0,3.17,13:58:00,3.1861,trailing_stop,14:01:00,253.34,0.0161,0.0279,10,15772,duplicate_symbol,3.1421,FATN,0.0,49
