Scanner Results — 2026-03-10
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
KIDZ     +4734.1%    3.06    0.43M       A    09:00      260.0      09:00     rescan
ELAB      +550.1%    4.65     2.1M       A    09:00      612.0      09:00     rescan
SMU       +217.9%   19.17      N/A       X    07:00   42,706.0      04:05  premarket
CRMX      +210.5%   17.70     0.6M       A    07:00    2,672.0      04:56  premarket
ARTL      +199.2%    3.50    2.12M       A    09:00      316.0      09:00     rescan
LABX      +196.8%   19.47      N/A       X    07:00      300.0      04:02  premarket
INKT       +71.3%   17.90    1.68M       A    07:00 4,446,474.0      05:35  premarket
VTAK       +62.8%    2.23    1.28M       A    08:30 20,624,502.0      08:30     rescan
BYAH       +34.0%    2.01    0.54M       A    08:30  203,814.0      08:30     rescan
GITS       +20.1%    2.72    2.46M       A    10:30   19,627.0      10:30     rescan
OBAI       +18.3%    2.13    3.17M       A    08:00   45,004.0      08:00     rescan
LITP       +17.7%   14.97      N/A       X    08:00    6,680.0      08:00     rescan
PIII       +16.5%    3.36     1.4M       A    10:00   76,664.0      10:00     rescan
ULBI       +15.5%    6.15    9.91M       B    09:30    9,664.0      09:30     rescan
ATPC       +15.3%    2.33    0.43M       A    09:00    2,368.0      09:00     rescan
FLNA       +14.6%    2.43      N/A       X    10:00  472,840.0      10:00     rescan
PLSM       +14.0%    4.57    2.06M       A    09:30    1,091.0      09:30     rescan
FGRU       +13.8%   17.46      N/A       X    09:30    9,685.0      09:30     rescan
HIYY       +13.3%   17.68    0.06M       A    09:30    1,705.0      09:30     rescan
NIOG       +13.0%   16.43      N/A       X    07:00    9,811.0      04:26  premarket
LCDL       +12.8%    3.11    0.27M       A    10:00   81,678.0      10:00     rescan
FGI        +12.8%    3.85    0.52M       A    10:00    1,009.0      10:00     rescan
BAFN       +12.6%    6.43     3.5M       A    10:00    2,510.0      10:00     rescan
UECG       +11.8%   10.15    0.01M       A    10:00    5,911.0      10:00     rescan
AIFU       +11.7%    2.01    0.54M       A    10:00    1,047.0      10:00     rescan
BOLT       +11.7%    4.60    1.51M       A    08:30      100.0      08:30     rescan
MSLE       +11.6%   13.00    1.06M       A    08:00   12,330.0      08:00     rescan
TENX       +10.8%   12.21    6.21M       B    08:00      105.0      08:00     rescan
LVLU       +10.5%   14.69    1.17M       A    09:30      745.0      09:30     rescan
LIVE       +10.2%   12.95    1.11M       A    09:30      505.0      09:30     rescan
LSE         +9.8%    5.30    1.52M       A    08:00      487.0      08:00     rescan
OCC         +9.5%    6.69    5.73M       B    08:30    3,907.0      08:30     rescan
XBP         +9.3%    5.65    3.54M       A    09:30    1,000.0      09:30     rescan
QVCGA       +9.3%    3.42    6.67M       B    10:00    7,980.0      10:00     rescan
EPSM        +9.1%    2.40    2.64M       A    10:00  104,897.0      10:00     rescan
RVPH        +9.0%    3.14     3.3M       A    07:00      251.0      05:19  premarket
GURE        +9.0%    4.96    1.01M       A    10:30      558.0      10:30     rescan
NUCL        +8.9%    5.87      N/A       X    10:00   59,520.0      10:00     rescan
BTFL        +8.8%   12.05    0.03M       A    10:00    1,572.0      10:00     rescan
VOC         +8.7%    3.88      N/A       X    08:00      530.0      08:00     rescan
PLUR        +8.6%    3.66    4.53M       A    08:00      100.0      08:00     rescan
RCS         +8.6%    6.09      N/A       X    08:00      300.0      08:00     rescan
CING        +8.5%    7.43     5.6M       B    10:00   67,974.0      10:00     rescan
COHN        +8.4%   18.75    0.99M       A    09:30      794.0      09:30     rescan
HIMZ        +8.4%    2.20     6.0M       B    07:00 2,802,204.0      04:00  premarket
TMDE        +8.4%    2.33    3.56M       A    08:30  290,889.0      08:30     rescan
GEMG        +8.3%    2.74    0.06M       A    10:00    2,916.0      10:00     rescan
NXTT        +8.3%    3.38    1.37M       A    07:00    1,492.0      04:01  premarket
LONA        +8.3%    6.68    2.68M       A    10:30    4,560.0      10:30     rescan
UUUG        +8.2%   13.78    0.71M       A    10:00   74,225.0      10:00     rescan
WCT         +8.1%    4.41    0.99M       A    08:00      124.0      08:00     rescan
TXXD        +7.9%    6.60      N/A       X    07:00    1,101.0      04:37  premarket
VOYX        +7.7%   13.22      N/A       X    10:30    3,855.0      10:30     rescan
HMYY        +7.7%    9.50      N/A       X    08:00      108.0      08:00     rescan
CLIK        +7.5%    3.85    0.28M       A    09:30    1,463.0      09:30     rescan
ONDU        +7.4%   11.33    0.24M       A    10:30   21,001.0      10:30     rescan
SMJF        +7.4%    3.18    8.18M       B    10:30    8,451.0      10:30     rescan
ANTA        +7.3%    8.22    2.48M       A    08:00      403.0      08:00     rescan
GOVX        +7.3%    2.06    1.19M       A    08:00      735.0      08:00     rescan
TDOC        +7.2%    5.68      N/A       X    07:00  116,654.0      04:00  premarket
GCDT        +7.1%    2.40    3.04M       A    10:00    4,837.0      10:00     rescan
ROLR        +7.1%    4.81     3.6M       A    10:30   25,587.0      10:30     rescan
RFIL        +7.1%   11.22    8.56M       B    10:30   22,809.0      10:30     rescan
PONX        +7.0%   14.90      N/A       X    10:30    1,307.0      10:30     rescan
