Scanner Results — 2025-11-20
============================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol
──────── ─────── ─────── ──────── ─────── ──────── ──────────
PBM        +94.8%    3.35    0.29M       A    07:00 5,249,304.0
SLMT       +83.3%    3.85    1.51M       A    07:00   92,299.0
OLOX       +58.9%    6.07     5.5M       B    07:00  399,628.0
BEX        +55.2%   19.25      N/A       X    07:00    2,758.0
SMU        +50.1%    6.08      N/A       X    07:00  193,086.0
SMUP       +49.5%    3.20      N/A       X    07:00   28,632.0
NBIG       +46.0%   10.47    0.85M       A    07:00   13,422.0
NBIL       +46.0%   14.61      N/A       X    07:00   28,087.0
CWVX       +37.6%    6.33      N/A       X    07:00  366,958.0
QUBX       +37.4%    6.80      N/A       X    07:00   82,422.0
CRWG       +37.3%    4.16     5.2M       B    07:00  786,310.0
CRWU       +36.6%    7.69      N/A       X    07:00   67,620.0
BMNU       +36.5%    7.33      N/A       X    07:00  550,597.0
BMNG       +36.2%    4.78    1.98M       A    07:00   45,167.0
PXIU       +33.7%    4.48      N/A       X    07:00      527.0
MPL        +32.3%   11.10    0.81M       A    07:00    1,268.0
MPG        +31.4%   11.64    0.28M       A    07:00      100.0
AMDL       +28.7%   19.07      N/A       X    07:00  307,402.0
IREX       +28.6%   19.80      N/A       X    07:00   11,691.0
SMCL       +27.1%    7.04      N/A       X    07:00   49,013.0
SMCX       +26.8%   18.49    6.39M       B    07:00   67,685.0
MRAL       +26.3%    8.01    2.96M       A    07:00   22,610.0
CRDU       +25.9%   17.96      N/A       X    07:00      939.0
GLXU       +25.8%   17.79      N/A       X    07:00      709.0
ADTX       +24.7%    3.58    0.06M       A    07:00    3,429.0
ARCX       +24.7%    7.92      N/A       X    07:00    7,933.0
GLGG       +24.4%   14.35    0.06M       A    07:00    2,101.0
BAIG       +23.8%   13.18    0.84M       A    07:00    5,897.0
ARTV       +22.4%    3.88    4.06M       A    07:00      197.0
TPST       +20.9%    4.45    2.84M       A    07:00    4,148.0
LABX       +20.7%   14.44      N/A       X    07:00   10,959.0
OSCX       +19.3%   10.01    0.06M       A    07:00      991.0
MST        +18.7%    2.60    0.67M       A    07:00    1,775.0
COZX       +18.6%   13.28      N/A       X    07:14      300.0
QSU        +18.6%   10.71    2.59M       A    07:00      673.0
FIGG       +18.2%    4.55    2.26M       A    07:00   15,070.0
RIOX       +17.6%   14.80    1.08M       A    07:00   14,280.0
HIMZ       +17.4%    7.96     6.0M       B    07:00   82,632.0
PONX       +17.4%   15.39      N/A       X    07:00      138.0
MSTP       +17.2%    4.64    0.04M       A    07:00    1,724.0
AIXC       +17.1%    3.08    5.07M       B    07:00   14,166.0
NVDX       +16.3%   19.98      N/A       X    07:00  256,976.0
RDGT       +16.1%    4.84    5.14M       B    07:01      330.0
LCDL       +15.9%    4.91    0.27M       A    07:00    6,571.0
VOR        +15.6%    7.93    4.89M       A    07:00    1,282.0
MEME       +15.2%    6.66    0.07M       A    07:00   22,912.0
CETX       +15.1%    3.27    0.75M       A    07:00    3,598.0
ARMG       +15.1%   10.35      N/A       X    07:00    1,402.0
UPSX       +14.9%    7.92      N/A       X    07:00   16,211.0
VVOS       +14.6%    2.43    3.19M       A    07:00      237.0
VRCA       +14.4%    4.60    3.32M       A    07:12    1,000.0
NVNI       +14.1%    3.24    7.03M       B    07:00      240.0
CWD        +13.1%    2.33    5.51M       B    07:00      100.0
AMDY       +13.1%    8.72      N/A       X    07:00   11,120.0
SPCB       +13.1%    9.13    4.44M       A    07:00      985.0
SLON       +12.9%   19.99    1.54M       A    07:00    1,508.0
ENVB       +12.8%    6.60     0.5M       A    07:00      204.0
INFQ       +12.6%   14.90      N/A       X    07:00   17,044.0
ETU        +12.4%   15.90      N/A       X    07:00      100.0
XCUR       +12.4%    4.70    3.38M       A    07:00      396.0
SNSE       +11.9%    9.85     0.7M       A    07:04      381.0
SOLT       +11.6%    8.95     0.4M       A    07:00  374,799.0
VVPR       +11.5%    2.32    9.86M       B    07:00      335.0
CRCG       +11.4%    2.24    4.32M       A    07:00  281,675.0
SVIX       +11.4%   18.56      N/A       X    07:00   50,467.0
XRPT       +11.2%    7.15      N/A       X    07:00   59,550.0
AQMS       +11.2%    7.28    2.66M       A    07:00      200.0
SPRC       +11.1%    2.61     0.4M       A    07:00      943.0
CCUP       +11.0%    3.74      N/A       X    07:00   50,178.0
CRCA       +10.9%    3.50      N/A       X    07:00  349,195.0
MARO       +10.8%   10.10      N/A       X    07:00      875.0
UXRP       +10.7%   13.25    9.27M       B    07:00    3,650.0
SMCY       +10.0%    9.97      N/A       X    07:00    5,299.0

Total candidates: 73
