Scanner Results — 2026-02-06
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
ADIL     +2581.0%    3.67    0.95M       A    09:30    3,580.0      09:30     rescan
RLYB      +708.4%    4.70     2.7M       A    10:00   10,115.0      10:00     rescan
PRFX      +432.8%    3.22    0.38M       A    09:00      187.0      09:00     rescan
WHLR       +44.8%    3.17    0.19M       A    07:00 4,175,931.0      04:00  premarket
XRPK       +41.2%    9.93      N/A       X    10:00      119.0      10:00     rescan
SMX        +29.1%   10.78    0.03M       A    10:00 1,414,662.0      10:00     rescan
UXRP       +27.7%    4.15    9.27M       B    07:00   41,066.0      04:00  premarket
XRPT       +27.7%    2.26      N/A       X    07:00 1,179,107.0      04:00  premarket
GEMG       +23.9%    2.20    0.06M       A    10:00    4,294.0      10:00     rescan
GLXU       +21.4%    6.02      N/A       X    07:00    2,125.0      04:00  premarket
BATL       +21.2%    2.91    7.23M       B    07:00 12,746,104.0      04:00  premarket
HUTG       +20.1%    8.53      N/A       X    07:01      235.0      07:01  premarket
FLYE       +19.5%    5.15    1.46M       A    08:00      519.0      08:00     rescan
TOXR       +19.2%   13.79      N/A       X    09:30    1,854.0      09:30     rescan
RYM        +18.6%   18.20    1.28M       A    10:00    1,009.0      10:00     rescan
MSTK       +18.5%    7.81      N/A       X    10:30      100.0      10:30     rescan
UONE       +18.0%   15.89    1.81M       A    08:00      433.0      08:00     rescan
SOLX       +17.7%   10.37      N/A       X    08:30    1,330.0      08:30     rescan
RBLU       +17.1%   17.48      N/A       X    07:00    9,044.0      04:00  premarket
RCAX       +16.3%   15.27    0.05M       A    08:30      185.0      08:30     rescan
XRPR       +15.2%   11.20      N/A       X    07:07      100.0      07:07  premarket
XRPC       +14.8%   14.50      N/A       X    07:00    2,381.0      05:14  premarket
XRPM       +14.6%   15.51      N/A       X    08:30      327.0      08:30     rescan
LMBO       +14.5%   17.15      N/A       X    08:00    1,108.0      08:00     rescan
XRPI       +14.4%    7.78      N/A       X    07:00   21,588.0      04:00  premarket
XRP        +14.3%   15.22      N/A       X    07:00   62,663.0      04:00  premarket
XRPZ       +14.0%   14.76      N/A       X    07:00   17,500.0      04:00  premarket
HODU       +13.7%    9.96    0.12M       A    07:00    2,745.0      06:52  premarket
CRMX       +13.5%   10.58     0.6M       A    07:00   25,507.0      04:02  premarket
ONDU       +13.5%   10.08    0.24M       A    07:00    4,876.0      04:24  premarket
QTI        +13.4%    5.63     8.4M       B    08:30      415.0      08:30     rescan
MAXN       +13.4%    3.90    6.81M       B    07:00  352,322.0      04:00  premarket
NVOX       +13.1%   16.63      N/A       X    07:00   63,384.0      04:00  premarket
QXAS       +12.8%    8.00      N/A       X    09:00      120.0      09:00     rescan
CRPT       +12.8%   12.31      N/A       X    09:30    5,241.0      09:30     rescan
SCOR       +12.8%    8.30    1.07M       A    10:30    1,879.0      10:30     rescan
MRAL       +12.7%    2.57    2.96M       A    07:00   62,539.0      04:05  premarket
CONX       +12.7%    7.74    0.11M       A    07:00    1,022.0      06:56  premarket
MST        +12.6%    2.86    0.67M       A    07:00    5,767.0      04:31  premarket
IBG        +12.4%    4.63     0.2M       A    07:00    2,318.0      07:00  premarket
PAVM       +12.0%   11.85     0.7M       A    08:00  135,059.0      08:00     rescan
COIA       +12.0%    5.03     0.3M       A    07:00    7,109.0      04:01  premarket
AIRS       +11.7%    2.15    6.37M       B    10:00  209,834.0      10:00     rescan
HBR        +11.5%   11.74      N/A       X    07:00      369.0      04:06  premarket
BEGS       +11.5%   19.24      N/A       X    10:00      362.0      10:00     rescan
SKLZ       +11.5%    3.49    9.28M       B    10:00    9,901.0      10:00     rescan
SBTU       +11.5%    3.50      N/A       X    07:07      400.0      07:07  premarket
TXXD       +11.4%    7.14      N/A       X    07:00      525.0      05:52  premarket
GLGG       +11.2%    4.81    0.06M       A    07:00      550.0      05:03  premarket
TXXS       +11.1%    5.80      N/A       X    09:00      100.0      09:00     rescan
CRDU       +11.0%    7.18      N/A       X    07:00   46,178.0      04:12  premarket
IONL       +10.9%   15.24    0.38M       A    07:00  153,737.0      04:06  premarket
TOYO       +10.9%    9.86    9.07M       B    10:00   31,380.0      10:00     rescan
MSOO       +10.9%    5.96      N/A       X    09:30    1,402.0      09:30     rescan
RDWU       +10.9%   12.20    0.05M       A    07:00   13,521.0      04:12  premarket
ATHR       +10.8%    5.72     4.0M       A    10:00      834.0      10:00     rescan
COZX       +10.8%   10.46      N/A       X    09:30      570.0      09:30     rescan
ISBG       +10.8%   19.96      N/A       X    10:00    3,118.0      10:00     rescan
LUNL       +10.7%   10.90    0.17M       A    07:00    1,888.0      04:02  premarket
HIND       +10.7%    2.54     1.5M       A    10:00  102,116.0      10:00     rescan
IONX       +10.6%    9.93    1.31M       A    07:00 1,132,995.0      04:00  premarket
OPEG       +10.5%    6.54      N/A       X    10:00    1,055.0      10:00     rescan
LABX       +10.4%   11.70      N/A       X    07:00   23,995.0      04:33  premarket
