Scanner Results — 2025-10-22
============================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol
──────── ─────── ─────── ──────── ─────── ──────── ──────────
BDSX       +34.2%    8.05     3.7M       A    07:00 2,065,241.0
QSU        +30.7%   17.99    2.59M       A    07:00      300.0
VELO       +26.5%    7.00     3.9M       A    07:00    2,322.0
ACCL       +25.0%    2.70    2.93M       A    07:00    4,522.0
STI        +24.5%   13.28    2.19M       A    07:00    1,183.0
FLWS       +24.1%    5.45    8.83M       B    07:00   44,650.0
SMUP       +23.3%   10.70      N/A       X    07:00   25,099.0
AGMH       +22.0%    4.93    1.85M       A    07:00    1,854.0
XAIR       +21.5%    2.43    9.41M       B    07:00      824.0
JFB        +19.9%   14.46    1.49M       A    07:00      774.0
AGH        +18.5%    6.72     4.6M       A    07:00      800.0
VCIG       +17.1%    2.74    0.11M       A    07:00    5,085.0
ARTL       +16.6%    3.94    2.12M       A    07:00      100.0
RYOJ       +16.1%    7.08    1.99M       A    07:00   35,923.0
QUBX       +16.0%   13.83      N/A       X    07:00  155,282.0
AIFF       +15.8%    2.35    6.28M       B    07:00      800.0
AIXC       +15.5%    3.87    5.07M       B    07:00    1,133.0
SLE        +15.4%    3.00    0.06M       A    07:00    1,171.0
SLMT       +15.0%    9.60    1.51M       A    07:00      187.0
DUO        +14.4%    2.62    4.01M       A    07:00   10,543.0
REBN       +14.2%    2.50    2.71M       A    07:00      600.0
TLYS       +14.1%    2.02    9.29M       B    07:15      500.0
NDRA       +14.0%    6.01     1.1M       A    07:00      707.0
BGMS       +14.0%    2.85    1.91M       A    07:00    3,560.0
BIAF       +13.9%    2.87    4.35M       A    07:00    3,024.0
LVLU       +13.6%    4.94    1.17M       A    07:00      100.0
NVNI       +13.5%    3.94    7.03M       B    07:00    2,676.0
CVNX       +13.4%   20.00      N/A       X    07:02      100.0
LCDL       +13.3%   12.64    0.27M       A    07:00      479.0
ALOY       +13.1%    9.49    3.14M       A    07:13      221.0
ARAI       +12.9%    5.60    6.23M       B    07:00      989.0
NXTS       +12.8%    4.32    1.12M       A    07:00      200.0
MSTP       +12.7%   12.01    0.04M       A    07:00    1,356.0
SHFS       +12.5%    3.25    1.32M       A    07:00      136.0
QTTB       +12.4%    2.98    4.98M       A    07:00    2,498.0
MSOX       +12.4%    6.99      N/A       X    07:00    6,309.0
KITT       +12.4%    3.00    5.36M       B    07:00    5,351.0
NEUP       +11.9%    4.81    4.17M       A    07:00    7,660.0
MGRX       +11.8%    2.65    9.14M       B    07:00    2,526.0
SUGP       +11.8%    8.94    4.02M       A    07:00      500.0
TRAW       +11.6%    2.99    3.95M       A    07:00      128.0
MEME       +11.6%    9.94    0.07M       A    07:00   60,551.0
BNZI       +11.3%    2.75    2.34M       A    07:00      100.0
RNAZ       +10.8%   13.77    0.83M       A    07:00      359.0
FIEE       +10.6%    2.60    0.39M       A    07:00    1,940.0
ENSC       +10.5%    2.32    3.11M       A    07:00      382.0
FIGG       +10.1%   10.83    2.26M       A    07:00    1,052.0

Total candidates: 47
