Scanner Results — 2026-01-13
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
DJTU        +5.8%    4.52      N/A       X    08:30    7,641.0      08:30     rescan
BORR        +5.8%    4.42      N/A       X    09:30  293,835.0      09:30     rescan
BNAI        +5.8%    3.49     3.3M       A    08:00   20,863.0      08:00     rescan
KRRO        +5.7%    9.45    6.01M       B    09:30    1,183.0      09:30     rescan
NCEW        +5.7%    6.88    0.93M       A    10:00    2,526.0      10:00     rescan
FOXX        +5.7%    4.30     1.4M       A    10:00      365.0      10:00     rescan
CMTL        +5.6%    5.83      N/A       X    10:00  142,123.0      10:00     rescan
DRIO        +5.6%   12.32    5.27M       B    10:00      476.0      10:00     rescan
ANEL        +5.6%   15.06    0.27M       A    10:30   13,142.0      10:30     rescan
ANNA        +5.6%    2.45    9.39M       B    09:30      140.0      09:30     rescan
LIXT        +5.6%    3.59     5.7M       B    07:00      105.0      04:32  premarket
SONM        +5.5%    3.94    0.82M       A    09:00      583.0      09:00     rescan
KZR         +5.5%    6.48    6.43M       B    08:00      300.0      08:00     rescan
WKSP        +5.5%    2.29    7.17M       B    08:30    1,263.0      08:30     rescan
WAI         +5.5%    2.31    0.46M       A    08:00      282.0      08:00     rescan
SABS        +5.3%    3.94    7.92M       B    10:00  110,181.0      10:00     rescan
TBMC        +5.3%   13.00    2.14M       A    10:00      850.0      10:00     rescan
IREX        +5.3%   18.03      N/A       X    08:30   38,307.0      08:30     rescan
OESX        +5.3%   15.28    3.38M       A    08:30      100.0      08:30     rescan
TCRT        +5.3%    3.00    1.87M       A    09:00      100.0      09:00     rescan
STAI        +5.3%    3.00     1.0M       A    09:30    4,277.0      09:30     rescan
AFRU        +5.2%   16.04      N/A       X    09:00      355.0      09:00     rescan
GDHG        +5.2%    2.21    2.42M       A    10:00    1,300.0      10:00     rescan
WTIU        +5.2%   10.71      N/A       X    10:00    4,709.0      10:00     rescan
CRVO        +5.1%    7.98    5.49M       B    08:30    2,826.0      08:30     rescan
BUDA        +5.1%    9.50     4.0M       A    08:00      754.0      08:00     rescan
MSGM        +5.0%    3.70    2.51M       A    09:00      280.0      09:00     rescan
ELWT        +5.0%    5.65    3.92M       A    10:00    2,176.0      10:00     rescan
JYD         +5.0%    4.20    0.64M       A    07:00      200.0      05:46  premarket

Total candidates: 94
  Premarket (7:15 AM): 14
  Continuous rescan:   80
