Scanner Results — 2026-03-04
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
SPRC      +837.3%    4.50     0.4M       A    09:00      650.0      09:00     rescan
VCIG       +92.4%   15.45    0.11M       A    08:30 4,955,408.0      08:30     rescan
GEMG       +35.5%    2.07    0.06M       A    10:30   31,992.0      10:30     rescan
MSTP       +17.7%    2.01    0.04M       A    09:30   75,563.0      09:30     rescan
FGRU       +16.2%   14.12      N/A       X    07:00      305.0      04:14  premarket
GLGG       +13.8%    6.90    0.06M       A    09:30   20,354.0      09:30     rescan
MFI        +13.6%   13.70    0.53M       A    10:30    1,694.0      10:30     rescan
CLNK       +12.8%   18.00      N/A       X    07:09      110.0      07:09  premarket
BTFL       +12.7%   11.42    0.03M       A    09:30      134.0      09:30     rescan
CONX       +12.5%   11.09    0.11M       A    07:00      579.0      04:16  premarket
MLEC       +12.3%   10.40     0.7M       A    10:00   19,550.0      10:00     rescan
PLUL       +12.2%   13.70      N/A       X    09:30   12,278.0      09:30     rescan
COIG       +11.6%    8.96    0.16M       A    07:00   13,418.0      04:00  premarket
SLON       +11.6%    6.16    1.54M       A    07:00   53,253.0      06:25  premarket
ZSTK       +11.5%    7.27    2.32M       A    09:30    2,262.0      09:30     rescan
DSY        +11.4%    3.42     0.5M       A    10:00   15,559.0      10:00     rescan
SBTU       +11.3%    4.74      N/A       X    07:00      100.0      04:52  premarket
COIA       +11.3%    7.11     0.3M       A    07:07      800.0      07:07  premarket
CLRB       +11.2%    2.98    3.01M       A    09:30      493.0      09:30     rescan
GLXU       +11.1%    7.82      N/A       X    07:00    1,598.0      06:10  premarket
EDSA       +11.0%    4.83    4.86M       A    07:00  273,474.0      04:00  premarket
JL         +11.0%    3.86    1.24M       A    10:00   16,011.0      10:00     rescan
MRAL       +10.7%    3.84    2.96M       A    07:00  207,809.0      04:00  premarket
BMNU       +10.5%    2.10      N/A       X    07:00 4,690,133.0      04:00  premarket
EDBL       +10.2%    2.80    0.41M       A    08:00    9,873.0      08:00     rescan
AGIG       +10.2%    2.48    8.66M       B    08:00   77,167.0      08:00     rescan
CRE         +9.7%    2.82    1.03M       A    10:00   12,720.0      10:00     rescan
