Scanner Results — 2026-02-25
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
CCUP       +32.2%    3.12      N/A       X    07:00  651,961.0      04:03  premarket
CRCA       +31.2%    2.82      N/A       X    07:00 4,379,824.0      04:00  premarket
AXUP       +30.1%    9.28      N/A       X    07:00    2,985.0      05:27  premarket
NNEX       +17.5%   11.01      N/A       X    09:30    2,139.0      09:30     rescan
CDIO       +17.2%    3.88     1.7M       A    10:00 1,260,466.0      10:00     rescan
SOLX       +15.5%    9.88      N/A       X    10:00      374.0      10:00     rescan
ALBG       +15.4%   19.63      N/A       X    07:00    9,720.0      04:13  premarket
BESS       +14.5%    2.85     1.5M       A    10:30    6,354.0      10:30     rescan
SBDS       +13.7%    7.38    0.43M       A    10:30    4,476.0      10:30     rescan
CLIK       +13.1%    3.45    0.28M       A    10:00      333.0      10:00     rescan
IONL       +12.6%   15.95    0.38M       A    10:00  159,835.0      10:00     rescan
EDHL       +12.4%    2.84    0.54M       A    10:30   15,683.0      10:30     rescan
APPX       +12.3%   10.64    2.92M       A    10:00  815,625.0      10:00     rescan
TXXS       +12.2%    5.18      N/A       X    09:00      500.0      09:00     rescan
FGRU       +12.2%   17.75      N/A       X    10:00   10,187.0      10:00     rescan
EEIQ       +12.1%    3.25    0.84M       A    09:30   12,042.0      09:30     rescan
IONX       +11.8%   10.30    1.31M       A    10:00 1,305,731.0      10:00     rescan
BTFL       +11.7%   14.37    0.03M       A    08:00    1,900.0      08:00     rescan
MKDW       +11.5%    2.62    1.17M       A    10:00   23,327.0      10:00     rescan
JOBX       +11.1%    9.79      N/A       X    08:00   19,976.0      08:00     rescan
LIQT       +11.1%    2.00     7.7M       B    08:00      100.0      08:00     rescan
FCXG       +11.1%   20.00    0.03M       A    09:00      100.0      09:00     rescan
SOLT       +10.9%    2.45     0.4M       A    07:00  362,127.0      04:00  premarket
ANPA       +10.8%   13.86     0.7M       A    07:00   51,169.0      04:00  premarket
BTOG       +10.6%    2.81    0.97M       A    08:30    2,000.0      08:30     rescan
VAVX       +10.6%   19.11      N/A       X    08:30    6,514.0      08:30     rescan
SLON       +10.4%    5.41    1.54M       A    07:15      100.0      07:15  premarket
CVKD       +10.4%    8.60    1.61M       A    08:00    1,148.0      08:00     rescan
SHPU       +10.3%   15.50      N/A       X    10:00   46,725.0      10:00     rescan
CRCO       +10.3%   19.20      N/A       X    07:00      630.0      06:59  premarket
JLHL       +10.2%    5.85    1.45M       A    10:30   34,467.0      10:30     rescan
RAIN       +10.2%    2.78    2.82M       A    09:30    1,147.0      09:30     rescan
GRAG       +10.1%    9.98      N/A       X    10:00      319.0      10:00     rescan
DOGD       +10.0%   14.33      N/A       X    10:00   14,184.0      10:00     rescan
RGNT       +10.0%    4.40    2.37M       A    09:30      333.0      09:30     rescan
BCG        +10.0%    2.31    2.76M       A    10:30      230.0      10:30     rescan
RGTX        +9.9%    6.10    2.55M       A    10:00 1,189,974.0      10:00     rescan
RGTU        +9.9%    7.77      N/A       X    10:00   94,887.0      10:00     rescan
QUBX        +9.6%   12.54      N/A       X    10:00   60,228.0      10:00     rescan
AII         +9.5%   19.93    6.68M       B    09:30   17,150.0      09:30     rescan
PHOE        +9.4%   18.37     5.5M       B    10:30    2,802.0      10:30     rescan
NSRX        +9.3%    5.75    2.93M       A    09:30      100.0      09:30     rescan
LTCC        +9.2%   13.74      N/A       X    09:30    1,095.0      09:30     rescan
TXXD        +9.1%    7.25      N/A       X    08:30    1,000.0      08:30     rescan
NCI         +8.9%    6.45    3.46M       A    10:00  162,671.0      10:00     rescan
OBAI        +8.9%    2.45    3.17M       A    07:00  424,806.0      04:00  premarket
LFWD        +8.9%    5.46      N/A       X    10:00   13,063.0      10:00     rescan
DASX        +8.8%    9.97      N/A       X    10:00   11,728.0      10:00     rescan
TSOL        +8.7%    8.27    6.32M       B    10:00    3,862.0      10:00     rescan
AGPU        +8.6%    2.40    1.82M       A    08:30    9,466.0      08:30     rescan
ATRA        +8.5%    4.57    4.25M       A    10:30   27,795.0      10:30     rescan
QPUX        +8.4%    8.22      N/A       X    10:00   39,112.0      10:00     rescan
COIA        +8.3%    5.58     0.3M       A    07:00    9,939.0      06:25  premarket
TRNR        +8.3%    2.49    0.24M       A    08:00   30,311.0      08:00     rescan
TCRT        +8.3%    3.09    1.87M       A    08:00    3,683.0      08:00     rescan
NAMM        +8.3%    3.80    6.81M       B    09:30  157,129.0      09:30     rescan
GLXG        +8.2%    2.36    0.55M       A    10:30    3,404.0      10:30     rescan
RYOJ        +8.2%    2.81    1.99M       A    09:30      113.0      09:30     rescan
CRMX        +8.2%    9.40     0.6M       A    07:00   24,550.0      04:08  premarket
CRMU        +8.2%   12.40      N/A       X    08:00      500.0      08:00     rescan
RDTL        +8.2%   18.70    0.71M       A    10:00  252,243.0      10:00     rescan
PBM         +8.1%    2.41    0.29M       A    10:00   10,540.0      10:00     rescan
CLNK        +8.0%   16.20      N/A       X    09:30      171.0      09:30     rescan
LMBO        +8.0%   19.22      N/A       X    09:30      978.0      09:30     rescan
COIG        +8.0%    6.99    0.16M       A    07:00    5,318.0      06:10  premarket
TZOO        +8.0%    5.97    6.45M       B    07:00    4,906.0      04:00  premarket
TSUI        +7.9%   18.72     0.5M       A    10:00    1,091.0      10:00     rescan
ETHT        +7.9%   13.65      N/A       X    07:00   43,425.0      04:04  premarket
LUNL        +7.9%   16.05    0.17M       A    08:30    6,538.0      08:30     rescan
MOB         +7.8%    5.72    6.86M       B    10:30   69,143.0      10:30     rescan
CONX        +7.8%    8.58    0.11M       A    07:15      400.0      07:15  premarket
BNC         +7.8%    4.00     0.8M       A    08:00      916.0      08:00     rescan
PLTA        +7.7%   14.94     0.4M       A    10:30      723.0      10:30     rescan
BLSX        +7.7%    7.42      N/A       X    10:00    1,861.0      10:00     rescan
VWAV        +7.7%    8.40    5.22M       B    10:30   30,334.0      10:30     rescan
