Scanner Results — 2026-01-02
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
RVYL     +3478.0%    5.80    0.31M       A    09:00      253.0      09:00     rescan
CODX     +2930.8%    5.11    1.04M       A    09:30      807.0      09:30     rescan
PAVM     +2753.3%    6.30     0.7M       A    09:30      389.0      09:30     rescan
SNES       +24.8%    2.67     4.3M       A    07:00      363.0      05:37  premarket
CHSN       +20.9%    2.66    0.38M       A    08:00    1,563.0      08:00     rescan
SNSE       +19.9%   12.79     0.7M       A    07:00  170,677.0      04:00  premarket
TXXD       +19.5%   15.43      N/A       X    07:00    1,375.0      06:02  premarket
SMX        +19.2%   19.49    0.03M       A    10:30  676,738.0      10:30     rescan
PAVS       +17.4%    2.03    0.05M       A    08:30 1,069,778.0      08:30     rescan
BMHL       +17.1%    3.90    3.35M       A    10:00    1,099.0      10:00     rescan
TXXS       +16.9%   18.67      N/A       X    09:30      723.0      09:30     rescan
FEED       +16.3%    2.69    0.85M       A    08:30      175.0      08:30     rescan
STI        +15.7%    8.20    2.19M       A    10:00   24,072.0      10:00     rescan
EGG        +14.1%    5.99    8.26M       B    07:00      500.0      05:10  premarket
ULY        +13.0%    3.30    1.18M       A    08:30   33,334.0      08:30     rescan
KLAG       +12.9%   18.08      N/A       X    10:00    1,328.0      10:00     rescan
ALCY       +12.6%   16.00    1.04M       A    07:00   11,948.0      04:08  premarket
CETX       +12.0%    2.90    0.75M       A    07:00  141,274.0      04:00  premarket
XBP        +11.8%    7.61    3.54M       A    07:00    1,021.0      04:08  premarket
ENPX       +11.5%   16.74      N/A       X    10:00    2,826.0      10:00     rescan
TAOX       +11.1%    4.09    6.97M       B    09:30    5,042.0      09:30     rescan
GDOG       +10.9%   15.28      N/A       X    07:05      223.0      07:05  premarket
NPT        +10.9%    5.50    3.51M       A    10:00   16,568.0      10:00     rescan
AMBO       +10.9%    3.06    0.07M       A    10:30      100.0      10:30     rescan
DOJE       +10.6%   12.07      N/A       X    07:00    1,379.0      04:12  premarket
CIFG       +10.4%    9.90    0.24M       A    10:00    3,580.0      10:00     rescan
CVKD       +10.2%    7.47    1.61M       A    09:30   30,883.0      09:30     rescan
HBR        +10.1%   16.10      N/A       X    09:00      500.0      09:00     rescan
BNKK        +9.7%    2.83    2.88M       A    10:00   23,686.0      10:00     rescan
DBGI        +9.6%   13.90    6.33M       B    10:00   77,800.0      10:00     rescan
ACCS        +9.6%   10.19    2.03M       A    10:30    1,000.0      10:30     rescan
BEG         +9.5%   14.80    0.45M       A    07:00      345.0      06:45  premarket
MEME        +9.3%    6.78    0.07M       A    08:00    7,776.0      08:00     rescan
STAI        +9.3%    2.69     1.0M       A    10:00   35,217.0      10:00     rescan
UUU         +9.1%    5.63    1.57M       A    08:00      254.0      08:00     rescan
WATT        +9.0%    4.35     1.6M       A    09:30      565.0      09:30     rescan
COZX        +9.0%   10.61      N/A       X    10:00      603.0      10:00     rescan
NCEW        +9.0%    6.39    0.93M       A    10:30      100.0      10:30     rescan
TNMG        +8.8%    2.97    1.15M       A    08:30    1,470.0      08:30     rescan
NIOG        +8.7%   17.62      N/A       X    09:30    2,955.0      09:30     rescan
NNEX        +8.7%   10.30      N/A       X    07:00      685.0      05:34  premarket
LIVE        +8.6%   16.07    1.11M       A    10:00      587.0      10:00     rescan
GLGG        +8.5%    9.83    0.06M       A    10:00    7,023.0      10:00     rescan
MPG         +8.4%    7.27    0.28M       A    10:00    3,701.0      10:00     rescan
