Scanner Results — 2026-02-03
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
SXTC     +14958.0%    6.49    0.85M       A    09:00    1,064.0      09:00     rescan
EDBL      +930.2%    4.60    0.41M       A    09:00      220.0      09:00     rescan
HCHL      +102.0%    2.04    1.21M       A    10:00  607,384.0      10:00     rescan
FATN       +93.5%    3.56    6.23M       B    07:00 19,689,792.0      04:00  premarket
GXAI       +64.6%    2.32      N/A       X    10:30 32,770,947.0      10:30     rescan
NPT        +37.1%    7.82    3.51M       A    08:00 3,557,700.0      08:00     rescan
CYN        +21.0%    2.02    7.97M       B    07:00 4,151,101.0      04:03  premarket
FIEE       +18.6%    6.12    0.39M       A    07:00  808,084.0      04:00  premarket
ASBP       +18.3%    2.01    2.33M       A    08:00   39,112.0      08:00     rescan
MAXI       +16.6%   14.46     3.1M       A    09:00    1,200.0      09:00     rescan
ATCX       +16.0%    7.81      N/A       X    10:00   25,700.0      10:00     rescan
OPEG       +16.0%    7.30      N/A       X    10:30    1,887.0      10:30     rescan
CGTL       +15.1%    4.58    1.58M       A    10:00   75,729.0      10:00     rescan
INDP       +14.4%    2.30    1.43M       A    08:30    2,157.0      08:30     rescan
UUU        +14.3%    5.59    1.57M       A    07:00    1,150.0      07:00  premarket
FEED       +14.1%    2.76    0.85M       A    08:00   49,836.0      08:00     rescan
JYD        +13.8%    3.30    0.64M       A    08:30    1,449.0      08:30     rescan
RKTL       +13.1%   14.25    0.09M       A    08:30      200.0      08:30     rescan
VIVS       +12.8%    2.74    2.58M       A    10:30   71,162.0      10:30     rescan
PMN        +12.7%   15.83    1.27M       A    10:00   34,181.0      10:00     rescan
NAMM       +11.8%    4.36    6.81M       B    07:00  182,062.0      04:00  premarket
EVTV       +11.5%    2.33    2.95M       A    08:00  137,892.0      08:00     rescan
BIYA       +11.4%    4.48     0.1M       A    07:00      651.0      04:10  premarket
GCDT       +11.4%    4.49    3.04M       A    10:30    3,453.0      10:30     rescan
AGCC       +11.3%   10.80    4.83M       A    10:00    4,237.0      10:00     rescan
NUWE       +11.3%    4.28    0.88M       A    10:00   84,229.0      10:00     rescan
RDWU       +10.2%   19.26    0.05M       A    07:00    4,087.0      04:01  premarket
HTOO        +9.8%    3.58    0.58M       A    09:30      300.0      09:30     rescan
CRMX        +9.6%   15.87     0.6M       A    07:00    6,623.0      04:00  premarket
ASTI        +9.5%    6.80    2.96M       A    08:00   77,200.0      08:00     rescan
GRDX        +9.3%    3.42      N/A       X    08:00    2,036.0      08:00     rescan
PONX        +9.1%   17.16      N/A       X    08:30      120.0      08:30     rescan
LUD         +8.7%    6.97    2.69M       A    08:00      515.0      08:00     rescan
UUUG        +8.7%   17.74    0.71M       A    07:00    2,422.0      04:34  premarket
PLTG        +8.6%   19.32    0.58M       A    10:00  385,780.0      10:00     rescan
LACG        +8.6%   12.44      N/A       X    07:00      944.0      04:36  premarket
XCUR        +8.6%    4.56    3.38M       A    08:00      188.0      08:00     rescan
BENF        +8.6%    4.70    1.18M       A    09:00      500.0      09:00     rescan
RIOX        +8.5%   10.17    1.08M       A    10:30   71,867.0      10:30     rescan
ALBG        +8.3%   15.05      N/A       X    07:00    1,100.0      04:07  premarket
SATG        +8.0%   19.00    0.39M       A    07:00      380.0      04:17  premarket
CMND        +7.6%    2.40    0.12M       A    08:00    5,232.0      08:00     rescan
CLNN        +7.5%    4.34    6.13M       B    10:00   10,539.0      10:00     rescan
BLRK        +7.5%   10.70      N/A       X    07:00      100.0      04:05  premarket
MPG         +7.5%    9.31    0.28M       A    07:00    1,000.0      04:03  premarket
NOMA        +7.4%    4.00    3.96M       A    10:00      426.0      10:00     rescan
JOBX        +7.1%   11.62      N/A       X    07:00   17,345.0      04:01  premarket
MPL         +7.1%    8.62    0.81M       A    07:00    6,556.0      04:03  premarket
TXMD        +7.1%    2.42    9.56M       B    09:30    1,261.0      09:30     rescan
IBG         +7.1%    4.68     0.2M       A    10:00   32,071.0      10:00     rescan
