Scanner Results — 2026-01-15
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
CJMB      +126.8%    2.54    1.39M       A    09:00 16,555,670.0      09:00     rescan
SPHL       +91.1%    4.30    0.47M       A    07:00 5,016,154.0      07:00  premarket
BNKK       +25.9%    3.50    2.88M       A    08:00   42,012.0      08:00     rescan
CGTL       +22.4%    3.06    1.58M       A    08:00 1,639,092.0      08:00     rescan
RFIL       +21.5%    8.76    8.56M       B    07:00   87,184.0      04:00  premarket
NUWE       +21.1%    2.30    0.88M       A    10:00   62,102.0      10:00     rescan
GTERA      +18.8%   12.00      N/A       X    08:00    2,556.0      08:00     rescan
AGPU       +17.4%    8.05    1.82M       A    07:00  237,778.0      04:00  premarket
EVTV       +15.7%    3.58    2.95M       A    10:00 7,819,294.0      10:00     rescan
BNAI       +14.1%    6.62     3.3M       A    08:00  221,689.0      08:00     rescan
GLXU       +14.0%   18.46      N/A       X    09:30   37,783.0      09:30     rescan
GLGG       +13.9%   15.97    0.06M       A    09:30    9,882.0      09:30     rescan
AGH        +13.3%    4.44     4.6M       A    10:30   29,445.0      10:30     rescan
AHMA       +12.8%   17.48    2.02M       A    10:00  139,038.0      10:00     rescan
RILYZ      +11.1%   16.75    7.47M       B    09:30    5,819.0      09:30     rescan
SPPL       +10.7%    3.43    3.12M       A    08:00      350.0      08:00     rescan
LNZA       +10.4%   16.27     1.2M       A    10:00      981.0      10:00     rescan
AHT        +10.2%    4.73    5.99M       B    10:30   20,326.0      10:30     rescan
RAY        +10.1%    3.37    1.87M       A    09:00      308.0      09:00     rescan
CNSP       +10.0%    6.82    0.52M       A    09:30    4,285.0      09:30     rescan
ICPY       +10.0%   12.34    0.31M       A    09:30    1,025.0      09:30     rescan
BBGI        +9.7%    5.97    0.62M       A    08:00    1,000.0      08:00     rescan
MVO         +9.7%    2.15    7.61M       B    10:00  235,609.0      10:00     rescan
SNES        +9.7%    2.27     4.3M       A    08:30      240.0      08:30     rescan
LHAI        +9.4%    7.00     7.0M       B    08:00      428.0      08:00     rescan
HIND        +9.3%    3.30     1.5M       A    09:30      410.0      09:30     rescan
RBNE        +9.1%    4.09    2.68M       A    08:00   39,413.0      08:00     rescan
GNPX        +8.7%    3.12    0.67M       A    08:00   64,686.0      08:00     rescan
NIOG        +8.7%   14.00      N/A       X    08:00      200.0      08:00     rescan
ELWT        +8.6%    6.24    3.92M       A    10:30    5,373.0      10:30     rescan
GRRR        +8.6%   13.62      N/A       X    10:00  278,391.0      10:00     rescan
ATRA        +8.5%    4.85    4.25M       A    10:30  120,110.0      10:30     rescan
UUUG        +8.0%   18.92    0.71M       A    07:00    4,461.0      04:24  premarket
CHNR        +7.5%    4.30    0.52M       A    10:00    9,937.0      10:00     rescan
ANEL        +7.4%   15.61    0.27M       A    10:00   10,044.0      10:00     rescan
DBGI        +7.4%   16.85    6.33M       B    07:00      521.0      07:00  premarket
NVNI        +7.4%    3.06    7.03M       B    07:00      300.0      04:00  premarket
SYPR        +7.4%    3.23      N/A       X    09:00   13,303.0      09:00     rescan
CYCU        +7.3%    2.79    2.21M       A    09:00      972.0      09:00     rescan
SWVL        +7.2%    2.68    5.46M       B    10:00      940.0      10:00     rescan
CLRB        +7.1%    4.01    3.01M       A    09:00    1,541.0      09:00     rescan
CRWU        +7.0%    8.22      N/A       X    07:00   27,953.0      04:04  premarket
SPOG        +6.8%   10.72    0.03M       A    08:30    1,600.0      08:30     rescan
CRWG        +6.8%    4.43     5.2M       B    07:00  533,883.0      04:00  premarket
ATHR        +6.7%    6.24     4.0M       A    08:30      100.0      08:30     rescan
SONM        +6.7%    4.00    0.82M       A    08:30      200.0      08:30     rescan
DWTX        +6.5%    3.09    1.35M       A    08:30    3,666.0      08:30     rescan
NXTC        +6.5%   13.80    1.53M       A    10:00    7,119.0      10:00     rescan
