Scanner Results — 2025-12-17
============================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol
──────── ─────── ─────── ──────── ─────── ──────── ──────────
TRAW       +62.9%    2.28    3.95M       A    07:00 1,416,243.0
ELAB       +45.5%    3.36     2.1M       A    07:00      138.0
BEX        +39.4%   10.47      N/A       X    07:00   13,162.0
AEHL       +29.1%    2.31    1.12M       A    07:00      770.0
GLXG       +28.5%    2.66    0.55M       A    07:00    3,181.0
ASTI       +25.9%    3.98    2.96M       A    07:00    1,426.0
IREX       +24.2%   10.32      N/A       X    07:00   17,254.0
OPEX       +22.1%   19.15      N/A       X    07:00    4,872.0
QPUX       +20.8%   19.50      N/A       X    07:00      950.0
NBIL       +20.4%    9.07      N/A       X    07:00   11,443.0
CRWG       +19.9%    2.96     5.2M       B    07:00  295,911.0
CRWU       +19.7%    5.49      N/A       X    07:00   46,684.0
VSTL       +19.7%   14.92      N/A       X    07:01      300.0
NBIG       +19.7%    6.45    0.85M       A    07:00    4,020.0
BAIG       +19.5%   11.40    0.84M       A    07:00    4,846.0
SMU        +19.3%   15.74      N/A       X    07:00   59,183.0
ZSTK       +19.1%    9.54    2.32M       A    07:00      254.0
PXIU       +18.6%    2.10      N/A       X    07:00    1,800.0
CRDU       +17.6%   15.58      N/A       X    07:00    4,869.0
RGTX       +17.2%   15.50    2.55M       A    07:00   70,522.0
GLGG       +17.1%   11.20    0.06M       A    07:08    1,000.0
QCLS       +16.6%    5.19    1.65M       A    07:00    4,366.0
RGTU       +16.5%   18.72      N/A       X    07:00    8,886.0
MRAL       +16.4%    6.61    2.96M       A    07:00   17,919.0
AMCI       +15.8%   11.85    1.17M       A    07:00  222,510.0
JLHL       +15.7%    3.61    1.45M       A    07:00   14,102.0
BMNG       +15.5%    4.39    1.98M       A    07:00   75,649.0
VOYX       +15.4%   13.07      N/A       X    07:00      587.0
ARMU       +15.1%   17.80      N/A       X    07:01      151.0
SMCX       +14.9%   14.45    6.39M       B    07:00   25,080.0
BMNU       +14.8%    6.58      N/A       X    07:00 1,298,089.0
ORCU       +14.8%   17.96      N/A       X    07:00    3,580.0
ORCX       +14.7%   16.73      N/A       X    07:00   83,253.0
SMCL       +14.6%    5.48      N/A       X    07:00    6,323.0
LABX       +14.3%   12.70      N/A       X    07:00   16,359.0
CSEX       +14.3%   17.51      N/A       X    07:00    1,128.0
CMCT       +14.0%    3.50    0.74M       A    07:00      340.0
AMDL       +13.9%   15.28      N/A       X    07:00  276,895.0
ARMG       +13.9%    7.52      N/A       X    07:00    4,681.0
CETX       +13.8%    2.48    0.75M       A    07:00    4,182.0
MBRX       +13.3%    4.69    2.02M       A    07:00      100.0
HIMZ       +12.8%    7.86     6.0M       B    07:00   31,935.0
VOR        +12.6%   16.05    4.89M       A    07:00   25,599.0
GLXU       +12.4%   13.41      N/A       X    07:00      228.0
QSU        +12.0%    8.01    2.59M       A    07:00   52,907.0
NCEL       +12.0%    2.99    2.06M       A    07:08      200.0
JZXN       +11.9%    2.63    1.32M       A    07:00      822.0
STEM       +11.8%   17.80    8.04M       B    07:00      678.0
RIOX       +11.2%   13.42    1.08M       A    07:00      579.0
CRCG       +11.1%    2.90    4.32M       A    07:00  233,539.0
CRCA       +11.0%    4.55      N/A       X    07:00  428,292.0
HYFM       +10.9%    2.45     3.5M       A    07:13      465.0
NVNI       +10.8%    3.19    7.03M       B    07:00    1,960.0
CCUP       +10.7%    4.87      N/A       X    07:00    7,123.0
TSLG       +10.7%   11.94      N/A       X    07:00  110,319.0
DFSC       +10.3%    2.89    1.24M       A    07:01    3,578.0
BTF        +10.1%    5.57      N/A       X    07:00    6,418.0

Total candidates: 57
