Scanner Results — 2025-10-16
============================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol
──────── ─────── ─────── ──────── ─────── ──────── ──────────
RPGL      +125.4%    4.08    0.01M       A    07:00   18,684.0
LGCB       +69.0%    3.33     1.7M       A    07:00 31,312,678.0
SOAR       +46.0%    3.97    6.95M       B    07:00 5,311,540.0
BGMS       +33.9%    5.10    1.91M       A    07:00    1,072.0
GWAV       +32.5%   11.77     0.8M       A    07:00      351.0
SLGB       +30.1%    4.58    0.98M       A    07:00  117,248.0
ALOY       +29.9%   13.89    3.14M       A    07:00      125.0
EGG        +29.0%    5.07    8.26M       B    07:13      600.0
FIGG       +28.0%   15.30    2.26M       A    07:00    1,082.0
AUUD       +27.1%    2.63     3.1M       A    07:00 21,019,611.0
ARBB       +23.3%    8.09    1.14M       A    07:00    2,277.0
SLMT       +23.3%   14.82    1.51M       A    07:00    1,290.0
JDZG       +22.5%    2.23    2.81M       A    07:00    7,238.0
TAOX       +21.4%    9.40    6.97M       B    07:00    2,084.0
COOT       +21.4%    2.67    6.39M       B    07:00  449,151.0
VELO       +20.4%    6.97     3.9M       A    07:00    5,910.0
CHAI       +20.1%    5.31      N/A       A    07:00      930.0
MSOX       +18.7%    9.65      N/A       X    07:00    3,695.0
AMCI       +18.6%   13.64    1.17M       A    07:00      116.0
CDT        +17.7%    4.32    1.35M       A    07:00    1,907.0
MCRP       +16.9%    2.15    8.79M       B    07:00    2,748.0
UPSX       +16.7%   15.79      N/A       X    07:00   25,895.0
RMCO       +16.6%    3.45    6.57M       B    07:10      200.0
ZYBT       +16.4%    2.98    4.42M       A    07:00      500.0
RDAC       +16.2%   12.20    5.81M       B    07:00      562.0
MOB        +16.0%    8.76    6.86M       B    07:00      100.0
RAYA       +15.6%    6.11     0.6M       A    07:00      103.0
SDST       +15.6%    6.08    6.67M       B    07:00    2,386.0
LITM       +15.2%    5.69    8.73M       B    07:00   31,667.0
BTTC       +14.9%    5.62    1.27M       A    07:00      568.0
DUO        +14.7%    3.20    4.01M       A    07:00    6,293.0
BTM        +14.4%    2.94    4.57M       A    07:00   15,518.0
JL         +13.3%    6.72    1.24M       A    07:00      310.0
HYPD       +13.1%    7.70    2.67M       A    07:00      775.0
NTRP       +13.0%    3.21    6.29M       B    07:00      196.0
SOLT       +13.0%   19.53     0.4M       A    07:00  612,422.0
CRCG       +12.9%    9.34    4.32M       A    07:00   56,939.0
AREB       +12.6%    4.01    0.43M       A    07:00    2,351.0
CRCA       +12.4%   14.67      N/A       X    07:00  107,173.0
MST        +12.3%    7.14    0.67M       A    07:00   17,099.0
CCUP       +12.2%   15.53      N/A       X    07:00   21,992.0
MAMK       +12.2%    3.13    1.78M       A    07:00  967,813.0
UPC        +11.9%    6.10    0.56M       A    07:00      326.0
KITT       +11.9%    3.30    5.36M       B    07:00    1,702.0
JACK       +11.8%   19.69      N/A       X    07:00    6,480.0
SVIX       +11.7%   19.17      N/A       X    07:00   58,426.0
XRPT       +11.3%   10.93      N/A       X    07:00  129,232.0
TENX       +11.1%    7.58    6.21M       B    07:00      100.0
MSTP       +11.1%   12.27    0.04M       A    07:00    1,097.0
LCDL       +11.1%   15.42    0.27M       A    07:09      137.0
JOBY       +10.9%   17.83      N/A       X    07:00  239,265.0
CLGN       +10.9%    2.59      N/A       X    07:00    1,136.0
ARAI       +10.8%    6.34    6.23M       B    07:00      670.0
MYSE       +10.8%    3.18    3.97M       A    07:00      300.0
MEME       +10.5%   11.02    0.07M       A    07:00   11,196.0
WTTR       +10.4%   11.93      N/A       X    07:00      225.0
AIRS       +10.3%   10.47    6.37M       B    07:01      100.0
CYN        +10.1%    5.33    7.97M       B    07:00    4,695.0
EBC        +10.1%   18.96      N/A       X    07:00      300.0

Total candidates: 59
