Scanner Results — 2026-03-13
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
PED      +1864.3%   15.22    1.41M       A    10:00    9,708.0      10:00     rescan
KXIN     +1272.2%    4.92    0.31M       A    09:30      272.0      09:30     rescan
BIAF      +121.5%    2.37    4.35M       A    10:00 58,819,656.0      10:00     rescan
ELPW       +40.4%    5.04    0.45M       A    07:00 2,984,410.0      04:00  premarket
CODX       +35.7%    3.57    1.04M       A    08:00  246,355.0      08:00     rescan
EDHL       +19.1%    4.12    0.54M       A    07:00 2,511,571.0      04:30  premarket
KIDZ       +18.7%    3.10    0.43M       A    08:00 8,786,265.0      08:00     rescan
AIFF       +16.4%    2.02    6.28M       B    10:00 2,153,480.0      10:00     rescan
EEIQ       +16.2%    3.22    0.84M       A    07:00      500.0      04:27  premarket
PLYX       +16.1%    5.40    1.34M       A    10:30  152,962.0      10:30     rescan
SST        +14.2%    2.40    4.54M       A    09:30    2,666.0      09:30     rescan
WTO        +13.2%    3.35    0.58M       A    08:00      929.0      08:00     rescan
MSTP       +12.1%    2.01    0.04M       A    09:30   28,921.0      09:30     rescan
NRXS       +11.9%    7.25     7.0M       B    10:30   88,101.0      10:30     rescan
SVCO       +10.9%    3.66    9.43M       B    07:00      951.0      04:00  premarket
CVM        +10.9%    3.90    7.39M       B    08:00      265.0      08:00     rescan
MOVE       +10.7%   14.43     0.6M       A    10:00    1,500.0      10:00     rescan
VOYX       +10.6%   12.98      N/A       X    10:00    2,131.0      10:00     rescan
TXXD       +10.4%    7.22      N/A       X    08:00    1,000.0      08:00     rescan
CIFU       +10.0%   15.98      N/A       X    09:30    7,975.0      09:30     rescan
EBON        +9.8%    2.60    6.54M       B    10:00      200.0      10:00     rescan
CLNN        +9.6%    6.49    6.13M       B    07:00    1,627.0      04:04  premarket
SONM        +9.5%    4.48    0.82M       A    09:30      923.0      09:30     rescan
XRPK        +9.5%    9.40      N/A       X    10:00      300.0      10:00     rescan
