Scanner Results — 2025-11-05
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
IPST     +1700.2%    9.01    6.46M       B    09:30      750.0      09:30     rescan
SMX        +41.5%    2.08    0.03M       A    07:00 18,720,948.0      04:00  premarket
JYD        +32.2%    5.38    0.64M       A    08:00  198,554.0      08:00     rescan
EGHT       +26.6%    2.24      N/A       X    09:30  209,455.0      09:30     rescan
TULP       +19.3%    4.95     1.0M       A    10:00   73,355.0      10:00     rescan
XAIR       +18.3%    2.20    9.41M       B    08:00  158,949.0      08:00     rescan
WATT       +17.4%    8.31     1.6M       A    07:00      100.0      04:44  premarket
SORA       +17.0%    3.72    4.86M       A    07:00    5,187.0      05:05  premarket
SMCZ       +16.8%    4.03    0.39M       A    07:00  450,508.0      04:00  premarket
BQ         +15.9%    3.65    2.78M       A    07:00  724,331.0      04:00  premarket
VWAV       +15.4%   11.10    5.22M       B    09:00    1,831.0      09:00     rescan
UNX        +14.7%   15.90      N/A       X    07:00      678.0      05:19  premarket
AMBO       +14.3%    4.00    0.07M       A    08:00      260.0      08:00     rescan
DTCK       +14.2%    5.82     0.4M       A    10:30 1,477,388.0      10:30     rescan
SNTI       +12.7%    2.04    9.72M       B    08:30    3,119.0      08:30     rescan
BON        +12.4%    2.18    5.99M       B    08:30   11,769.0      08:30     rescan
ARTL       +11.7%    2.08    2.12M       A    10:00   73,714.0      10:00     rescan
NVNI       +11.2%    3.58    7.03M       B    07:00      145.0      04:04  premarket
LIQT       +11.2%    2.55     7.7M       B    10:30      121.0      10:30     rescan
VVPR       +11.1%    3.49    9.86M       B    09:30   67,451.0      09:30     rescan
CYCU       +11.1%    3.10    2.21M       A    08:30   11,709.0      08:30     rescan
UUU        +10.8%    4.80    1.57M       A    10:00    2,479.0      10:00     rescan
JL         +10.6%    4.81    1.24M       A    10:00    2,833.0      10:00     rescan
BAIG       +10.2%   13.88    0.84M       A    10:00   84,237.0      10:00     rescan
AVX         +9.8%    2.69    1.98M       A    08:00    1,982.0      08:00     rescan
ICPY        +9.7%   10.87    0.31M       A    09:30      129.0      09:30     rescan
DBGI        +9.4%    8.21    6.33M       B    10:30   40,406.0      10:30     rescan
APUS        +9.1%    2.99      N/A       X    07:00      100.0      04:10  premarket
