Scanner Results — 2026-01-29
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
CTRM        +6.6%    2.52    9.65M       B    10:00   72,272.0      10:00     rescan
TXMD        +6.5%    2.28    9.56M       B    10:30   30,318.0      10:30     rescan
BMNZ        +6.4%   17.71      N/A       X    09:30   55,292.0      09:30     rescan
UG          +6.3%    7.06    2.96M       A    10:00   14,277.0      10:00     rescan
SLGB        +6.3%    3.05    0.98M       A    08:30   96,088.0      08:30     rescan
GITS        +6.2%    3.37    2.46M       A    10:00  318,696.0      10:00     rescan
CRDU        +6.2%   12.51      N/A       X    09:30   29,899.0      09:30     rescan
DZZ         +6.2%    3.45      N/A       X    10:00    4,473.0      10:00     rescan
MTVA        +6.1%    2.48    0.98M       A    08:00    3,351.0      08:00     rescan
SBDS        +6.0%    7.11    0.43M       A    08:00    2,943.0      08:00     rescan
KOSS        +6.0%    4.61     5.5M       B    10:30   13,516.0      10:30     rescan
RKLZ        +6.0%    2.84    0.16M       A    10:00 2,183,051.0      10:00     rescan
DRMA        +6.0%    2.67     0.5M       A    09:30    8,305.0      09:30     rescan
FOFO        +5.9%    6.08    2.21M       A    10:00      114.0      10:00     rescan
REW         +5.8%   10.83    0.39M       A    10:30    1,658.0      10:30     rescan
VMAR        +5.8%    3.95    0.87M       A    08:00      664.0      08:00     rescan
DBGI        +5.8%    8.83    6.33M       B    10:00  186,378.0      10:00     rescan
TPST        +5.7%    2.95    2.84M       A    08:00      964.0      08:00     rescan
JYD         +5.7%    3.70    0.64M       A    07:00      265.0      06:51  premarket
CGTL        +5.7%    3.17    1.58M       A    10:30   13,981.0      10:30     rescan
GLL         +5.6%   17.62    4.64M       A    10:30 16,059,468.0      10:30     rescan
CORD        +5.6%   15.87      N/A       X    10:00  439,239.0      10:00     rescan
MB          +5.6%    5.50    4.69M       A    09:30      759.0      09:30     rescan
CNCG        +5.6%   17.71    0.03M       A    10:30      342.0      10:30     rescan
BERZ        +5.5%    2.69      N/A       X    10:30  199,584.0      10:30     rescan
TSLG        +5.5%    8.88      N/A       X    08:00  103,834.0      08:00     rescan
RGNT        +5.4%    6.79    2.37M       A    09:30      273.0      09:30     rescan
GLOO        +5.4%    6.33    5.76M       B    10:00   20,003.0      10:00     rescan
BTCZ        +5.3%    4.15      N/A       X    10:00  800,739.0      10:00     rescan
HPAI        +5.3%    3.06    7.42M       B    10:30      400.0      10:30     rescan
GCTK        +5.3%    3.59    0.77M       A    08:30 10,534,265.0      08:30     rescan
SPCB        +5.3%   10.41    4.44M       A    07:00    3,514.0      04:00  premarket
SNAG        +5.2%   15.99      N/A       X    09:30      116.0      09:30     rescan
QTI         +5.2%    6.30     8.4M       B    08:00   10,705.0      08:00     rescan
INDO        +5.2%    4.88    9.52M       B    08:00   36,824.0      08:00     rescan
PLTD        +5.1%    7.77      N/A       X    10:00 3,844,071.0      10:00     rescan
XHLD        +5.1%    2.68    1.27M       A    07:00   65,462.0      04:00  premarket
AIBD        +5.1%    7.84    0.25M       A    10:30    3,298.0      10:30     rescan
RVYL        +5.1%    7.25    0.31M       A    09:30    1,050.0      09:30     rescan
CODA        +5.0%   10.41    5.88M       B    07:00      479.0      07:00  premarket
OKLS        +5.0%   10.05      N/A       X    09:30   41,303.0      09:30     rescan
APLZ        +5.0%   18.00      N/A       X    09:30   16,470.0      09:30     rescan

Total candidates: 90
  Premarket (7:15 AM): 16
  Continuous rescan:   74
