Scanner Results — 2026-01-22
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
DCX      +1207.8%    4.67      N/A       A    09:00      335.0      09:00     rescan
IOTR      +203.1%    8.88    0.73M       A    07:00 22,198,275.0      04:00  premarket
NXTS       +53.9%    2.54    1.12M       A    08:00 21,390,097.0      08:00     rescan
SXTP       +43.0%    2.86     0.9M       A    07:00 13,877,243.0      04:00  premarket
RAYA       +30.8%    3.14     0.6M       A    07:00 7,955,230.0      04:59  premarket
ROLR       +26.3%    9.95     3.6M       A    07:00  913,893.0      04:00  premarket
VTAK       +25.9%    2.53    1.28M       A    08:00    5,794.0      08:00     rescan
PLUL       +21.4%   17.16      N/A       X    10:00   11,961.0      10:00     rescan
VVPR       +20.3%    2.84    9.86M       B    08:00  184,823.0      08:00     rescan
DRCT       +19.0%    2.12    0.56M       A    10:00  292,938.0      10:00     rescan
NAMM       +17.7%    2.66    6.81M       B    10:00 6,699,518.0      10:00     rescan
ANEL       +17.1%   17.52    0.27M       A    09:00    6,253.0      09:00     rescan
CJMB       +16.1%    3.25    1.39M       A    10:00  166,062.0      10:00     rescan
SDST       +13.8%    4.58    6.67M       B    10:00  134,974.0      10:00     rescan
ARMU       +13.6%   17.11      N/A       X    07:00    1,934.0      06:05  premarket
KUST       +13.5%    2.44    0.19M       A    08:30  186,122.0      08:30     rescan
MSGY       +12.7%    6.08    3.27M       A    09:30   26,708.0      09:30     rescan
LACG       +12.2%   19.26      N/A       X    10:00      495.0      10:00     rescan
CYCU       +12.1%    2.88    2.21M       A    08:30   95,783.0      08:30     rescan
SCLX       +11.4%   11.81    3.69M       A    10:00   16,839.0      10:00     rescan
NUWE       +11.3%    2.07    0.88M       A    10:00   86,123.0      10:00     rescan
ASTI       +11.2%    4.95    2.96M       A    10:00  260,744.0      10:00     rescan
ARMG       +11.2%    6.77      N/A       X    07:00   60,190.0      04:00  premarket
CKX        +10.9%   11.51    1.24M       A    07:00      100.0      05:49  premarket
CVM        +10.3%    5.80    7.39M       B    10:00   16,654.0      10:00     rescan
NVNI       +10.2%    3.23    7.03M       B    07:00    2,216.0      04:00  premarket
ALOY       +10.0%   11.94    3.14M       A    10:00   73,750.0      10:00     rescan
SUGP       +10.0%    6.40    4.02M       A    07:00   26,655.0      05:46  premarket
JWEL        +9.8%    2.35    1.83M       A    09:30      100.0      09:30     rescan
SNAG        +9.4%   15.50      N/A       X    10:00      471.0      10:00     rescan
