Scanner Results — 2025-01-27
================================================================================
Symbol      Gap%   Price    Float Profile SimStart     PM Vol  Discovery     Method
──────── ─────── ─────── ──────── ─────── ──────── ────────── ────────── ──────────
CDT      +7466.4%    3.42    1.35M       A    09:30   37,074.0      09:30     rescan
BNGO     +5365.1%    6.64    8.52M       B    09:30   11,945.0      09:30     rescan
HAO      +2310.9%    2.49    2.84M       A    09:30    5,950.0      09:30     rescan
GITS     +1955.5%    2.00    2.46M       A    09:30    3,277.0      09:30     rescan
TVGN       +52.5%    2.06    0.88M       A    08:00 5,654,493.0      08:00     rescan
DWTX       +26.9%   14.46    1.35M       A    10:00 1,265,861.0      10:00     rescan
YIBO       +25.6%    2.70    7.13M       B    09:00    1,516.0      09:00     rescan
NVDQ       +23.4%    3.48      N/A       X    07:00 11,648,721.0      04:00  premarket
PRPO       +22.5%    8.00    1.42M       A    07:00      403.0      04:27  premarket
GMHS       +19.9%    3.49    3.89M       A    10:00  220,280.0      10:00     rescan
DTSS       +19.1%    2.50    5.99M       B    08:30   62,863.0      08:30     rescan
NVNI       +16.7%    5.13    7.03M       B    10:30 12,784,625.0      10:30     rescan
RBKB       +15.5%   11.50    2.82M       A    07:00      202.0      04:18  premarket
ETQ        +14.9%   10.28      N/A       X    09:30      200.0      09:30     rescan
JL         +14.7%    7.40    1.24M       A    10:00   42,271.0      10:00     rescan
BERZ       +13.9%   13.01      N/A       X    07:00   10,691.0      04:15  premarket
AVS        +12.8%   19.32      N/A       X    07:00   52,276.0      04:00  premarket
HOUR       +12.2%    2.30    1.74M       A    10:00   31,343.0      10:00     rescan
NVDD       +11.4%    6.73      N/A       X    07:00  660,659.0      04:00  premarket
BTCZ       +11.3%    5.03      N/A       X    07:00   17,385.0      04:01  premarket
SMST       +11.1%    5.09      N/A       X    07:00 2,731,131.0      04:00  premarket
SABS       +10.7%    4.54    7.92M       B    10:30   14,370.0      10:30     rescan
GLMD       +10.6%    3.24    5.42M       B    10:00   10,215.0      10:00     rescan
