fill_ts,symbol,session_date,winning_strategy,blocked_strategy,blocked_direction,blocked_intended_entry_price
2021-05-18 09:44:00,F,2021-05-18,ORB-5min,PDH-PDL-Breakout,long,
2021-05-18 09:46:00,MU,2021-05-18,PDH-PDL-Fade,Round-Number,long,
2021-05-18 10:00:00,SNAP,2021-05-18,ORB-5min,PDH-PDL-Breakout,long,
2021-05-18 10:08:00,SNAP,2021-05-18,ORB-5min,Round-Number,short,
2021-05-18 10:10:00,PLTR,2021-05-18,ORB-5min,PDH-PDL-Breakout,long,
2021-05-18 11:00:00,CSCO,2021-05-18,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-18 12:31:00,NFLX,2021-05-18,VWAP-Mean-Reversion,PDH-PDL-Fade,short,
2021-05-18 12:42:00,CSCO,2021-05-18,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-05-18 13:33:00,AMD,2021-05-18,Round-Number,PDH-PDL-Breakout,long,
2021-05-18 14:03:00,NVDA,2021-05-18,ORB-5min,PDH-PDL-Fade,short,
2021-05-18 14:36:00,INTC,2021-05-18,ORB-5min,Round-Number,long,
2021-05-18 14:38:00,AAPL,2021-05-18,PDH-PDL-Fade,ORB-5min,short,
2021-05-18 15:55:00,DAL,2021-05-18,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-05-18 15:55:00,AAPL,2021-05-18,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-05-18 15:55:00,MSFT,2021-05-18,ORB-5min,PDH-PDL-Breakout,short,
2021-05-19 09:42:00,DAL,2021-05-19,ORB-5min,PDH-PDL-Breakout,short,
2021-05-19 09:51:00,F,2021-05-19,PDH-PDL-Breakout,ORB-5min,short,
2021-05-19 10:04:00,BAC,2021-05-19,PDH-PDL-Breakout,ORB-5min,short,
2021-05-19 10:04:00,AAL,2021-05-19,ORB-5min,PDH-PDL-Breakout,short,
2021-05-19 10:21:00,INTC,2021-05-19,VWAP-Mean-Reversion,PDH-PDL-Breakout,short,
2021-05-19 10:27:00,TSLA,2021-05-19,ORB-5min,PDH-PDL-Breakout,short,
2021-05-19 10:46:00,AVGO,2021-05-19,ORB-5min,PDH-PDL-Fade,long,
2021-05-19 10:46:00,MU,2021-05-19,VWAP-Mean-Reversion,PDH-PDL-Breakout,short,
2021-05-19 10:51:00,AAPL,2021-05-19,VWAP-Mean-Reversion,PDH-PDL-Breakout,short,
2021-05-19 10:51:00,NVDA,2021-05-19,ORB-5min,PDH-PDL-Breakout,short,
2021-05-19 11:20:00,INTC,2021-05-19,PDH-PDL-Fade,Round-Number,short,
2021-05-19 11:30:00,CSCO,2021-05-19,PDH-PDL-Breakout,ORB-5min,long,
2021-05-19 12:20:00,DAL,2021-05-19,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-19 12:20:00,AAL,2021-05-19,ORB-5min,PDH-PDL-Fade,long,
2021-05-19 12:21:00,BAC,2021-05-19,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-19 12:25:00,F,2021-05-19,VWAP-Mean-Reversion,PDH-PDL-Fade,long,
2021-05-19 12:40:00,TSLA,2021-05-19,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-19 13:08:00,AAPL,2021-05-19,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-19 13:08:00,NVDA,2021-05-19,ORB-5min,PDH-PDL-Fade,long,
2021-05-19 13:12:00,TSLA,2021-05-19,ORB-5min,PDH-PDL-Fade,long,
2021-05-19 13:20:00,AAL,2021-05-19,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-19 14:31:00,AAPL,2021-05-19,VWAP-Mean-Reversion,PDH-PDL-Fade,long,
2021-05-20 09:42:00,CRM,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 09:42:00,QCOM,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 09:47:00,SNAP,2021-05-20,Round-Number,ORB-5min,long,
2021-05-20 09:47:00,SNAP,2021-05-20,Round-Number,PDH-PDL-Breakout,long,
2021-05-20 09:56:00,ORCL,2021-05-20,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-20 09:57:00,TSLA,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:00:00,F,2021-05-20,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-20 10:00:00,F,2021-05-20,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-20 10:01:00,ADBE,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:02:00,NFLX,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:11:00,NVDA,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:16:00,AAPL,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:19:00,AVGO,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 10:31:00,CSCO,2021-05-20,ORB-5min,PDH-PDL-Breakout,short,
2021-05-20 10:33:00,AAL,2021-05-20,ORB-5min,PDH-PDL-Breakout,short,
2021-05-20 10:40:00,CSCO,2021-05-20,ORB-5min,PDH-PDL-Fade,long,
2021-05-20 10:55:00,MU,2021-05-20,PDH-PDL-Fade,Round-Number,short,
2021-05-20 10:57:00,MSFT,2021-05-20,ORB-5min,PDH-PDL-Breakout,long,
2021-05-20 11:36:00,MU,2021-05-20,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-05-20 11:39:00,BAC,2021-05-20,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-05-20 12:37:00,DAL,2021-05-20,ORB-5min,PDH-PDL-Breakout,short,
2021-05-20 13:11:00,DAL,2021-05-20,ORB-5min,PDH-PDL-Fade,long,
2021-05-20 13:41:00,AMD,2021-05-20,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-20 14:55:00,MU,2021-05-20,PDH-PDL-Fade,ORB-5min,long,
2021-05-20 15:19:00,ROKU,2021-05-20,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-20 15:20:00,TSLA,2021-05-20,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-20 15:23:00,BAC,2021-05-20,PDH-PDL-Fade,ORB-5min,long,
2021-05-20 15:23:00,BAC,2021-05-20,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-05-20 15:51:00,ORCL,2021-05-20,PDH-PDL-Breakout,ORB-5min,short,
2021-05-20 15:51:00,ORCL,2021-05-20,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-05-21 09:36:00,ORCL,2021-05-21,ORB-5min,PDH-PDL-Breakout,long,
2021-05-21 09:48:00,BAC,2021-05-21,ORB-5min,PDH-PDL-Breakout,long,
2021-05-21 09:50:00,F,2021-05-21,PDH-PDL-Breakout,ORB-5min,long,
2021-05-21 09:54:00,PLTR,2021-05-21,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-21 10:03:00,INTC,2021-05-21,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-21 10:05:00,SNAP,2021-05-21,ORB-5min,PDH-PDL-Breakout,long,
2021-05-21 10:17:00,ORCL,2021-05-21,ORB-5min,Round-Number,short,
2021-05-21 10:31:00,AAPL,2021-05-21,PDH-PDL-Fade,ORB-5min,short,
2021-05-21 10:38:00,NVDA,2021-05-21,ORB-5min,PDH-PDL-Breakout,long,
2021-05-21 10:46:00,INTC,2021-05-21,VWAP-Mean-Reversion,PDH-PDL-Fade,short,
2021-05-21 12:21:00,ORCL,2021-05-21,ORB-5min,PDH-PDL-Fade,short,
2021-05-21 14:02:00,TSLA,2021-05-21,ORB-5min,PDH-PDL-Breakout,long,
2021-05-24 10:06:00,BAC,2021-05-24,VWAP-Mean-Reversion,ORB-5min,short,
2021-05-24 10:17:00,INTC,2021-05-24,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-24 12:46:00,QCOM,2021-05-24,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-24 13:29:00,WFC,2021-05-24,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-24 13:40:00,ORCL,2021-05-24,ORB-5min,Round-Number,short,
2021-05-24 14:47:00,AMD,2021-05-24,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-25 09:39:00,BAC,2021-05-25,ORB-5min,PDH-PDL-Breakout,long,
2021-05-25 09:43:00,F,2021-05-25,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-05-25 09:45:00,AAL,2021-05-25,ORB-5min,PDH-PDL-Breakout,long,
2021-05-25 09:52:00,AVGO,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 09:52:00,ORCL,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 09:52:00,ORCL,2021-05-25,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-05-25 10:02:00,NFLX,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 10:02:00,AMD,2021-05-25,ORB-5min,PDH-PDL-Fade,short,
2021-05-25 10:07:00,BAC,2021-05-25,ORB-5min,PDH-PDL-Fade,short,
2021-05-25 10:11:00,ADBE,2021-05-25,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-25 10:24:00,F,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 10:33:00,AAPL,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 10:33:00,NVDA,2021-05-25,PDH-PDL-Fade,ORB-5min,short,
2021-05-25 10:45:00,AMD,2021-05-25,ORB-5min,PDH-PDL-Breakout,long,
2021-05-25 11:01:00,ADBE,2021-05-25,PDH-PDL-Breakout,ORB-5min,long,
2021-05-25 11:08:00,MU,2021-05-25,ORB-5min,PDH-PDL-Fade,long,
2021-05-25 11:11:00,MU,2021-05-25,ORB-5min,PDH-PDL-Breakout,short,
2021-05-25 11:21:00,MU,2021-05-25,ORB-5min,Round-Number,long,
2021-05-25 11:22:00,WFC,2021-05-25,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-05-25 12:01:00,MSFT,2021-05-25,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 09:41:00,CRM,2021-05-26,ORB-5min,PDH-PDL-Fade,short,
2021-05-26 09:53:00,ADBE,2021-05-26,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 09:54:00,CRM,2021-05-26,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 09:59:00,DIS,2021-05-26,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-26 10:07:00,SNAP,2021-05-26,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 10:08:00,NKE,2021-05-26,PDH-PDL-Breakout,ORB-5min,long,
2021-05-26 10:16:00,DIS,2021-05-26,ORB-5min,PDH-PDL-Fade,short,
2021-05-26 10:22:00,DIS,2021-05-26,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 10:27:00,TSLA,2021-05-26,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-26 10:30:00,PLTR,2021-05-26,ORB-5min,PDH-PDL-Breakout,long,
2021-05-26 10:38:00,PLTR,2021-05-26,ORB-5min,PDH-PDL-Fade,short,
2021-05-26 11:18:00,CSCO,2021-05-26,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-05-26 11:28:00,AVGO,2021-05-26,ORB-5min,PDH-PDL-Fade,long,
2021-05-26 11:29:00,SNAP,2021-05-26,ORB-5min,PDH-PDL-Fade,short,
2021-05-26 11:33:00,AVGO,2021-05-26,ORB-5min,PDH-PDL-Breakout,short,
2021-05-26 11:58:00,QCOM,2021-05-26,ORB-5min,PDH-PDL-Breakout,short,
2021-05-26 12:35:00,NKE,2021-05-26,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-26 13:07:00,AMD,2021-05-26,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-26 14:17:00,MU,2021-05-26,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-26 14:50:00,CRM,2021-05-26,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-27 09:44:00,SNAP,2021-05-27,PDH-PDL-Fade,Round-Number,short,
2021-05-27 09:46:00,ORCL,2021-05-27,PDH-PDL-Breakout,Round-Number,short,
2021-05-27 09:48:00,CRM,2021-05-27,PDH-PDL-Breakout,ORB-5min,short,
2021-05-27 09:59:00,TSLA,2021-05-27,ORB-5min,PDH-PDL-Fade,short,
2021-05-27 10:01:00,NVDA,2021-05-27,ORB-5min,PDH-PDL-Breakout,short,
2021-05-27 10:02:00,AVGO,2021-05-27,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-27 10:02:00,ADBE,2021-05-27,ORB-5min,PDH-PDL-Breakout,short,
2021-05-27 10:09:00,AVGO,2021-05-27,VWAP-Mean-Reversion,PDH-PDL-Fade,short,
2021-05-27 10:10:00,PLTR,2021-05-27,ORB-5min,PDH-PDL-Fade,short,
2021-05-27 10:11:00,DIS,2021-05-27,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-27 10:16:00,CSCO,2021-05-27,PDH-PDL-Breakout,PDH-PDL-Fade,long,
2021-05-27 10:16:00,DIS,2021-05-27,VWAP-Mean-Reversion,PDH-PDL-Fade,short,
2021-05-27 10:17:00,AVGO,2021-05-27,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-27 10:20:00,AAPL,2021-05-27,VWAP-Mean-Reversion,ORB-5min,long,
2021-05-27 10:20:00,AAPL,2021-05-27,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-05-27 11:18:00,QCOM,2021-05-27,ORB-5min,PDH-PDL-Breakout,long,
2021-05-27 11:23:00,CRM,2021-05-27,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-27 11:27:00,QCOM,2021-05-27,ORB-5min,PDH-PDL-Fade,short,
2021-05-27 13:26:00,NFLX,2021-05-27,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-27 13:57:00,AAL,2021-05-27,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-05-27 14:13:00,ORCL,2021-05-27,PDH-PDL-Fade,ORB-5min,short,
2021-05-28 09:38:00,QCOM,2021-05-28,ORB-5min,PDH-PDL-Breakout,long,
2021-05-28 09:41:00,QCOM,2021-05-28,ORB-5min,Round-Number,long,
2021-05-28 09:43:00,PLTR,2021-05-28,ORB-5min,PDH-PDL-Breakout,long,
2021-05-28 09:51:00,F,2021-05-28,VWAP-Mean-Reversion,PDH-PDL-Fade,short,
2021-05-28 09:51:00,AMD,2021-05-28,ORB-5min,PDH-PDL-Breakout,long,
2021-05-28 09:55:00,NVDA,2021-05-28,ORB-5min,PDH-PDL-Breakout,long,
2021-05-28 09:59:00,SNAP,2021-05-28,ORB-5min,PDH-PDL-Breakout,long,
2021-05-28 10:02:00,F,2021-05-28,VWAP-Mean-Reversion,ORB-5min,short,
2021-05-28 10:19:00,AAL,2021-05-28,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-05-28 10:20:00,DAL,2021-05-28,VWAP-Mean-Reversion,ORB-5min,short,
2021-05-28 10:23:00,BAC,2021-05-28,PDH-PDL-Fade,ORB-5min,short,
2021-05-28 10:23:00,BAC,2021-05-28,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-05-28 10:32:00,WFC,2021-05-28,PDH-PDL-Fade,ORB-5min,short,
2021-05-28 10:59:00,QCOM,2021-05-28,ORB-5min,PDH-PDL-Fade,short,
2021-05-28 11:04:00,AAPL,2021-05-28,Round-Number,PDH-PDL-Breakout,short,
2021-05-28 11:44:00,QCOM,2021-05-28,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-28 12:11:00,MSFT,2021-05-28,PDH-PDL-Breakout,VWAP-Mean-Reversion,short,
2021-05-28 12:25:00,WFC,2021-05-28,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-05-28 12:27:00,NKE,2021-05-28,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-28 13:41:00,BAC,2021-05-28,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-05-28 14:49:00,TSLA,2021-05-28,ORB-5min,VWAP-Mean-Reversion,short,
2021-05-28 15:53:00,MSFT,2021-05-28,PDH-PDL-Breakout,ORB-5min,short,
2021-05-28 15:55:00,INTC,2021-05-28,PDH-PDL-Fade,ORB-5min,short,
2021-05-28 15:55:00,ADBE,2021-05-28,ORB-5min,PDH-PDL-Fade,short,
2021-06-01 10:13:00,INTC,2021-06-01,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-01 15:14:00,F,2021-06-01,VWAP-Mean-Reversion,ORB-5min,long,
2021-06-02 09:37:00,NVDA,2021-06-02,ORB-5min,PDH-PDL-Breakout,long,
2021-06-02 09:39:00,NVDA,2021-06-02,ORB-5min,PDH-PDL-Fade,short,
2021-06-02 09:50:00,DIS,2021-06-02,ORB-5min,PDH-PDL-Breakout,short,
2021-06-02 10:16:00,ROKU,2021-06-02,ORB-5min,PDH-PDL-Fade,long,
2021-06-02 10:20:00,AAL,2021-06-02,ORB-5min,PDH-PDL-Fade,short,
2021-06-02 10:38:00,ROKU,2021-06-02,ORB-5min,PDH-PDL-Breakout,short,
2021-06-02 10:44:00,AAPL,2021-06-02,ORB-5min,Round-Number,long,
2021-06-02 11:28:00,AAL,2021-06-02,ORB-5min,PDH-PDL-Breakout,long,
2021-06-02 12:21:00,NKE,2021-06-02,ORB-5min,PDH-PDL-Breakout,short,
2021-06-02 13:17:00,MSFT,2021-06-02,ORB-5min,PDH-PDL-Fade,long,
2021-06-02 13:21:00,MSFT,2021-06-02,ORB-5min,PDH-PDL-Breakout,short,
2021-06-02 13:46:00,NFLX,2021-06-02,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 09:40:00,CRM,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 09:43:00,SNAP,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 09:49:00,WFC,2021-06-03,PDH-PDL-Fade,ORB-5min,long,
2021-06-03 09:49:00,BAC,2021-06-03,ORB-5min,PDH-PDL-Breakout,long,
2021-06-03 09:49:00,DIS,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 09:52:00,BAC,2021-06-03,ORB-5min,PDH-PDL-Fade,short,
2021-06-03 10:01:00,MSFT,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 10:03:00,AAPL,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 10:03:00,AVGO,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 10:16:00,DAL,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-03 10:22:00,SNAP,2021-06-03,ORB-5min,PDH-PDL-Fade,long,
2021-06-03 10:50:00,CSCO,2021-06-03,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-06-03 11:01:00,MSFT,2021-06-03,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-03 11:01:00,NVDA,2021-06-03,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-06-03 11:06:00,AAPL,2021-06-03,ORB-5min,PDH-PDL-Fade,long,
2021-06-03 11:23:00,CSCO,2021-06-03,PDH-PDL-Fade,PDH-PDL-Breakout,long,
2021-06-03 11:35:00,MU,2021-06-03,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-03 11:35:00,MU,2021-06-03,VWAP-Mean-Reversion,PDH-PDL-Breakout,short,
2021-06-03 13:01:00,DIS,2021-06-03,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-03 13:48:00,WFC,2021-06-03,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-03 15:06:00,AMD,2021-06-03,ORB-5min,PDH-PDL-Breakout,short,
2021-06-04 09:36:00,SOFI,2021-06-04,ORB-5min,PDH-PDL-Breakout,short,
2021-06-04 09:48:00,CRM,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 09:54:00,NVDA,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:00:00,CSCO,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:03:00,INTC,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:03:00,MU,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:04:00,MU,2021-06-04,ORB-5min,PDH-PDL-Fade,short,
2021-06-04 10:09:00,F,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:13:00,MSFT,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 10:21:00,NFLX,2021-06-04,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-06-04 10:28:00,NKE,2021-06-04,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-04 10:29:00,AVGO,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 11:16:00,ORCL,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 11:25:00,PLTR,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 11:46:00,DIS,2021-06-04,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-06-04 12:13:00,DIS,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-04 12:42:00,AMD,2021-06-04,ORB-5min,PDH-PDL-Fade,short,
2021-06-04 12:44:00,PLTR,2021-06-04,ORB-5min,PDH-PDL-Fade,short,
2021-06-04 12:54:00,DAL,2021-06-04,PDH-PDL-Breakout,PDH-PDL-Fade,long,
2021-06-04 13:58:00,AMD,2021-06-04,ORB-5min,PDH-PDL-Breakout,long,
2021-06-07 10:08:00,CSCO,2021-06-07,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-07 10:21:00,NKE,2021-06-07,ORB-5min,Round-Number,short,
2021-06-07 10:36:00,MU,2021-06-07,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-07 11:16:00,DIS,2021-06-07,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-07 12:29:00,ORCL,2021-06-07,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-07 13:08:00,INTC,2021-06-07,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-07 14:45:00,NFLX,2021-06-07,ORB-5min,VWAP-Mean-Reversion,short,
2021-06-08 09:37:00,CRM,2021-06-08,ORB-5min,PDH-PDL-Breakout,long,
2021-06-08 09:38:00,ORCL,2021-06-08,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-06-08 09:40:00,PLTR,2021-06-08,ORB-5min,PDH-PDL-Fade,short,
2021-06-08 09:40:00,F,2021-06-08,ORB-5min,PDH-PDL-Breakout,short,
2021-06-08 09:52:00,MU,2021-06-08,PDH-PDL-Fade,ORB-5min,short,
2021-06-08 09:52:00,ROKU,2021-06-08,ORB-5min,PDH-PDL-Fade,short,
2021-06-08 09:52:00,MU,2021-06-08,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-08 10:06:00,NKE,2021-06-08,PDH-PDL-Breakout,PDH-PDL-Fade,long,
2021-06-08 10:24:00,DAL,2021-06-08,VWAP-Mean-Reversion,PDH-PDL-Breakout,long,
2021-06-08 10:25:00,TSLA,2021-06-08,ORB-5min,PDH-PDL-Breakout,long,
2021-06-08 10:26:00,CRM,2021-06-08,ORB-5min,PDH-PDL-Fade,short,
2021-06-08 10:32:00,TSLA,2021-06-08,ORB-5min,PDH-PDL-Fade,short,
2021-06-08 10:38:00,SOFI,2021-06-08,PDH-PDL-Breakout,PDH-PDL-Fade,short,
2021-06-08 10:51:00,BAC,2021-06-08,ORB-5min,PDH-PDL-Fade,long,
2021-06-08 10:53:00,ORCL,2021-06-08,PDH-PDL-Breakout,Round-Number,short,
2021-06-08 11:05:00,WFC,2021-06-08,PDH-PDL-Fade,ORB-5min,long,
2021-06-08 11:07:00,ORCL,2021-06-08,PDH-PDL-Breakout,ORB-5min,long,
2021-06-08 11:14:00,DAL,2021-06-08,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-08 11:22:00,DIS,2021-06-08,PDH-PDL-Breakout,ORB-5min,short,
2021-06-08 14:42:00,MU,2021-06-08,PDH-PDL-Fade,Round-Number,long,
2021-06-09 09:41:00,WFC,2021-06-09,ORB-5min,PDH-PDL-Breakout,short,
2021-06-09 10:16:00,ORCL,2021-06-09,VWAP-Mean-Reversion,ORB-5min,short,
2021-06-09 10:35:00,AVGO,2021-06-09,PDH-PDL-Fade,ORB-5min,short,
2021-06-09 10:35:00,DIS,2021-06-09,PDH-PDL-Fade,VWAP-Mean-Reversion,short,
2021-06-09 10:42:00,MU,2021-06-09,ORB-5min,PDH-PDL-Breakout,short,
2021-06-09 11:04:00,ROKU,2021-06-09,PDH-PDL-Fade,ORB-5min,long,
2021-06-09 11:35:00,CSCO,2021-06-09,PDH-PDL-Fade,ORB-5min,short,
2021-06-09 11:46:00,NKE,2021-06-09,ORB-5min,PDH-PDL-Breakout,short,
2021-06-09 12:15:00,SNAP,2021-06-09,ORB-5min,PDH-PDL-Breakout,long,
2021-06-09 12:17:00,SNAP,2021-06-09,ORB-5min,PDH-PDL-Fade,short,
2021-06-09 12:54:00,BAC,2021-06-09,VWAP-Mean-Reversion,PDH-PDL-Breakout,short,
2021-06-09 13:08:00,ADBE,2021-06-09,ORB-5min,PDH-PDL-Breakout,long,
2021-06-09 15:10:00,SOFI,2021-06-09,PDH-PDL-Fade,ORB-5min,short,
2021-06-09 15:48:00,AAL,2021-06-09,ORB-5min,PDH-PDL-Fade,long,
2021-06-09 15:55:00,QCOM,2021-06-09,ORB-5min,PDH-PDL-Breakout,short,
2021-06-10 09:46:00,ROKU,2021-06-10,ORB-5min,PDH-PDL-Breakout,long,
2021-06-10 09:51:00,MU,2021-06-10,Round-Number,PDH-PDL-Fade,short,
2021-06-10 10:00:00,AAL,2021-06-10,PDH-PDL-Fade,ORB-5min,short,
2021-06-10 10:00:00,AAL,2021-06-10,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-10 10:02:00,INTC,2021-06-10,ORB-5min,PDH-PDL-Breakout,long,
2021-06-10 10:05:00,BAC,2021-06-10,PDH-PDL-Fade,ORB-5min,short,
2021-06-10 10:07:00,QCOM,2021-06-10,PDH-PDL-Fade,Round-Number,short,
2021-06-10 10:10:00,DAL,2021-06-10,PDH-PDL-Fade,ORB-5min,short,
2021-06-10 10:12:00,NFLX,2021-06-10,PDH-PDL-Breakout,ORB-5min,short,
2021-06-10 10:13:00,NKE,2021-06-10,PDH-PDL-Breakout,PDH-PDL-Fade,long,
2021-06-10 10:13:00,SOFI,2021-06-10,ORB-5min,PDH-PDL-Breakout,short,
2021-06-10 10:15:00,SOFI,2021-06-10,ORB-5min,PDH-PDL-Fade,long,
2021-06-10 10:18:00,NKE,2021-06-10,PDH-PDL-Breakout,ORB-5min,short,
2021-06-10 10:32:00,DAL,2021-06-10,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-10 10:37:00,F,2021-06-10,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-10 10:38:00,ROKU,2021-06-10,ORB-5min,PDH-PDL-Fade,short,
2021-06-10 10:47:00,WFC,2021-06-10,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-10 10:50:00,NVDA,2021-06-10,PDH-PDL-Breakout,ORB-5min,short,
2021-06-10 10:52:00,AVGO,2021-06-10,ORB-5min,PDH-PDL-Breakout,short,
2021-06-10 11:25:00,CRM,2021-06-10,PDH-PDL-Fade,ORB-5min,long,
2021-06-10 11:31:00,BAC,2021-06-10,PDH-PDL-Fade,PDH-PDL-Breakout,short,
2021-06-10 12:39:00,DIS,2021-06-10,PDH-PDL-Fade,ORB-5min,long,
