strategy,symbol,session_date,direction,entry_ts,exit_ts,entry_price,exit_price,stop_price,target_price,qty,risk_dollars,pnl,r_multiple,exit_reason,secondary_fill
PDH-PDL-Breakout,INTC,2020-01-03,short,2020-01-03T09:56:00,2020-01-03T09:57:00,60.1,60.17,60.17,59.96,1671,1000.0,-116.97000000000048,-0.11697000000000048,stop,True
PDH-PDL-Breakout,NVDA,2020-01-03,short,2020-01-03T10:01:00,2020-01-03T10:43:00,236.18,236.75,236.75,235.04000000000002,520,1000.0,-296.39999999999645,-0.29639999999999644,stop,True
PDH-PDL-Breakout,BAC,2020-01-03,short,2020-01-03T10:01:00,2020-01-03T10:23:00,34.84,34.96,34.96,34.60000000000001,8333,1000.0,-999.9599999999787,-0.9999599999999786,stop,False
PDH-PDL-Breakout,ROKU,2020-01-03,long,2020-01-03T10:20:00,2020-01-03T14:20:00,137.43,136.64999999999998,136.64999999999998,138.99000000000007,951,1000.0,-741.7800000000282,-0.7417800000000282,stop,False
PDH-PDL-Breakout,TSLA,2020-01-03,long,2020-01-03T10:33:00,2020-01-03T10:39:00,450.27,448.98,448.98,452.8499999999999,775,1000.0,-999.7499999999718,-0.9997499999999718,stop,False
PDH-PDL-Breakout,F,2020-01-03,short,2020-01-03T13:40:00,2020-01-03T13:52:00,9.17,9.195,9.195,9.12,4505,1000.0,-112.6250000000016,-0.11262500000000161,stop,False
PDH-PDL-Breakout,DAL,2020-01-07,long,2020-01-07T09:37:00,2020-01-07T09:44:00,57.87,57.76,57.76,58.089999999999996,601,1000.0,-66.10999999999966,-0.06610999999999966,stop,False
PDH-PDL-Breakout,ADBE,2020-01-07,long,2020-01-07T10:00:00,2020-01-07T10:01:00,334.365,334.21000000000004,334.21000000000004,334.67499999999995,483,1000.0,-74.86499999998682,-0.07486499999998682,stop,True
PDH-PDL-Breakout,DIS,2020-01-07,long,2020-01-07T11:04:00,2020-01-07T11:21:00,146.4,146.17,146.17,146.86000000000004,433,1000.0,-99.59000000000788,-0.09959000000000788,stop,True
PDH-PDL-Breakout,INTC,2020-01-07,short,2020-01-07T11:22:00,2020-01-07T11:25:00,59.25,59.34,59.34,59.06999999999999,839,1000.0,-75.51000000000286,-0.07551000000000287,stop,True
PDH-PDL-Breakout,AAPL,2020-01-07,long,2020-01-07T13:09:00,2020-01-07T13:16:00,300.07,299.85,299.85,300.50999999999993,2278,1000.0,-501.15999999993267,-0.5011599999999327,stop,True
PDH-PDL-Breakout,WFC,2020-01-08,long,2020-01-08T09:42:00,2020-01-08T09:43:00,53.07,53.09000000000001,53.059999999999995,53.09000000000001,547,1000.0,10.940000000005597,0.010940000000005596,target,True
PDH-PDL-Breakout,AVGO,2020-01-08,short,2020-01-08T10:19:00,2020-01-08T10:43:00,312.04,311.0800000000001,312.52,311.0800000000001,145,1000.0,139.1999999999888,0.13919999999998878,target,True
PDH-PDL-Breakout,CSCO,2020-01-08,short,2020-01-08T10:29:00,2020-01-08T10:32:00,47.02,47.07,47.07,46.92000000000001,964,1000.0,-48.19999999999726,-0.04819999999999726,stop,True
PDH-PDL-Breakout,TSLA,2020-01-08,long,2020-01-08T10:44:00,2020-01-08T10:48:00,473.15,472.48,472.48,474.4899999999999,1472,1000.0,-986.2399999999398,-0.9862399999999397,stop,True
PDH-PDL-Breakout,F,2020-01-08,long,2020-01-08T11:53:00,2020-01-08T11:59:00,9.255,9.225,9.225,9.315000000000003,2967,1000.0,-89.01000000000337,-0.08901000000000338,stop,True
PDH-PDL-Breakout,DIS,2020-01-09,long,2020-01-09T09:34:00,2020-01-09T09:40:00,146.52,146.25,146.25,147.06000000000003,274,1000.0,-73.9800000000028,-0.07398000000000281,stop,False
PDH-PDL-Breakout,CRM,2020-01-09,long,2020-01-09T09:35:00,2020-01-09T09:36:00,179.4,178.86999999999998,178.86999999999998,180.46000000000006,156,1000.0,-82.68000000000461,-0.08268000000000461,stop,False
PDH-PDL-Breakout,ADBE,2020-01-09,long,2020-01-09T10:04:00,2020-01-09T10:06:00,340.07,339.69,339.69,340.83,181,1000.0,-68.77999999999918,-0.06877999999999918,stop,True
PDH-PDL-Breakout,MU,2020-01-09,short,2020-01-09T10:07:00,2020-01-09T10:09:00,56.9,57.120000000000005,57.120000000000005,56.45999999999999,4134,1000.0,-909.4800000000247,-0.9094800000000247,stop,False
PDH-PDL-Breakout,AVGO,2020-01-09,short,2020-01-09T10:11:00,2020-01-09T10:12:00,307.13,307.21999999999997,307.21999999999997,306.95000000000005,519,1000.0,-46.70999999998702,-0.04670999999998702,stop,False
PDH-PDL-Breakout,INTC,2020-01-09,long,2020-01-09T15:55:00,2020-01-09T15:56:00,59.43,59.495,59.33,59.63,2968,1000.0,192.91999999999325,0.19291999999999326,session_close,True
PDH-PDL-Breakout,CRM,2020-01-10,long,2020-01-10T09:38:00,2020-01-10T09:43:00,180.0,179.5,179.5,181.0,414,1000.0,-207.0,-0.207,stop,True
PDH-PDL-Breakout,F,2020-01-10,long,2020-01-10T09:52:00,2020-01-10T11:31:00,9.31,9.265,9.265,9.4,2803,1000.0,-126.1349999999998,-0.1261349999999998,stop,False
PDH-PDL-Breakout,NFLX,2020-01-10,short,2020-01-10T09:59:00,2020-01-10T10:01:00,334.31,333.15000000000003,334.89,333.15000000000003,607,1000.0,704.1199999999807,0.7041199999999807,target,True
PDH-PDL-Breakout,NVDA,2020-01-10,long,2020-01-10T10:40:00,2020-01-10T10:41:00,247.78,247.63,247.63,248.08,446,1000.0,-66.90000000000254,-0.06690000000000254,stop,True
PDH-PDL-Breakout,MU,2020-01-10,short,2020-01-10T12:17:00,2020-01-10T12:38:00,56.46,56.57,56.57,56.24,2503,1000.0,-275.32999999999856,-0.2753299999999986,stop,False
PDH-PDL-Breakout,DIS,2020-01-10,short,2020-01-10T14:39:00,2020-01-10T14:52:00,144.47,144.30999999999997,144.55,144.30999999999997,277,1000.0,44.32000000000693,0.04432000000000693,target,True
PDH-PDL-Breakout,DAL,2020-01-14,long,2020-01-14T09:55:00,2020-01-14T09:56:00,61.9,61.839999999999996,61.839999999999996,62.02,1174,1000.0,-70.44000000000267,-0.07044000000000267,stop,False
PDH-PDL-Breakout,AAL,2020-01-14,long,2020-01-14T09:55:00,2020-01-14T09:58:00,28.01,28.270000000000007,27.88,28.270000000000007,1872,1000.0,486.7200000000096,0.4867200000000096,target,False
PDH-PDL-Breakout,AMD,2020-01-14,short,2020-01-14T09:58:00,2020-01-14T10:02:00,48.135,48.32,48.32,47.76499999999999,3780,1000.0,-699.3000000000086,-0.6993000000000086,stop,True
