symbol,date,fund_gap_pct,fund_float_shares,fund_price_at_sim_start,sm_new_high_count_30m,sm_new_high_cadence_avg_sec,sm_new_high_cadence_stdev_sec,sm_pullback_count_30m,sm_pullback_depth_avg_pct,sm_pullback_depth_max_pct,sm_pullback_recovery_avg_sec,sm_vol_spike_count_30m,sm_vol_total_30m,sm_vol_first_5m,sm_vol_last_5m_of_30,sm_vol_decay_ratio,sm_green_bar_ratio_30m,sm_max_consecutive_green,sm_max_consecutive_red,sm_price_range_30m_pct,sm_upper_wick_ratio_avg,sm_upper_wick_ratio_last_10m,sm_body_ratio_avg,sm_body_ratio_last_10m,sm_pct_bars_above_vwap_30m,sm_vwap_cross_count_30m,sm_max_vwap_distance_pct,sm_price_at_5m,sm_price_at_10m,sm_price_at_15m,sm_price_at_30m,sm_price_at_60m,sm_high_at_30m,sm_high_at_60m,sm_low_at_30m,sm_low_at_60m,trade_num,entry_price,entry_time,stop,r,score,score_detail,tags,exit_price,exit_time,exit_reason,pnl,r_multiple,qty,hold_time_sec,peak_price,peak_time,peak_unrealized_r,time_to_peak_sec,drawdown_from_peak_at_exit_pct,price_1m_after_exit,price_5m_after_exit,price_10m_after_exit,price_30m_after_exit,high_after_exit_30m,low_after_exit_30m,left_on_table_pct
ANPA,2026-01-06,-18.515625000000007,12.5,22.28,0,0.0,0.0,0,0.0,0.0,0.0,7,1819,24,283,11.792,0.6,4,4,18.37,0.252,0.251,0.563,0.583,0.77,5,8.63,21.88,21.88,21.88,21.88,21.88,,,,,2,23.42,10:03,23.29,0.13,4.0,macd=5.0*0.6;R>=0.08=+1,[],23.0183,10:18,max_loss_hit,-1028.75,-3.09,2561,900,23.7,10:08,2.15,300,2.88,22.95,22.95,22.94,24.5,25.9,22.88,100.0
ANPA,2026-01-09,-18.35937500000001,12.5,32.0,1,0.0,0.0,0,0.0,0.0,0.0,11,212154,182,49690,273.022,0.5,3,5,136.2,0.203,0.186,0.416,0.296,0.67,7,30.73,32.0,32.0,32.0,32.02,39.87,32.0,55.67,32.0,30.0,1,39.91,07:54,39.92,3.92,5.5,macd=7.5*0.6;R>=0.08=+1,[],52.02,07:56,parabolic_exhaustion_exit_full,3088.05,3.09,255,120,55.67,07:56,4.02,120,6.56,41.1,44.93,51.12,46.43,59.83,25.33,39.2
ANPA,2026-01-09,-18.35937500000001,12.5,32.0,1,0.0,0.0,0,0.0,0.0,0.0,11,212154,182,49690,273.022,0.5,3,5,136.2,0.203,0.186,0.416,0.296,0.67,7,30.73,32.0,32.0,32.0,32.02,39.87,32.0,55.67,32.0,30.0,2,53.82,08:33,49.99,3.83,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",49.99,08:36,stop_hit,-999.63,-1.0,261,180,58.0,08:34,1.09,60,13.81,50.49,50.65,51.09,50.33,52.99,49.0,0.0
APVO,2026-01-09,-1.9387755102040827,0.935437,9.2,1,0.0,0.0,0,0.0,0.0,0.0,5,3941648,19,230280,12120.0,0.57,8,3,58.11,0.312,0.381,0.436,0.301,0.27,5,13.22,9.19,9.2,9.2,9.2,9.42,9.2,9.2,9.19,9.19,1,9.44,08:05,9.45,0.4879,5.5,macd=7.5*0.6;R>=0.08=+1,[],13.16,08:09,bearish_engulfing_exit_full,7622.28,7.62,2049,240,14.17,08:07,9.69,120,7.13,12.7135,10.88,11.19,10.25,13.5464,9.8,9.4
ARLO,2026-02-27,27.87682333873581,102.108986,14.9159,12,130.9,139.0,4,3.72,5.3,615.0,6,969971,4330,131543,30.379,0.67,8,3,9.24,0.26,0.231,0.449,0.396,0.83,6,4.74,14.9,14.74,15.33,15.4399,15.9776,15.84,16.15,14.5,14.5,1,15.6837,09:43,15.43,0.2537,10.5,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",15.5029,09:46,topping_wicky_exit_full,-691.56,-0.71,3825,180,15.84,09:44,0.62,60,2.13,15.375,15.305,15.456,15.99,16.15,15.0,100.0
AZI,2026-01-06,-1.631271160357041,44.450443,2.9,1,0.0,0.0,1,29.55,29.55,5040.0,0,2397513,1247446,38891,0.031,0.53,7,4,24.0,0.192,0.117,0.481,0.325,0.23,1,11.16,2.84,2.54,2.56,2.58,2.82,3.1,3.11,2.5,2.17,1,3.1,07:29,2.87,0.23,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",2.94,07:29,bearish_engulfing_exit_full,-695.52,-0.7,4347,0,3.1,,0.0,0,5.16,2.86,2.62,2.54,2.55,2.93,2.5,0.0
AZI,2026-01-06,-1.631271160357041,44.450443,2.9,1,0.0,0.0,1,29.55,29.55,5040.0,0,2397513,1247446,38891,0.031,0.53,7,4,24.0,0.192,0.117,0.481,0.325,0.23,1,11.16,2.84,2.54,2.56,2.58,2.82,3.1,3.11,2.5,2.17,2,3.3,09:01,3.07,0.23,9.5,macd=7.5*0.6;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['vol_surge', 'r2g', 'whole']",3.18,09:03,bearish_engulfing_exit_full,-521.64,-0.52,4347,120,3.33,09:02,0.13,60,4.5,3.43,3.26,3.2199,3.11,3.48,3.07,100.0
AZI,2026-01-06,-1.631271160357041,44.450443,2.9,1,0.0,0.0,1,29.55,29.55,5040.0,0,2397513,1247446,38891,0.031,0.53,7,4,24.0,0.192,0.117,0.481,0.325,0.23,1,11.16,2.84,2.54,2.56,2.58,2.82,3.1,3.11,2.5,2.17,3,3.25,10:28,3.26,0.12,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",3.51,10:30,bearish_engulfing_exit_full,2166.58,2.17,8333,120,3.83,10:29,4.83,60,8.36,3.4214,3.32,3.3499,3.2785,3.5,3.09,0.0
AZI,2026-01-06,-1.631271160357041,44.450443,2.9,1,0.0,0.0,1,29.55,29.55,5040.0,0,2397513,1247446,38891,0.031,0.53,7,4,24.0,0.192,0.117,0.481,0.325,0.23,1,11.16,2.84,2.54,2.56,2.58,2.82,3.1,3.11,2.5,2.17,4,3.44,10:37,3.31,0.13,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",3.4183,10:39,bearish_engulfing_exit_full,-166.92,-0.17,7692,120,3.5,10:39,0.46,120,2.33,3.3499,3.25,3.1875,3.3601,3.43,3.09,0.0
BATL,2026-02-18,31.595180722891552,7.227064,2.65,3,210.0,212.1,1,4.1,4.1,3240.0,5,50199,680,35186,51.744,0.77,13,2,9.49,0.18,0.221,0.774,0.774,0.77,14,5.92,2.67,2.67,2.6,2.67,2.54,2.68,2.76,2.57,2.57,1,2.9,09:43,2.7999,0.1001,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",2.85,09:46,topping_wicky_exit_full,-499.5,-0.5,9990,180,2.9,,0.0,0,1.72,2.86,2.79,2.66,2.645,2.86,2.6052,0.0
BATL,2026-02-27,32.42168674698794,7.227064,4.26,17,86.2,53.5,6,4.57,8.36,170.0,8,7198728,110632,2900331,26.216,0.63,5,4,47.36,0.163,0.243,0.598,0.554,0.83,2,12.75,4.5291,4.6,4.9897,5.09,4.8912,6.13,6.13,4.16,4.16,1,4.75,08:12,4.59,0.16,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",4.7882,08:12,bearish_engulfing_exit_full,238.71,0.24,6249,0,4.8899,08:12,0.87,0,2.08,4.7554,4.9297,5.85,4.8,6.13,4.64,97.2
BATL,2026-02-27,32.42168674698794,7.227064,4.26,17,86.2,53.5,6,4.57,8.36,170.0,8,7198728,110632,2900331,26.216,0.63,5,4,47.36,0.163,0.243,0.598,0.554,0.83,2,12.75,4.5291,4.6,4.9897,5.09,4.8912,6.13,6.13,4.16,4.16,2,4.9099,08:15,4.6915,0.2184,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",4.95,08:16,bearish_engulfing_exit_full,183.58,0.18,4578,60,5.0,08:15,0.41,0,1.0,4.9297,5.53,5.16,4.87,6.13,4.64,96.7
BATL,2026-02-27,32.42168674698794,7.227064,4.26,17,86.2,53.5,6,4.57,8.36,170.0,8,7198728,110632,2900331,26.216,0.63,5,4,47.36,0.163,0.243,0.598,0.554,0.83,2,12.75,4.5291,4.6,4.9897,5.09,4.8912,6.13,6.13,4.16,4.16,3,5.49,09:41,5.29,0.2,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",5.8,09:42,bearish_engulfing_exit_full,1550.0,1.55,5000,60,5.9,09:42,2.05,60,1.69,5.89,5.67,5.5499,5.6299,6.0,5.4,39.2
BCTX,2026-01-27,-5.000000000000004,1.665618,4.6,7,280.0,253.6,3,1.55,1.71,340.0,9,589835,3086,26099,8.457,0.57,6,6,54.62,0.219,0.25,0.501,0.375,0.5,4,13.06,4.61,4.68,4.75,4.84,4.43,4.8,6.03,4.6,3.9,1,4.91,07:31,4.92,0.1129,10.0,macd=7.5*0.6;bull_struct=+3;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'r2g']",4.91,07:31,trail_stop,0.0,0.0,8860,0,6.03,07:31,9.92,0,18.57,4.38,4.16,4.3,4.4126,5.35,3.9,100.0
BNAI,2026-01-16,24.57077451354444,3.312113,6.14,3,780.0,1018.2,1,1.94,1.94,2340.0,3,18774,4170,7560,1.813,0.73,5,2,2.8,0.214,0.15,0.773,0.85,0.0,0,6.29,6.11,6.14,6.13,6.17,7.21,6.2,6.35,6.08,6.08,1,6.68,08:17,6.55,0.13,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",6.6,08:20,bearish_engulfing_exit_full,-615.36,-0.62,7692,180,6.68,,0.0,0,1.2,6.72,6.64,6.61,6.6495,6.79,6.54,100.0
BNAI,2026-01-16,24.57077451354444,3.312113,6.14,3,780.0,1018.2,1,1.94,1.94,2340.0,3,18774,4170,7560,1.813,0.73,5,2,2.8,0.214,0.15,0.773,0.85,0.0,0,6.29,6.11,6.14,6.13,6.17,7.21,6.2,6.35,6.08,6.08,2,6.76,08:21,6.59,0.17,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",6.75,08:21,bearish_engulfing_exit_full,-58.82,-0.06,5882,0,6.79,08:21,0.18,0,0.59,6.71,6.7,6.6001,6.6497,6.77,6.54,100.0
BNAI,2026-01-28,24.704311331552848,3.312113,51.9,3,630.0,806.1,1,4.94,4.94,2040.0,2,56542,28316,2873,0.101,0.5,3,3,5.2,0.285,0.244,0.503,0.54,0.0,0,6.63,50.78,50.25,50.5,50.23,51.39,52.24,52.53,49.66,49.66,1,68.6999,09:48,65.99,2.7099,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",69.0266,09:48,bearish_engulfing_exit_full,120.55,0.12,369,0,69.7,09:48,0.37,0,0.97,68.99,71.98,78.74,68.618,79.8,61.52,97.1
BNAI,2026-01-28,24.704311331552848,3.312113,51.9,3,630.0,806.1,1,4.94,4.94,2040.0,2,56542,28316,2873,0.101,0.5,3,3,5.2,0.285,0.244,0.503,0.54,0.0,0,6.63,50.78,50.25,50.5,50.23,51.39,52.24,52.53,49.66,49.66,2,69.72,09:49,67.99,1.73,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",67.91,09:49,stop_hit,-1046.18,-1.05,578,0,71.0,09:49,0.74,0,4.35,73.115,73.7099,77.968,68.28,79.8,61.52,100.0
BNAI,2026-01-28,24.704311331552848,3.312113,51.9,3,630.0,806.1,1,4.94,4.94,2040.0,2,56542,28316,2873,0.101,0.5,3,3,5.2,0.285,0.244,0.503,0.54,0.0,0,6.63,50.78,50.25,50.5,50.23,51.39,52.24,52.53,49.66,49.66,3,74.91,10:41,74.92,1.62,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",85.885,10:47,topping_wicky_exit_full,6771.58,6.77,617,360,86.28,10:47,7.02,360,0.46,79.795,77.37,73.89,73.635,82.26,70.05,0.0
BNAI,2026-01-28,24.704311331552848,3.312113,51.9,3,630.0,806.1,1,4.94,4.94,2040.0,2,56542,28316,2873,0.101,0.5,3,3,5.2,0.285,0.244,0.503,0.54,0.0,0,6.63,50.78,50.25,50.5,50.23,51.39,52.24,52.53,49.66,49.66,4,76.12,11:24,73.49,2.63,10.5,macd=7.5*0.6;bull_struct=+3;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'r2g', 'whole']",75.5,11:25,bearish_engulfing_exit_full,-235.6,-0.24,380,60,77.78,11:24,0.63,0,2.93,76.34,76.81,69.99,62.51,78.5,60.0,100.0
BNAI,2026-02-05,27.570774513544453,3.312113,29.3,5,195.0,133.0,1,11.07,11.07,360.0,2,1743352,219934,115576,0.526,0.5,4,4,28.61,0.308,0.274,0.466,0.447,1.0,0,20.98,31.85,34.22,33.97,32.85,31.78,37.0,37.0,28.77,27.57,1,32.37,07:01,28.76,3.61,11.3,macd=5.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",30.52,07:01,bearish_engulfing_exit_full,-512.45,-0.51,277,0,32.37,,0.0,0,5.72,30.8,32.94,35.5,32.57,37.0,30.46,100.0
BNAI,2026-02-05,27.570774513544453,3.312113,29.3,5,195.0,133.0,1,11.07,11.07,360.0,2,1743352,219934,115576,0.526,0.5,4,4,28.61,0.308,0.274,0.466,0.447,1.0,0,20.98,31.85,34.22,33.97,32.85,31.78,37.0,37.0,28.77,27.57,2,32.2,07:06,31.1,1.1,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",32.94,07:06,bearish_engulfing_exit_full,672.66,0.67,909,0,33.5,07:06,1.18,0,1.67,35.33,35.5,34.19,31.86,37.0,31.0,84.6
CDIO,2026-02-27,28.73563218390805,1.700473,6.39,3,210.0,212.1,1,7.8,7.8,360.0,1,4129655,887603,217482,0.245,0.43,4,9,19.19,0.271,0.298,0.436,0.344,0.33,3,8.62,6.8,6.97,6.87,6.54,6.25,7.39,7.39,6.2,6.2,1,6.98,09:52,6.74,0.24,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",7.23,09:53,bearish_engulfing_exit_full,1041.5,1.04,4166,60,7.39,09:53,1.71,60,2.17,7.12,7.0371,6.58,6.645,7.27,6.2,13.8
CDIO,2026-02-27,28.73563218390805,1.700473,6.39,3,210.0,212.1,1,7.8,7.8,360.0,1,4129655,887603,217482,0.245,0.43,4,9,19.19,0.271,0.298,0.436,0.344,0.33,3,8.62,6.8,6.97,6.87,6.54,6.25,7.39,7.39,6.2,6.2,2,7.22,09:58,6.9401,0.2799,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",7.15,09:58,bearish_engulfing_exit_full,-250.04,-0.25,3572,0,7.22,,0.0,0,0.97,6.95,6.58,6.405,6.69,7.11,6.2,0.0
ENVB,2026-02-19,0.0,0.515461,2.29,1,0.0,0.0,0,0.0,0.0,0.0,5,10643274,2142363,455916,0.213,0.57,4,4,101.79,0.328,0.403,0.443,0.434,0.03,2,22.2,2.29,2.29,2.29,2.8,2.8,2.29,2.29,2.29,2.29,1,3.0,08:01,2.22,0.78,5.5,macd=7.5*0.6;R>=0.08=+1,[],3.37,08:03,bearish_engulfing_exit_full,474.34,0.47,1282,120,4.5,08:01,1.92,0,25.11,3.2947,2.7,2.49,2.42,3.73,2.37,49.3
FIGS,2026-02-27,25.902165196471522,152.098637,14.0,8,197.1,157.7,4,2.27,4.53,420.0,10,1345243,10866,1108151,101.983,0.57,4,2,6.94,0.107,0.114,0.537,0.417,0.53,6,3.85,13.89,14.12,14.29,14.44,14.855,14.77,15.57,13.84,13.84,1,14.32,09:21,14.33,0.1,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",14.3,09:26,trail_stop,-83.78,-0.2,4189,300,14.77,09:23,4.5,120,3.18,14.3,15.07,15.415,14.7599,15.57,14.1003,100.0
FIGS,2026-02-27,25.902165196471522,152.098637,14.0,8,197.1,157.7,4,2.27,4.53,420.0,10,1345243,10866,1108151,101.983,0.57,4,2,6.94,0.107,0.114,0.537,0.417,0.53,6,3.85,13.89,14.12,14.29,14.44,14.855,14.77,15.57,13.84,13.84,2,14.79,09:30,14.3974,0.3926,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",14.39,09:30,stop_hit,-1018.8,-1.02,2547,0,14.8,09:30,0.03,0,2.77,15.07,15.26,15.15,14.855,15.57,14.38,100.0
FLYX,2026-01-08,-9.174311926605512,5.72621,3.14,1,0.0,0.0,1,6.05,6.05,3300.0,11,410818,10,381257,38125.7,0.8,16,2,44.06,0.196,0.254,0.642,0.727,0.43,12,8.43,3.12,3.05,3.05,3.04,3.73,3.14,3.14,3.04,3.03,1,7.27,10:27,7.02,0.25,9.0,macd=5.0*0.6;bull_struct=+3;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'r2g', 'whole']",7.3883,10:30,topping_wicky_exit_full,473.2,0.47,4000,180,7.5,10:28,0.92,60,1.49,7.2119,7.1383,7.02,7.06,7.3399,6.31,0.0
GWAV,2026-01-16,-4.124999999999993,0.798395,5.37,5,165.0,141.8,3,2.93,4.59,140.0,6,2650390,2760,115142,41.718,0.5,10,5,57.28,0.273,0.173,0.512,0.445,0.33,1,17.14,5.41,7.32,6.12,5.65,5.13,8.43,8.43,5.36,5.12,1,5.49,07:01,5.5,0.14,5.5,macd=7.5*0.6;R>=0.08=+1,[],6.57,07:13,bearish_engulfing_exit_full,7713.36,7.71,7142,720,8.43,07:12,21.0,660,22.06,6.1,6.09,6.54,5.71,7.17,5.47,35.7
GWAV,2026-01-16,-4.124999999999993,0.798395,5.37,5,165.0,141.8,3,2.93,4.59,140.0,6,2650390,2760,115142,41.718,0.5,10,5,57.28,0.273,0.173,0.512,0.445,0.33,1,17.14,5.41,7.32,6.12,5.65,5.13,8.43,8.43,5.36,5.12,2,8.24,08:17,5.36,2.88,9.0,macd=7.5*0.6;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['vol_surge', 'r2g']",5.42,08:18,bearish_engulfing_exit_full,-978.54,-0.98,347,60,8.4,08:17,0.06,0,35.48,7.19,5.38,5.45,5.3,8.3997,5.18,100.0
HIND,2026-01-27,0.4464285714285751,1.543882,3.15,0,0.0,0.0,0,0.0,0.0,0.0,5,24355613,2507155,1704490,0.68,0.5,7,6,153.71,0.207,0.186,0.45,0.422,0.33,6,24.73,3.15,3.15,3.15,3.15,4.58,,3.15,,3.15,1,4.7271,08:01,2.9737,1.7534,5.5,macd=7.5*0.6;R>=0.08=+1,[],5.87,08:05,bearish_engulfing_exit_full,651.45,0.65,570,240,7.43,08:02,1.54,60,21.0,5.46,6.45,6.79,4.8205,7.5699,4.27,59.8
HIND,2026-01-27,0.4464285714285751,1.543882,3.15,0,0.0,0.0,0,0.0,0.0,0.0,5,24355613,2507155,1704490,0.68,0.5,7,6,153.71,0.207,0.186,0.45,0.422,0.33,6,24.73,3.15,3.15,3.15,3.15,4.58,,3.15,,3.15,2,6.19,08:10,5.53,0.66,4.0,macd=5.0*0.6;R>=0.08=+1,[],6.83,08:12,bearish_engulfing_exit_full,969.6,0.97,1515,120,7.08,08:12,1.35,120,3.53,7.5497,5.88,5.309,5.05,7.5699,4.27,53.6
IBIO,2026-01-06,-8.032573289902277,27.058317,1.96,1,0.0,0.0,1,9.07,9.07,2340.0,6,192156,24901,76907,3.089,0.7,7,2,16.41,0.204,0.193,0.529,0.451,0.9,2,5.89,2.0,2.0,1.925,2.04,2.26,2.05,2.22,1.8641,1.8641,1,2.65,10:01,2.56,0.09,10.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.05=+0.5,"['bull_struct', 'vol_surge', 'r2g']",2.61,10:03,bearish_engulfing_exit_full,-444.44,-0.44,11111,120,2.65,,0.0,0,1.51,2.635,2.595,2.6301,2.2996,2.68,2.28,100.0
IBIO,2026-01-06,-8.032573289902277,27.058317,1.96,1,0.0,0.0,1,9.07,9.07,2340.0,6,192156,24901,76907,3.089,0.7,7,2,16.41,0.204,0.193,0.529,0.451,0.9,2,5.89,2.0,2.0,1.925,2.04,2.26,2.05,2.22,1.8641,1.8641,2,2.68,10:04,2.6,0.08,10.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.05=+0.5,"['bull_struct', 'vol_surge', 'r2g']",2.6,10:05,stop_hit,-999.92,-1.0,12499,60,2.68,,0.0,0,2.99,2.63,2.615,2.5,2.3548,2.65,2.28,0.0
IBIO,2026-01-09,-8.469055374592829,27.058317,2.35,1,0.0,0.0,0,0.0,0.0,0.0,2,2136625,774282,34993,0.045,0.57,3,2,19.23,0.307,0.222,0.528,0.623,0.1,3,7.27,2.58,2.6,2.57,2.58,2.5998,2.79,2.79,2.34,2.34,1,2.78,07:01,2.33,0.45,5.5,macd=7.5*0.6;R>=0.08=+1,[],2.66,07:01,bearish_engulfing_exit_full,-266.64,-0.27,2222,0,2.79,07:01,0.02,0,4.66,2.63,2.58,2.57,2.59,2.79,2.51,100.0
INDO,2026-02-27,23.28482328482329,9.523041,5.16,10,146.7,153.3,4,3.88,9.51,285.0,4,334944,123648,39348,0.318,0.53,4,5,16.29,0.172,0.249,0.531,0.473,1.0,0,6.39,5.2757,5.339,5.39,5.5423,5.4905,5.64,5.64,4.85,4.85,1,5.52,08:19,5.39,0.13,10.0,macd=7.5*0.6;bull_struct=+3;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'r2g']",5.49,08:21,bearish_engulfing_exit_full,-230.76,-0.23,7692,120,5.55,08:19,0.23,0,1.08,5.64,5.5011,5.53,5.49,5.64,5.3911,100.0
INDO,2026-02-27,23.28482328482329,9.523041,5.16,10,146.7,153.3,4,3.88,9.51,285.0,4,334944,123648,39348,0.318,0.53,4,5,16.29,0.172,0.249,0.531,0.473,1.0,0,6.39,5.2757,5.339,5.39,5.5423,5.4905,5.64,5.64,4.85,4.85,2,5.66,08:23,5.5107,0.1493,12.0,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g']",5.6218,08:23,bearish_engulfing_exit_full,-255.83,-0.26,6697,0,5.66,,0.0,0,0.67,5.5511,5.586,5.5079,5.47,5.61,5.3911,0.0
LBGJ,2026-02-27,-83.5,16.662285,1.05,5,75.0,30.0,2,11.5,18.46,90.0,7,6567743,1392707,296183,0.213,0.47,3,4,71.83,0.237,0.264,0.456,0.306,0.23,5,26.29,1.47,1.08,0.95,0.769,0.2359,1.51,1.51,0.8788,0.2327,1,1.12,09:01,1.13,0.08,5.0,macd=7.5*0.6;R>=0.05=+0.5,[],1.13,09:04,trail_stop,124.99,0.12,12499,180,1.48,09:03,4.5,120,23.65,1.47,1.15,0.9996,0.5573,1.51,0.55,97.4
LBGJ,2026-02-27,-83.5,16.662285,1.05,5,75.0,30.0,2,11.5,18.46,90.0,7,6567743,1392707,296183,0.213,0.47,3,4,71.83,0.237,0.264,0.456,0.306,0.23,5,26.29,1.47,1.08,0.95,0.769,0.2359,1.51,1.51,0.8788,0.2327,2,1.46,09:05,1.12,0.34,5.5,macd=7.5*0.6;R>=0.08=+1,[],1.38,09:05,bearish_engulfing_exit_full,-235.28,-0.24,2941,0,1.46,,0.0,0,5.48,1.37,1.08,0.95,0.54,1.5,0.54,100.0
LCFY,2026-01-16,-0.423728813559313,1.425571,3.32,0,0.0,0.0,0,0.0,0.0,0.0,2,5863204,2090914,342791,0.164,0.5,3,3,145.0,0.212,0.25,0.548,0.615,0.07,1,36.22,6.97,6.97,6.97,6.97,6.97,,,,,1,6.14,08:41,5.32,0.82,12.5,macd=7.5*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",5.7598,08:44,topping_wicky_exit_full,-463.46,-0.46,1219,180,6.44,08:42,0.37,60,10.56,6.0597,6.05,6.87,5.9203,7.43,5.26,100.0
LCFY,2026-01-16,-0.423728813559313,1.425571,3.32,0,0.0,0.0,0,0.0,0.0,0.0,2,5863204,2090914,342791,0.164,0.5,3,3,145.0,0.212,0.25,0.548,0.615,0.07,1,36.22,6.97,6.97,6.97,6.97,6.97,,,,,2,6.23,08:45,5.62,0.61,11.0,macd=5.0*0.6;bull_struct=+3;vol_surge=+2;r2g=+1.5;whole=+0.5;R>=0.08=+1,"['bull_struct', 'vol_surge', 'r2g', 'whole']",6.13,08:45,bearish_engulfing_exit_full,-163.9,-0.16,1639,0,6.23,08:45,0.0,0,1.61,6.09,6.23,6.78,5.9499,7.43,5.26,100.0
MLEC,2026-02-13,-14.229765013054829,0.726118,6.0,0,0.0,0.0,0,0.0,0.0,0.0,7,8244860,255049,2030687,7.962,0.57,5,2,158.0,0.354,0.34,0.366,0.402,0.83,4,32.21,6.05,6.05,6.05,6.05,6.05,,,,,1,7.71,08:10,7.02,0.69,5.5,macd=7.5*0.6;R>=0.08=+1,[],7.3248,08:10,bearish_engulfing_exit_full,-558.15,-0.56,1449,0,7.9,08:10,0.28,0,7.28,8.69,9.25,9.47,10.31,12.9,7.36,100.0
MLEC,2026-02-13,-14.229765013054829,0.726118,6.0,0,0.0,0.0,0,0.0,0.0,0.0,7,8244860,255049,2030687,7.962,0.57,5,2,158.0,0.354,0.34,0.366,0.402,0.83,4,32.21,6.05,6.05,6.05,6.05,6.05,,,,,2,7.92,08:11,7.93,0.73,4.0,macd=5.0*0.6;R>=0.08=+1,[],9.25,08:15,bearish_engulfing_exit_full,1820.77,1.82,1369,240,11.0,08:12,4.22,60,15.91,9.56,9.47,9.15,11.3271,12.9,8.61,73.3
