market,volregime,sharpe,n_days,pnl
bear,highvol,0.7582928321344476,22,3381.5220000000127
bear,medvol,2.5430408578726573,60,28454.750400000026
bull,highvol,-2.951192294466886,2,-629.7382000000155
bull,lowvol,9.73850133305502,141,226763.0052000003
bull,medvol,3.794964360021967,202,126936.19409999959
chop,highvol,1.537677394160362,230,52354.28019999983
chop,lowvol,11.685091284355906,179,341638.6022000002
chop,medvol,4.400334624185693,442,308329.11369999975
