
[2026-01-06] Fetching 1 symbols (0 already cached)...
  CYCN...     10,155 ticks, up to 04:09:05 ET...
    1,130,143 ticks, up to 11:25:26 ET...
    1,140,627 ticks, up to 11:27:17 ET...
    1,152,076 ticks, up to 11:28:41 ET...
    1,163,314 ticks, up to 11:29:38 ET...
    1,173,915 ticks, up to 11:32:19 ET...
    1,184,600 ticks, up to 11:34:43 ET...
    1,195,417 ticks, up to 11:38:50 ET...
    1,207,750 ticks, up to 11:42:10 ET...
    1,219,182 ticks, up to 11:43:36 ET...
    1,229,924 ticks, up to 11:45:24 ET...
    1,240,718 ticks, up to 11:48:11 ET...
    1,251,206 ticks, up to 11:52:25 ET...
    1,261,559 ticks, up to 11:56:49 ET...
    1,271,894 ticks, up to 11:59:46 ET...
    1,282,201 ticks, up to 12:05:38 ET...
    1,292,553 ticks, up to 12:11:55 ET...
    1,302,848 ticks, up to 12:18:56 ET...
    1,313,827 ticks, up to 12:23:35 ET...
    1,324,243 ticks, up to 12:27:28 ET...
    1,334,599 ticks, up to 12:33:03 ET...
    1,344,921 ticks, up to 12:37:48 ET...
    1,355,695 ticks, up to 12:46:57 ET...
    1,366,027 ticks, up to 12:54:22 ET...
    1,376,234 ticks, up to 13:01:15 ET...
    1,386,353 ticks, up to 13:10:37 ET...
    1,396,737 ticks, up to 13:20:00 ET...
    1,408,748 ticks, up to 13:24:22 ET...
    1,419,316 ticks, up to 13:27:10 ET...
    1,429,740 ticks, up to 13:32:18 ET...
    1,439,897 ticks, up to 13:37:41 ET...
    1,450,443 ticks, up to 13:44:07 ET...
    1,461,167 ticks, up to 13:53:45 ET...
    1,471,269 ticks, up to 14:07:25 ET...
    1,481,430 ticks, up to 14:17:11 ET...
    1,492,066 ticks, up to 14:27:18 ET...
    1,503,083 ticks, up to 14:40:28 ET...
    1,513,487 ticks, up to 14:46:17 ET...
    1,525,022 ticks, up to 14:52:30 ET...
    1,535,781 ticks, up to 15:05:15 ET...
    1,546,104 ticks, up to 15:10:44 ET...
    1,557,086 ticks, up to 15:12:55 ET...
    1,567,938 ticks, up to 15:17:50 ET...
    1,579,788 ticks, up to 15:23:30 ET...
    1,590,189 ticks, up to 15:25:05 ET...
    1,600,431 ticks, up to 15:29:07 ET...
    1,611,458 ticks, up to 15:32:28 ET...
    1,622,131 ticks, up to 15:34:35 ET...
    1,632,680 ticks, up to 15:37:59 ET...
    1,643,368 ticks, up to 15:42:07 ET...
    1,654,214 ticks, up to 15:48:09 ET...
    1,665,854 ticks, up to 15:50:17 ET...
    1,676,177 ticks, up to 15:55:20 ET...
    1,686,381 ticks, up to 16:01:22 ET...
    1,696,846 ticks, up to 16:05:51 ET...
    1,707,047 ticks, up to 16:14:19 ET...
    1,717,253 ticks, up to 16:20:52 ET...
    1,727,505 ticks, up to 16:39:30 ET...
    1,737,675 ticks, up to 17:03:37 ET...
    1,747,739 ticks, up to 18:23:17 ET...
    1,757,860 ticks, up to 19:46:43 ET...
  Saved 1758530 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-15/SPHL.json.gz
  BNKK...     10,713 ticks, up to 08:02:58 ET...
    21,908 ticks, up to 08:03:33 ET...
    34,285 ticks, up to 08:04:05 ET...
    45,191 ticks, up to 08:05:03 ET...
    56,671 ticks, up to 08:05:46 ET...
    67,854 ticks, up to 08:06:26 ET...
    78,621 ticks, up to 08:07:59 ET...
    89,216 ticks, up to 08:09:12 ET...
    99,792 ticks, up to 08:10:18 ET...
    110,698 ticks, up to 08:11:59 ET...
    123,762 ticks, up to 08:13:03 ET...
    134,612 ticks, up to 08:14:17 ET...
    145,433 ticks, up to 08:15:28 ET...
    157,360 ticks, up to 08:15:51 ET...
    169,624 ticks, up to 08:16:16 ET...
    182,034 ticks, up to 08:16:36 ET...
    193,568 ticks, up to 08:17:06 ET...
    205,202 ticks, up to 08:17:43 ET...
    218,039 ticks, up to 08:18:03 ET...
    229,561 ticks, up to 08:18:39 ET...
    245,208 ticks, up to 08:18:53 ET...
    259,260 ticks, up to 08:19:03 ET...
    271,714 ticks, up to 08:19:22 ET...
    283,083 ticks, up to 08:19:55 ET...
    295,454 ticks, up to 08:20:36 ET...
    306,881 ticks, up to 08:21:08 ET...
    317,791 ticks, up to 08:22:06 ET...
    328,775 ticks, up to 08:23:33 ET...
    339,799 ticks, up to 08:24:26 ET...
    350,701 ticks, up to 08:25:30 ET...
    361,644 ticks, up to 08:26:40 ET...
    372,098 ticks, up to 08:28:40 ET...
    382,904 ticks, up to 08:30:30 ET...
    393,528 ticks, up to 08:32:04 ET...
    404,094 ticks, up to 08:34:40 ET...
    414,549 ticks, up to 08:36:07 ET...
    424,843 ticks, up to 08:38:38 ET...
    435,216 ticks, up to 08:41:45 ET...
    446,093 ticks, up to 08:43:53 ET...
    456,703 ticks, up to 08:47:31 ET...
    467,294 ticks, up to 08:49:37 ET...
    477,569 ticks, up to 08:54:11 ET...
    487,945 ticks, up to 09:01:14 ET...
    498,238 ticks, up to 09:09:07 ET...
    508,451 ticks, up to 09:21:22 ET...
    518,792 ticks, up to 09:30:03 ET...
    529,132 ticks, up to 09:34:15 ET...
    539,513 ticks, up to 09:38:32 ET...
    549,786 ticks, up to 09:44:47 ET...
    560,125 ticks, up to 09:54:15 ET...
    570,368 ticks, up to 10:10:48 ET...
    580,526 ticks, up to 10:27:09 ET...
    591,361 ticks, up to 10:34:26 ET...
    602,179 ticks, up to 10:37:29 ET...
    612,762 ticks, up to 10:40:24 ET...
    623,583 ticks, up to 10:44:39 ET...
    634,263 ticks, up to 10:54:02 ET...
    644,442 ticks, up to 11:11:54 ET...
    654,512 ticks, up to 11:40:08 ET...
    664,845 ticks, up to 12:05:43 ET...
    675,198 ticks, up to 12:32:41 ET...
    685,433 ticks, up to 13:18:31 ET...
    695,715 ticks, up to 14:00:00 ET...
    706,100 ticks, up to 15:08:08 ET...
    716,193 ticks, up to 15:55:40 ET...
  Saved 721902 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-15/BNKK.json.gz
  CJMB...     10,770 ticks, up to 08:46:35 ET...
    21,659 ticks, up to 08:47:24 ET...
    33,685 ticks, up to 08:48:02 ET...
    48,835 ticks, up to 08:48:15 ET...
    60,851 ticks, up to 08:48:43 ET...
    72,630 ticks, up to 08:49:15 ET...
    84,260 ticks, up to 08:49:50 ET...
    95,330 ticks, up to 08:50:31 ET...
    106,150 ticks, up to 08:51:15 ET...
    117,644 ticks, up to 08:51:58 ET...
    130,110 ticks, up to 08:52:30 ET...
    142,282 ticks, up to 08:52:51 ET...
    153,523 ticks, up to 08:53:24 ET...
    164,834 ticks, up to 08:54:27 ET...
    175,560 ticks, up to 08:56:02 ET...
    186,357 ticks, up to 08:57:28 ET...
    196,832 ticks, up to 08:59:09 ET...
    207,757 ticks, up to 09:01:40 ET...
    218,476 ticks, up to 09:03:54 ET...
    229,076 ticks, up to 09:05:37 ET...
    239,669 ticks, up to 09:08:41 ET...
    250,377 ticks, up to 09:10:33 ET...
    260,612 ticks, up to 09:13:02 ET...
    271,758 ticks, up to 09:14:13 ET...
    282,785 ticks, up to 09:15:02 ET...
    293,214 ticks, up to 09:16:52 ET...
    303,888 ticks, up to 09:19:20 ET...
    314,517 ticks, up to 09:22:30 ET...
    324,775 ticks, up to 09:27:30 ET...
    335,269 ticks, up to 09:30:46 ET...
    346,709 ticks, up to 09:31:57 ET...
    357,683 ticks, up to 09:32:35 ET...
    370,421 ticks, up to 09:38:13 ET...
    382,726 ticks, up to 09:38:35 ET...
    395,456 ticks, up to 09:38:49 ET...
    407,019 ticks, up to 09:39:07 ET...
    418,661 ticks, up to 09:39:57 ET...
    430,165 ticks, up to 09:40:11 ET...
    442,270 ticks, up to 09:40:48 ET...
    454,136 ticks, up to 09:41:10 ET...
    465,906 ticks, up to 09:41:43 ET...
    476,416 ticks, up to 09:42:38 ET...
    488,204 ticks, up to 09:43:14 ET...
    501,341 ticks, up to 09:43:35 ET...
    512,353 ticks, up to 09:44:12 ET...
    524,279 ticks, up to 09:45:02 ET...
    535,171 ticks, up to 09:46:02 ET...
    545,874 ticks, up to 09:47:24 ET...
    557,361 ticks, up to 09:48:11 ET...
    568,271 ticks, up to 09:49:30 ET...
    579,694 ticks, up to 09:50:48 ET...
    591,196 ticks, up to 09:51:39 ET...
    601,653 ticks, up to 09:53:47 ET...
    612,832 ticks, up to 09:55:36 ET...
    623,460 ticks, up to 09:57:37 ET...
    635,406 ticks, up to 09:58:47 ET...
    646,657 ticks, up to 09:59:26 ET...
    657,650 ticks, up to 10:00:20 ET...
    668,009 ticks, up to 10:02:04 ET...
    682,315 ticks, up to 10:02:28 ET...
    692,832 ticks, up to 10:04:20 ET...
    703,304 ticks, up to 10:07:21 ET...
    714,405 ticks, up to 10:10:01 ET...
    725,936 ticks, up to 10:11:49 ET...
    737,166 ticks, up to 10:12:45 ET...
    747,862 ticks, up to 10:14:58 ET...
    758,051 ticks, up to 10:18:13 ET...
    768,500 ticks, up to 10:22:36 ET...
    778,770 ticks, up to 10:27:11 ET...
    789,411 ticks, up to 10:30:33 ET...
    801,466 ticks, up to 10:31:46 ET...
    811,815 ticks, up to 10:34:54 ET...
    822,071 ticks, up to 10:39:17 ET...
    832,726 ticks, up to 10:46:01 ET...
    843,248 ticks, up to 10:50:44 ET...
    853,458 ticks, up to 10:56:56 ET...
    863,848 ticks, up to 10:59:21 ET...
    874,514 ticks, up to 11:01:27 ET...
    884,868 ticks, up to 11:03:28 ET...
    895,460 ticks, up to 11:06:04 ET...
    907,986 ticks, up to 11:06:51 ET...
    919,682 ticks, up to 11:07:43 ET...
    930,770 ticks, up to 11:08:35 ET...
    942,871 ticks, up to 11:09:00 ET...
    953,255 ticks, up to 11:10:44 ET...
    964,206 ticks, up to 11:12:54 ET...
    974,491 ticks, up to 11:15:17 ET...
    984,942 ticks, up to 11:17:56 ET...
    995,474 ticks, up to 11:21:04 ET...
    1,005,989 ticks, up to 11:25:10 ET...
    1,017,660 ticks, up to 11:26:04 ET...
    1,029,772 ticks, up to 11:26:32 ET...
    1,041,117 ticks, up to 11:27:01 ET...
    1,052,646 ticks, up to 11:28:05 ET...
    1,065,105 ticks, up to 11:28:28 ET...
    1,076,899 ticks, up to 11:29:00 ET...
    1,088,355 ticks, up to 11:29:47 ET...
    1,099,353 ticks, up to 11:30:40 ET...
    1,110,098 ticks, up to 11:32:27 ET...
    1,120,632 ticks, up to 11:34:07 ET...
    1,131,900 ticks, up to 11:34:59 ET...
    1,142,784 ticks, up to 11:37:18 ET...
    1,154,024 ticks, up to 11:39:24 ET...
    1,165,844 ticks, up to 11:40:18 ET...
    1,176,504 ticks, up to 11:41:44 ET...
    1,187,072 ticks, up to 11:44:34 ET...
    1,197,436 ticks, up to 11:48:33 ET...
    1,207,692 ticks, up to 11:53:16 ET...
    1,218,701 ticks, up to 11:55:09 ET...
    1,229,463 ticks, up to 11:57:12 ET...
    1,239,842 ticks, up to 12:01:37 ET...
    1,250,209 ticks, up to 12:05:33 ET...
    1,260,382 ticks, up to 12:12:27 ET...
    1,270,616 ticks, up to 12:20:54 ET...
    1,280,951 ticks, up to 12:24:54 ET...
    1,291,379 ticks, up to 12:30:56 ET...
    1,301,663 ticks, up to 12:36:19 ET...
    1,312,243 ticks, up to 12:47:00 ET...
    1,322,678 ticks, up to 12:53:35 ET...
    1,333,068 ticks, up to 13:03:06 ET...
    1,343,342 ticks, up to 13:14:51 ET...
    1,353,525 ticks, up to 13:30:44 ET...
    1,364,011 ticks, up to 13:42:30 ET...
    1,374,211 ticks, up to 13:56:03 ET...
    1,384,320 ticks, up to 14:13:13 ET...
    1,394,664 ticks, up to 14:36:08 ET...
    1,405,558 ticks, up to 14:44:13 ET...
    1,416,159 ticks, up to 15:01:24 ET...
    1,426,551 ticks, up to 15:14:58 ET...
    1,437,038 ticks, up to 15:20:22 ET...
    1,447,176 ticks, up to 15:30:21 ET...
    1,457,363 ticks, up to 15:42:56 ET...
    1,467,626 ticks, up to 15:50:57 ET...
    1,478,467 ticks, up to 15:53:47 ET...
    1,488,816 ticks, up to 15:59:22 ET...
    1,499,130 ticks, up to 16:08:00 ET...
    1,509,160 ticks, up to 16:43:24 ET...
  Saved 1517843 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-15/CJMB.json.gz
  AGPU...     10,160 ticks, up to 07:30:05 ET...
    21,687 ticks, up to 08:00:03 ET...
    32,968 ticks, up to 08:30:15 ET...
    43,094 ticks, up to 09:48:37 ET...
    53,196 ticks, up to 15:12:28 ET...
  Saved 55710 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-15/AGPU.json.gz

[2026-01-16] Fetching 5 symbols (0 already cached)...
  VERO...   VERO: no ticks
  LCFY...     10,602 ticks, up to 08:01:47 ET...
    21,474 ticks, up to 08:03:05 ET...
    32,334 ticks, up to 08:04:37 ET...
    43,004 ticks, up to 08:06:24 ET...
    54,005 ticks, up to 08:07:16 ET...
    64,805 ticks, up to 08:09:16 ET...
    75,518 ticks, up to 08:11:03 ET...
    85,806 ticks, up to 08:15:13 ET...
    96,013 ticks, up to 08:24:52 ET...
    106,146 ticks, up to 08:33:51 ET...
    116,641 ticks, up to 08:36:19 ET...
    127,639 ticks, up to 08:37:16 ET...
    138,361 ticks, up to 08:39:03 ET...
    149,265 ticks, up to 08:40:55 ET...
    160,997 ticks, up to 08:41:39 ET...
    171,700 ticks, up to 08:42:15 ET...
    182,683 ticks, up to 08:43:19 ET...
    193,846 ticks, up to 08:44:49 ET...
    204,796 ticks, up to 08:45:55 ET...
    215,829 ticks, up to 08:47:42 ET...
    227,430 ticks, up to 08:48:47 ET...
    238,221 ticks, up to 08:52:48 ET...
    250,670 ticks, up to 08:53:25 ET...
    261,231 ticks, up to 08:53:52 ET...
    273,457 ticks, up to 08:54:16 ET...
    284,983 ticks, up to 08:55:20 ET...
    295,820 ticks, up to 08:56:04 ET...
    307,526 ticks, up to 08:56:44 ET...
    318,873 ticks, up to 08:57:43 ET...
    330,752 ticks, up to 08:59:12 ET...
    341,131 ticks, up to 09:01:27 ET...
    352,256 ticks, up to 09:03:15 ET...
    363,148 ticks, up to 09:05:18 ET...
    373,696 ticks, up to 09:08:03 ET...
    384,208 ticks, up to 09:10:36 ET...
    394,492 ticks, up to 09:13:29 ET...
    404,828 ticks, up to 09:19:10 ET...
    415,015 ticks, up to 09:25:32 ET...
    425,325 ticks, up to 09:31:08 ET...
    435,926 ticks, up to 09:38:11 ET...
    446,783 ticks, up to 09:40:13 ET...
    457,177 ticks, up to 09:43:29 ET...
    467,572 ticks, up to 09:50:07 ET...
    477,946 ticks, up to 09:54:47 ET...
    489,107 ticks, up to 10:02:08 ET...
    500,202 ticks, up to 10:09:03 ET...
    510,395 ticks, up to 10:19:18 ET...
    520,621 ticks, up to 10:35:43 ET...
    530,708 ticks, up to 10:53:01 ET...
    541,137 ticks, up to 11:03:27 ET...
    551,276 ticks, up to 11:29:34 ET...
    561,381 ticks, up to 12:23:15 ET...
    571,519 ticks, up to 13:12:49 ET...
    581,839 ticks, up to 13:31:39 ET...
    592,040 ticks, up to 13:41:22 ET...
    602,149 ticks, up to 14:22:11 ET...
    612,537 ticks, up to 15:31:01 ET...
  Saved 620301 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-16/LCFY.json.gz
  ACCL...     10,408 ticks, up to 04:06:54 ET...
    21,751 ticks, up to 04:07:42 ET...
    33,801 ticks, up to 04:08:18 ET...
    46,411 ticks, up to 04:08:44 ET...
    57,170 ticks, up to 04:10:44 ET...
    68,749 ticks, up to 04:11:19 ET...
    79,367 ticks, up to 04:12:38 ET...
    90,259 ticks, up to 04:14:32 ET...
    100,871 ticks, up to 04:18:56 ET...
    111,653 ticks, up to 04:22:36 ET...
    122,311 ticks, up to 04:26:30 ET...
    132,895 ticks, up to 04:33:13 ET...
    143,297 ticks, up to 04:41:04 ET...
    153,626 ticks, up to 04:50:11 ET...
    163,899 ticks, up to 05:01:54 ET...
    174,379 ticks, up to 05:09:18 ET...
    184,743 ticks, up to 05:15:56 ET...
    195,152 ticks, up to 05:20:52 ET...
    205,511 ticks, up to 05:32:51 ET...
    215,724 ticks, up to 05:53:09 ET...
    225,991 ticks, up to 05:58:11 ET...
    236,452 ticks, up to 06:01:04 ET...
    246,614 ticks, up to 06:09:40 ET...
    256,737 ticks, up to 06:23:03 ET...
    266,894 ticks, up to 06:52:10 ET...
    276,930 ticks, up to 07:45:09 ET...
    289,341 ticks, up to 08:00:07 ET...
    300,965 ticks, up to 08:00:24 ET...
    312,890 ticks, up to 08:11:40 ET...
    324,041 ticks, up to 08:13:56 ET...
    336,749 ticks, up to 08:15:05 ET...
    348,847 ticks, up to 08:16:20 ET...
    361,655 ticks, up to 08:16:54 ET...
    373,003 ticks, up to 08:17:51 ET...
    384,547 ticks, up to 08:18:53 ET...
    394,822 ticks, up to 08:22:32 ET...
    405,236 ticks, up to 08:28:24 ET...
    415,499 ticks, up to 08:40:35 ET...
    425,614 ticks, up to 09:21:14 ET...
    435,787 ticks, up to 09:43:50 ET...
    445,980 ticks, up to 10:19:08 ET...
    456,095 ticks, up to 11:00:26 ET...
    466,259 ticks, up to 13:10:21 ET...
    476,366 ticks, up to 15:55:06 ET...
  Saved 480884 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-16/ACCL.json.gz
  BIYA...     10,475 ticks, up to 05:17:21 ET...
    21,333 ticks, up to 05:19:11 ET...
    32,475 ticks, up to 05:21:37 ET...
    42,819 ticks, up to 05:24:27 ET...
    53,229 ticks, up to 05:27:21 ET...
    63,665 ticks, up to 05:30:15 ET...
    74,353 ticks, up to 05:31:32 ET...
    84,822 ticks, up to 05:35:40 ET...
    95,273 ticks, up to 05:38:38 ET...
    105,765 ticks, up to 05:41:19 ET...
    116,598 ticks, up to 05:42:41 ET...
    127,106 ticks, up to 05:44:31 ET...
    138,596 ticks, up to 05:44:50 ET...
    149,916 ticks, up to 05:45:28 ET...
    161,159 ticks, up to 05:46:24 ET...
    171,921 ticks, up to 05:47:30 ET...
    182,630 ticks, up to 05:49:48 ET...
    193,390 ticks, up to 05:51:14 ET...
    203,989 ticks, up to 05:53:59 ET...
    214,451 ticks, up to 05:56:55 ET...
    224,778 ticks, up to 05:59:43 ET...
    235,625 ticks, up to 06:04:34 ET...
    245,941 ticks, up to 06:10:04 ET...
    256,739 ticks, up to 06:16:06 ET...
    267,042 ticks, up to 06:22:13 ET...
    277,145 ticks, up to 06:39:16 ET...
    287,335 ticks, up to 07:01:35 ET...
    297,492 ticks, up to 07:45:20 ET...
    308,886 ticks, up to 08:00:02 ET...
    323,088 ticks, up to 08:00:18 ET...
    334,952 ticks, up to 08:06:38 ET...
    346,716 ticks, up to 08:16:47 ET...
    358,316 ticks, up to 08:21:25 ET...
    368,409 ticks, up to 09:30:08 ET...
    378,817 ticks, up to 09:49:36 ET...
    389,098 ticks, up to 09:59:49 ET...
    399,383 ticks, up to 10:02:51 ET...
    410,106 ticks, up to 10:09:45 ET...
    420,508 ticks, up to 10:13:33 ET...
    431,633 ticks, up to 10:16:20 ET...
    441,946 ticks, up to 10:19:28 ET...
    452,330 ticks, up to 10:23:25 ET...
    462,421 ticks, up to 10:30:21 ET...
    473,228 ticks, up to 10:40:17 ET...
    483,764 ticks, up to 11:04:41 ET...
    493,946 ticks, up to 11:48:23 ET...
    504,028 ticks, up to 13:13:22 ET...
    514,093 ticks, up to 15:21:48 ET...
  Saved 520675 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-16/BIYA.json.gz
  TNMG...     11,040 ticks, up to 06:59:02 ET...
    22,085 ticks, up to 06:59:51 ET...
    33,439 ticks, up to 07:01:18 ET...
    43,910 ticks, up to 07:04:20 ET...
    54,896 ticks, up to 07:06:24 ET...
    65,313 ticks, up to 07:09:09 ET...
    75,861 ticks, up to 07:11:39 ET...
    86,261 ticks, up to 07:17:11 ET...
    96,505 ticks, up to 07:37:55 ET...
    108,733 ticks, up to 08:00:07 ET...
    120,377 ticks, up to 08:16:36 ET...
    132,930 ticks, up to 08:18:36 ET...
    143,153 ticks, up to 09:22:44 ET...
    153,197 ticks, up to 10:03:39 ET...
    163,294 ticks, up to 10:43:00 ET...
    173,378 ticks, up to 12:53:22 ET...
    183,730 ticks, up to 13:00:32 ET...
    194,115 ticks, up to 13:07:02 ET...
    204,516 ticks, up to 13:34:51 ET...
    214,703 ticks, up to 13:48:51 ET...
    225,055 ticks, up to 13:58:11 ET...
    235,197 ticks, up to 14:31:23 ET...
    245,343 ticks, up to 15:19:19 ET...
    254,714 ticks, up to 19:59:52 ET...
  Saved 254714 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-16/TNMG.json.gz

[2026-01-20] Fetching 5 symbols (0 already cached)...
  TWG...     10,775 ticks, up to 06:52:12 ET...
    21,548 ticks, up to 06:53:35 ET...
    32,903 ticks, up to 06:54:27 ET...
    43,385 ticks, up to 06:56:15 ET...
    54,198 ticks, up to 06:57:30 ET...
    64,500 ticks, up to 06:59:38 ET...
    74,936 ticks, up to 07:00:37 ET...
    85,547 ticks, up to 07:02:47 ET...
    96,790 ticks, up to 07:03:26 ET...
    107,716 ticks, up to 07:04:20 ET...
    118,341 ticks, up to 07:05:36 ET...
    129,209 ticks, up to 07:07:52 ET...
    141,611 ticks, up to 07:08:49 ET...
    154,360 ticks, up to 07:09:07 ET...
    166,301 ticks, up to 07:09:32 ET...
    178,167 ticks, up to 07:10:30 ET...
    189,442 ticks, up to 07:11:01 ET...
    200,483 ticks, up to 07:11:51 ET...
    213,376 ticks, up to 07:12:24 ET...
    225,203 ticks, up to 07:12:49 ET...
    236,977 ticks, up to 07:13:38 ET...
    247,989 ticks, up to 07:14:57 ET...
    259,279 ticks, up to 07:16:05 ET...
    269,932 ticks, up to 07:18:29 ET...
    280,472 ticks, up to 07:21:08 ET...
    292,063 ticks, up to 07:23:11 ET...
    303,837 ticks, up to 07:24:03 ET...
    315,602 ticks, up to 07:24:38 ET...
    327,756 ticks, up to 07:25:15 ET...
    340,171 ticks, up to 07:25:31 ET...
    352,153 ticks, up to 07:26:10 ET...
    363,229 ticks, up to 07:26:43 ET...
    374,869 ticks, up to 07:27:12 ET...
    385,851 ticks, up to 07:28:22 ET...
    397,215 ticks, up to 07:29:35 ET...
    409,088 ticks, up to 07:30:10 ET...
    419,502 ticks, up to 07:31:53 ET...
    429,943 ticks, up to 07:34:45 ET...
    441,622 ticks, up to 07:35:16 ET...
    452,066 ticks, up to 07:36:35 ET...
    462,867 ticks, up to 07:37:49 ET...
    473,179 ticks, up to 07:41:32 ET...
    484,133 ticks, up to 07:43:35 ET...
    494,635 ticks, up to 07:46:36 ET...
    504,799 ticks, up to 07:50:18 ET...
    515,085 ticks, up to 07:55:27 ET...
    526,149 ticks, up to 08:00:00 ET...
    536,561 ticks, up to 08:00:09 ET...
    549,176 ticks, up to 08:02:02 ET...
    560,026 ticks, up to 08:07:01 ET...
    570,488 ticks, up to 08:09:23 ET...
    580,734 ticks, up to 08:12:48 ET...
    592,117 ticks, up to 08:15:17 ET...
    603,349 ticks, up to 08:18:27 ET...
    613,641 ticks, up to 08:22:46 ET...
    624,403 ticks, up to 08:30:58 ET...
    634,632 ticks, up to 08:35:57 ET...
    644,831 ticks, up to 08:44:03 ET...
    655,227 ticks, up to 08:55:04 ET...
    665,405 ticks, up to 09:00:28 ET...
    675,461 ticks, up to 09:21:37 ET...
    685,875 ticks, up to 09:25:56 ET...
    696,252 ticks, up to 09:29:52 ET...
    706,907 ticks, up to 09:32:57 ET...
    717,187 ticks, up to 09:37:52 ET...
    727,806 ticks, up to 09:46:03 ET...
    738,474 ticks, up to 09:48:18 ET...
    748,722 ticks, up to 09:56:53 ET...
    759,469 ticks, up to 10:03:44 ET...
    770,099 ticks, up to 10:09:24 ET...
    780,745 ticks, up to 10:18:30 ET...
    791,000 ticks, up to 10:24:16 ET...
    801,287 ticks, up to 10:42:56 ET...
    811,473 ticks, up to 10:57:51 ET...
    821,558 ticks, up to 11:24:27 ET...
    831,850 ticks, up to 11:37:48 ET...
    841,933 ticks, up to 12:23:20 ET...
    852,113 ticks, up to 13:42:03 ET...
    862,181 ticks, up to 14:52:10 ET...
    872,379 ticks, up to 15:43:35 ET...
    882,602 ticks, up to 18:39:57 ET...
  Saved 883204 ticks → /Users/duffy/warrior_bot_v2/tick_cache/2026-01-20/TWG.json.gz
  SHPH...     10,987 ticks, up to 07:58:33 ET...
    21,746 ticks, up to 07:59:47 ET...
    35,348 ticks, up to 08:00:22 ET...
    45,947 ticks, up to 08:01:50 ET...
    58,246 ticks, up to 08:02:53 ET...
    70,079 ticks, up to 08:03:38 ET...
    82,031 ticks, up to 08:04:10 ET...
    93,427 ticks, up to 08:04:58 ET...
    104,719 ticks, up to 08:05:54 ET...
    117,414 ticks, up to 08:06:25 ET...
    128,913 ticks, up to 08:07:15 ET...
    139,930 ticks, up to 08:08:38 ET...
    150,692 ticks, up to 08:10:56 ET...
    163,368 ticks, up to 08:11:24 ET...
    175,179 ticks, up to 08:11:58 ET...
    187,591 ticks, up to 08:12:24 ET...
    199,478 ticks, up to 08:13:23 ET...
    210,534 ticks, up to 08:14:45 ET...
    221,455 ticks, up to 08:16:01 ET...
    232,137 ticks, up to 08:17:42 ET...
    242,632 ticks, up to 08:19:51 ET...
    253,551 ticks, up to 08:21:44 ET...
    264,181 ticks, up to 08:23:52 ET...
    274,734 ticks, up to 08:27:19 ET...
    285,360 ticks, up to 08:29:02 ET...
    295,994 ticks, up to 08:30:28 ET...
    306,706 ticks, up to 08:31:43 ET...
    317,706 ticks, up to 08:33:16 ET...
    329,039 ticks, up to 08:34:13 ET...
    340,326 ticks, up to 08:35:01 ET...
    352,168 ticks, up to 08:35:57 ET...
    363,893 ticks, up to 08:36:24 ET...
    375,932 ticks, up to 08:37:00 ET...
    387,145 ticks, up to 08:37:49 ET...
    398,171 ticks, up to 08:38:53 ET...
    408,934 ticks, up to 08:40:16 ET...
    420,361 ticks, up to 08:41:11 ET...
    430,937 ticks, up to 08:43:15 ET...
    442,922 ticks, up to 08:44:16 ET...
    454,164 ticks, up to 08:45:02 ET...
    465,547 ticks, up to 08:46:55 ET...
    476,756 ticks, up to 08:48:01 ET...
    489,934 ticks, up to 08:48:21 ET...
    501,604 ticks, up to 08:48:59 ET...
    514,667 ticks, up to 08:49:25 ET...
    525,804 ticks, up to 08:50:21 ET...
    536,375 ticks, up to 08:51:37 ET...
    547,516 ticks, up to 08:52:20 ET...
    558,173 ticks, up to 08:54:00 ET...
    568,761 ticks, up to 08:55:22 ET...
    579,395 ticks, up to 08:56:48 ET...
    589,739 ticks, up to 08:59:27 ET...
    600,423 ticks, up to 09:01:09 ET...
    610,959 ticks, up to 09:04:16 ET...
    621,328 ticks, up to 09:07:26 ET...
    631,650 ticks, up to 09:12:13 ET...
    642,108 ticks, up to 09:15:40 ET...
    652,241 ticks, up to 09:20:22 ET...
    662,623 ticks, up to 09:22:35 ET...
    672,927 ticks, up to 09:28:48 ET...
    684,089 ticks, up to 09:30:59 ET...
    695,298 ticks, up to 09:31:48 ET...
    705,806 ticks, up to 09:33:35 ET...
    716,457 ticks, up to 09:35:58 ET...
    727,384 ticks, up to 09:38:17 ET...
    738,638 ticks, up to 09:40:00 ET...
    749,834 ticks, up to 09:42:27 ET...
    760,197 ticks, up to 09:46:55 ET...
    770,583 ticks, up to 09:49:48 ET...
    781,368 ticks, up to 09:52:13 ET...
    791,525 ticks, up to 09:58:25 ET...
    801,879 ticks, up to 10:03:20 ET...
    813,778 ticks, up to 10:09:07 ET...
    824,000 ticks, up to 10:14:58 ET...
    834,259 ticks, up to 10:22:06 ET...
